=== environment-table14.xlsx ===
Cell A1 | value='June 2008 Agricultural and Horticultural Survey - England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell E85 | value='#' | fill=46 | rows=[84] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F85 | value='#' | fill=46 | rows=[84] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G85 | value='-' | fill=46 | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H85 | value='#' | fill=46 | rows=[84] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I85 | value='73.0601' | fill=46 | rows=[84] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J85 | value='-' | fill=46 | rows=[84] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K85 | value='#' | fill=46 | rows=[84] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L85 | value='#' | fill=46 | rows=[84] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M85 | value='-' | fill=46 | rows=[84] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N85 | value='#' | fill=46 | rows=[84] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O85 | value='#' | fill=46 | rows=[84] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P85 | value='-' | fill=46 | rows=[84] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q85 | value='#' | fill=46 | rows=[84] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R85 | value='#' | fill=46 | rows=[84] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S85 | value='-' | fill=46 | rows=[84] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T85 | value='#' | fill=46 | rows=[84] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U85 | value='#' | fill=46 | rows=[84] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V85 | value='-' | fill=46 | rows=[84] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W85 | value='92.7117' | fill=46 | rows=[84] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X85 | value='127.6068' | fill=46 | rows=[84] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y85 | value='37.6382916072082' | fill=46 | rows=[84] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z85 | value='#' | fill=52 | rows=[84] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA85 | value='#' | fill=52 | rows=[84] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB85 | value='-' | fill=52 | rows=[84] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC85 | value='#' | fill=52 | rows=[84] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD85 | value='#' | fill=52 | rows=[84] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE85 | value='-' | fill=52 | rows=[84] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF85 | value='481.087' | fill=52 | rows=[84] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG85 | value='586.996' | fill=52 | rows=[84] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH85 | value='22.0145212820134' | fill=52 | rows=[84] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI85 | value='#' | fill=52 | rows=[84] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ85 | value='#' | fill=52 | rows=[84] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK85 | value='-' | fill=52 | rows=[84] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL85 | value='0' | fill=52 | rows=[84] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM85 | value='0' | fill=52 | rows=[84] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN85 | value='-' | fill=52 | rows=[84] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO85 | value='#' | fill=52 | rows=[84] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP85 | value='#' | fill=52 | rows=[84] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ85 | value='-' | fill=52 | rows=[84] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR85 | value='45.891' | fill=52 | rows=[84] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS85 | value='50.165' | fill=52 | rows=[84] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT85 | value='9.31337299252577' | fill=52 | rows=[84] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU85 | value='0' | fill=52 | rows=[84] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV85 | value='0' | fill=52 | rows=[84] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW85 | value='-' | fill=52 | rows=[84] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX85 | value='526.978' | fill=52 | rows=[84] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY85 | value='637.161' | fill=52 | rows=[84] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ85 | value='20.9084629718888' | fill=52 | rows=[84] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA85 | value='#' | fill=52 | rows=[84] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB85 | value='44.955' | fill=52 | rows=[84] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC85 | value='-' | fill=52 | rows=[84] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD85 | value='20.389' | fill=52 | rows=[84] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE85 | value='21.164' | fill=52 | rows=[84] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF85 | value='3.80106920398255' | fill=52 | rows=[84] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG85 | value='#' | fill=52 | rows=[84] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH85 | value='#' | fill=52 | rows=[84] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI85 | value='-' | fill=52 | rows=[84] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ85 | value='#' | fill=52 | rows=[84] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK85 | value='#' | fill=52 | rows=[84] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL85 | value='-' | fill=52 | rows=[84] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM85 | value='#' | fill=52 | rows=[84] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN85 | value='722.058' | fill=52 | rows=[84] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO85 | value='-' | fill=52 | rows=[84] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A86 | value='OUTER LONDON - EAST AND NORTH EAST' | fill=00000000 | rows=[85] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B86 | value='#' | fill=46 | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C86 | value='#' | fill=46 | rows=[85] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D86 | value='-' | fill=46 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E86 | value='#' | fill=46 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F86 | value='#' | fill=46 | rows=[85] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G86 | value='-' | fill=46 | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H86 | value='719.2389' | fill=46 | rows=[85] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I86 | value='757.7553' | fill=46 | rows=[85] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J86 | value='5.35516085128322' | fill=46 | rows=[85] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K86 | value='#' | fill=46 | rows=[85] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L86 | value='12.1127' | fill=46 | rows=[85] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M86 | value='-' | fill=46 | rows=[85] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N86 | value='#' | fill=46 | rows=[85] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O86 | value='23.1991' | fill=46 | rows=[85] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P86 | value='-' | fill=46 | rows=[85] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q86 | value='752.1986' | fill=46 | rows=[85] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R86 | value='793.0671' | fill=46 | rows=[85] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S86 | value='5.43320607084351' | fill=46 | rows=[85] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T86 | value='675.8852' | fill=46 | rows=[85] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U86 | value='693.8448' | fill=46 | rows=[85] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V86 | value='2.65719681389678' | fill=46 | rows=[85] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W86 | value='1428.0838' | fill=46 | rows=[85] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X86 | value='1486.9117' | fill=46 | rows=[85] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y86 | value='4.11935910203589' | fill=46 | rows=[85] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z86 | value='#' | fill=52 | rows=[85] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA86 | value='#' | fill=52 | rows=[85] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB86 | value='-' | fill=52 | rows=[85] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC86 | value='#' | fill=52 | rows=[85] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD86 | value='#' | fill=52 | rows=[85] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE86 | value='-' | fill=52 | rows=[85] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF86 | value='3249.034' | fill=52 | rows=[85] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG86 | value='4372.706' | fill=52 | rows=[85] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH86 | value='34.5848027444465' | fill=52 | rows=[85] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI86 | value='53.737' | fill=52 | rows=[85] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ86 | value='#' | fill=52 | rows=[85] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK86 | value='-' | fill=52 | rows=[85] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL86 | value='0' | fill=52 | rows=[85] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM86 | value='0' | fill=52 | rows=[85] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN86 | value='-' | fill=52 | rows=[85] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO86 | value='53.427' | fill=52 | rows=[85] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP86 | value='#' | fill=52 | rows=[85] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ86 | value='-' | fill=52 | rows=[85] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR86 | value='107.164' | fill=52 | rows=[85] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS86 | value='65.961' | fill=52 | rows=[85] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT86 | value='-38.448546153559' | fill=52 | rows=[85] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU86 | value='0' | fill=52 | rows=[85] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV86 | value='0' | fill=52 | rows=[85] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW86 | value='-' | fill=52 | rows=[85] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX86 | value='3356.198' | fill=52 | rows=[85] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY86 | value='4438.667' | fill=52 | rows=[85] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ86 | value='32.2528349042577' | fill=52 | rows=[85] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA86 | value='103.549' | fill=52 | rows=[85] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB86 | value='97.019' | fill=52 | rows=[85] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC86 | value='-6.3061932032178' | fill=52 | rows=[85] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD86 | value='101.887' | fill=52 | rows=[85] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE86 | value='96.692' | fill=52 | rows=[85] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF86 | value='-5.09878590988056' | fill=52 | rows=[85] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG86 | value='#' | fill=52 | rows=[85] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH86 | value='#' | fill=52 | rows=[85] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI86 | value='-' | fill=52 | rows=[85] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ86 | value='#' | fill=52 | rows=[85] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK86 | value='#' | fill=52 | rows=[85] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL86 | value='-' | fill=52 | rows=[85] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM86 | value='3669.914' | fill=52 | rows=[85] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN86 | value='4762.41' | fill=52 | rows=[85] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO86 | value='29.7689809624967' | fill=52 | rows=[85] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A87 | value='OUTER LONDON - SOUTH' | fill=00000000 | rows=[86] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B87 | value='#' | fill=46 | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C87 | value='#' | fill=46 | rows=[86] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D87 | value='-' | fill=46 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E87 | value='#' | fill=46 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F87 | value='#' | fill=46 | rows=[86] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G87 | value='-' | fill=46 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H87 | value='960.6544' | fill=46 | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I87 | value='376.8232' | fill=46 | rows=[86] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J87 | value='-60.7743221703872' | fill=46 | rows=[86] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K87 | value='66.8871' | fill=46 | rows=[86] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L87 | value='64.5615' | fill=46 | rows=[86] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M87 | value='-3.47690361818648' | fill=46 | rows=[86] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N87 | value='70.6528' | fill=46 | rows=[86] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O87 | value='164.4528' | fill=46 | rows=[86] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P87 | value='132.76190044839' | fill=46 | rows=[86] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q87 | value='1098.1943' | fill=46 | rows=[86] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R87 | value='605.8375' | fill=46 | rows=[86] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S87 | value='-44.8333049989424' | fill=46 | rows=[86] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T87 | value='1646.0603' | fill=46 | rows=[86] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U87 | value='543.7359' | fill=46 | rows=[86] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V87 | value='-66.9674373411472' | fill=46 | rows=[86] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W87 | value='2744.2546' | fill=46 | rows=[86] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X87 | value='1149.5734' | fill=46 | rows=[86] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y87 | value='-58.1098124058897' | fill=46 | rows=[86] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z87 | value='#' | fill=52 | rows=[86] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA87 | value='#' | fill=52 | rows=[86] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB87 | value='-' | fill=52 | rows=[86] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC87 | value='#' | fill=52 | rows=[86] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD87 | value='#' | fill=52 | rows=[86] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE87 | value='-' | fill=52 | rows=[86] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF87 | value='1945.93' | fill=52 | rows=[86] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG87 | value='2305.924' | fill=52 | rows=[86] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH87 | value='18.4998432626045' | fill=52 | rows=[86] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI87 | value='#' | fill=52 | rows=[86] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ87 | value='0' | fill=52 | rows=[86] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK87 | value='-' | fill=52 | rows=[86] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL87 | value='0' | fill=52 | rows=[86] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM87 | value='0' | fill=52 | rows=[86] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN87 | value='-' | fill=52 | rows=[86] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO87 | value='#' | fill=52 | rows=[86] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP87 | value='16.274' | fill=52 | rows=[86] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ87 | value='-' | fill=52 | rows=[86] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR87 | value='#' | fill=52 | rows=[86] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS87 | value='16.274' | fill=52 | rows=[86] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT87 | value='-' | fill=52 | rows=[86] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU87 | value='#' | fill=52 | rows=[86] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV87 | value='0' | fill=52 | rows=[86] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW87 | value='-' | fill=52 | rows=[86] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX87 | value='150231.073' | fill=52 | rows=[86] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY87 | value='2322.198' | fill=52 | rows=[86] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ87 | value='-98.4542492084843' | fill=52 | rows=[86] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA87 | value='49.693' | fill=52 | rows=[86] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB87 | value='53.763' | fill=52 | rows=[86] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC87 | value='8.19028837059546' | fill=52 | rows=[86] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD87 | value='44.167' | fill=52 | rows=[86] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE87 | value='44.563' | fill=52 | rows=[86] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF87 | value='0.896597006815045' | fill=52 | rows=[86] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG87 | value='#' | fill=52 | rows=[86] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH87 | value='#' | fill=52 | rows=[86] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI87 | value='-' | fill=52 | rows=[86] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ87 | value='#' | fill=52 | rows=[86] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK87 | value='#' | fill=52 | rows=[86] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL87 | value='-' | fill=52 | rows=[86] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM87 | value='155554.699' | fill=52 | rows=[86] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN87 | value='10642.362' | fill=52 | rows=[86] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO87 | value='-93.1584438988886' | fill=52 | rows=[86] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A88 | value='OUTER LONDON - WEST AND NORTH WEST' | fill=00000000 | rows=[87] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B88 | value='#' | fill=46 | rows=[87] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C88 | value='#' | fill=46 | rows=[87] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D88 | value='-' | fill=46 | rows=[87] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E88 | value='#' | fill=46 | rows=[87] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F88 | value='#' | fill=46 | rows=[87] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G88 | value='-' | fill=46 | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H88 | value='213.2588' | fill=46 | rows=[87] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I88 | value='#' | fill=46 | rows=[87] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J88 | value='-' | fill=46 | rows=[87] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K88 | value='#' | fill=46 | rows=[87] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L88 | value='#' | fill=46 | rows=[87] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M88 | value='-' | fill=46 | rows=[87] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N88 | value='#' | fill=46 | rows=[87] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O88 | value='#' | fill=46 | rows=[87] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P88 | value='-' | fill=46 | rows=[87] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q88 | value='248.4069' | fill=46 | rows=[87] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R88 | value='277.0276' | fill=46 | rows=[87] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S88 | value='11.5217008867306' | fill=46 | rows=[87] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T88 | value='267.4802' | fill=46 | rows=[87] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U88 | value='240.5165' | fill=46 | rows=[87] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V88 | value='-10.0806340058068' | fill=46 | rows=[87] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W88 | value='515.8871' | fill=46 | rows=[87] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X88 | value='517.544' | fill=46 | rows=[87] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y88 | value='0.321174923738149' | fill=46 | rows=[87] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z88 | value='#' | fill=52 | rows=[87] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA88 | value='#' | fill=52 | rows=[87] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB88 | value='-' | fill=52 | rows=[87] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC88 | value='#' | fill=52 | rows=[87] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD88 | value='#' | fill=52 | rows=[87] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE88 | value='-' | fill=52 | rows=[87] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF88 | value='12562.452' | fill=52 | rows=[87] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG88 | value='12938.019' | fill=52 | rows=[87] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH88 | value='2.98959948264878' | fill=52 | rows=[87] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI88 | value='#' | fill=52 | rows=[87] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ88 | value='#' | fill=52 | rows=[87] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK88 | value='-' | fill=52 | rows=[87] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL88 | value='0' | fill=52 | rows=[87] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM88 | value='0' | fill=52 | rows=[87] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN88 | value='-' | fill=52 | rows=[87] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO88 | value='#' | fill=52 | rows=[87] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP88 | value='#' | fill=52 | rows=[87] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ88 | value='-' | fill=52 | rows=[87] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR88 | value='#' | fill=52 | rows=[87] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS88 | value='#' | fill=52 | rows=[87] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT88 | value='-' | fill=52 | rows=[87] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU88 | value='#' | fill=52 | rows=[87] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV88 | value='#' | fill=52 | rows=[87] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW88 | value='-' | fill=52 | rows=[87] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX88 | value='13096.193' | fill=52 | rows=[87] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY88 | value='13465.028' | fill=52 | rows=[87] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ88 | value='2.81635281337104' | fill=52 | rows=[87] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA88 | value='22.111' | fill=52 | rows=[87] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB88 | value='20.89' | fill=52 | rows=[87] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC88 | value='-5.52213830220252' | fill=52 | rows=[87] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD88 | value='40.706' | fill=52 | rows=[87] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE88 | value='42.256' | fill=52 | rows=[87] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF88 | value='3.80779246302756' | fill=52 | rows=[87] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG88 | value='#' | fill=52 | rows=[87] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH88 | value='84.836' | fill=52 | rows=[87] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI88 | value='-' | fill=52 | rows=[87] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ88 | value='#' | fill=52 | rows=[87] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK88 | value='69.148' | fill=52 | rows=[87] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL88 | value='-' | fill=52 | rows=[87] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM88 | value='13274.094' | fill=52 | rows=[87] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN88 | value='13682.156' | fill=52 | rows=[87] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO88 | value='3.07412317556288' | fill=52 | rows=[87] | cols=[66] | col_header=False | row_header=False | metadata=False
