=== economy-table30.xlsx ===
Cell A1 | value='Column1' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell E373 | value='527695.33' | fill=00000000 | rows=[372] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A374 | value='Shalimar Tanning Company' | fill=FFAAAAAA | rows=[373] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B374 | value='264275' | fill=00000000 | rows=[373] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E374 | value='264275' | fill=00000000 | rows=[373] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A375 | value='India' | fill=FFAAAAAA | rows=[374] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B375 | value='264275' | fill=00000000 | rows=[374] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E375 | value='264275' | fill=00000000 | rows=[374] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A376 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[375] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B376 | value='264275' | fill=00000000 | rows=[375] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E376 | value='264275' | fill=00000000 | rows=[375] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A377 | value='Tata International Limited' | fill=FFAAAAAA | rows=[376] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B377 | value='58031.4' | fill=00000000 | rows=[376] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E377 | value='58031.4' | fill=00000000 | rows=[376] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A378 | value='India' | fill=FFAAAAAA | rows=[377] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B378 | value='58031.4' | fill=00000000 | rows=[377] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E378 | value='58031.4' | fill=00000000 | rows=[377] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A379 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[378] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B379 | value='58031.4' | fill=00000000 | rows=[378] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E379 | value='58031.4' | fill=00000000 | rows=[378] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A380 | value='Volare Shoes' | fill=FFAAAAAA | rows=[379] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B380 | value='750000' | fill=00000000 | rows=[379] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E380 | value='750000' | fill=00000000 | rows=[379] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A381 | value='India' | fill=FFAAAAAA | rows=[380] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B381 | value='750000' | fill=00000000 | rows=[380] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E381 | value='750000' | fill=00000000 | rows=[380] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A382 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[381] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B382 | value='750000' | fill=00000000 | rows=[381] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E382 | value='750000' | fill=00000000 | rows=[381] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A383 | value='Zee Footwears Private Limited' | fill=FFAAAAAA | rows=[382] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B383 | value='570645' | fill=00000000 | rows=[382] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E383 | value='570645' | fill=00000000 | rows=[382] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A384 | value='India' | fill=FFAAAAAA | rows=[383] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B384 | value='570645' | fill=00000000 | rows=[383] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E384 | value='570645' | fill=00000000 | rows=[383] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A385 | value='Die Cut' | fill=FFAAAAAA | rows=[384] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B385 | value='570645' | fill=00000000 | rows=[384] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E385 | value='570645' | fill=00000000 | rows=[384] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A386 | value='Customer Service' | fill=FFAAAAAA | rows=[385] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C386 | value='1012095.09' | fill=00000000 | rows=[385] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E386 | value='1012095.09' | fill=00000000 | rows=[385] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A387 | value='Farida Classic Shoes Private Limited' | fill=FFAAAAAA | rows=[386] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C387 | value='672524.93' | fill=00000000 | rows=[386] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E387 | value='672524.93' | fill=00000000 | rows=[386] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A388 | value='India' | fill=FFAAAAAA | rows=[387] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C388 | value='672524.93' | fill=00000000 | rows=[387] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E388 | value='672524.93' | fill=00000000 | rows=[387] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A389 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[388] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C389 | value='672524.93' | fill=00000000 | rows=[388] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E389 | value='672524.93' | fill=00000000 | rows=[388] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A390 | value='N M Zackriah LLP' | fill=FFAAAAAA | rows=[389] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C390 | value='9513.9' | fill=00000000 | rows=[389] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E390 | value='9513.9' | fill=00000000 | rows=[389] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A391 | value='India' | fill=FFAAAAAA | rows=[390] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C391 | value='9513.9' | fill=00000000 | rows=[390] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E391 | value='9513.9' | fill=00000000 | rows=[390] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A392 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[391] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C392 | value='9513.9' | fill=00000000 | rows=[391] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E392 | value='9513.9' | fill=00000000 | rows=[391] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A393 | value='P A Footwear Private Limited' | fill=FFAAAAAA | rows=[392] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C393 | value='316094.26' | fill=00000000 | rows=[392] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E393 | value='316094.26' | fill=00000000 | rows=[392] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A394 | value='India' | fill=FFAAAAAA | rows=[393] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C394 | value='316094.26' | fill=00000000 | rows=[393] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E394 | value='316094.26' | fill=00000000 | rows=[393] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A395 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[394] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C395 | value='316094.26' | fill=00000000 | rows=[394] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E395 | value='316094.26' | fill=00000000 | rows=[394] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A396 | value='Staby Footwear' | fill=FFAAAAAA | rows=[395] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C396 | value='13962' | fill=00000000 | rows=[395] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E396 | value='13962' | fill=00000000 | rows=[395] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A397 | value='India' | fill=FFAAAAAA | rows=[396] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C397 | value='13962' | fill=00000000 | rows=[396] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E397 | value='13962' | fill=00000000 | rows=[396] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A398 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[397] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C398 | value='13962' | fill=00000000 | rows=[397] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E398 | value='13962' | fill=00000000 | rows=[397] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A399 | value='Sales Team North' | fill=FFAAAAAA | rows=[398] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D399 | value='23906069.814' | fill=00000000 | rows=[398] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E399 | value='23906069.814' | fill=00000000 | rows=[398] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A400 | value='Abros Sports International Private Limited' | fill=FFAAAAAA | rows=[399] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D400 | value='414600' | fill=00000000 | rows=[399] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E400 | value='414600' | fill=00000000 | rows=[399] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A401 | value='India' | fill=FFAAAAAA | rows=[400] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D401 | value='414600' | fill=00000000 | rows=[400] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E401 | value='414600' | fill=00000000 | rows=[400] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A402 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[401] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D402 | value='414600' | fill=00000000 | rows=[401] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E402 | value='414600' | fill=00000000 | rows=[401] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A403 | value='Alpine Shoes Private Limited' | fill=FFAAAAAA | rows=[402] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D403 | value='2201562.4' | fill=00000000 | rows=[402] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E403 | value='2201562.4' | fill=00000000 | rows=[402] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A404 | value='India' | fill=FFAAAAAA | rows=[403] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D404 | value='2201562.4' | fill=00000000 | rows=[403] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E404 | value='2201562.4' | fill=00000000 | rows=[403] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A405 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[404] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D405 | value='158200.4' | fill=00000000 | rows=[404] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E405 | value='158200.4' | fill=00000000 | rows=[404] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A406 | value='Die Cut' | fill=FFAAAAAA | rows=[405] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D406 | value='1442077' | fill=00000000 | rows=[405] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E406 | value='1442077' | fill=00000000 | rows=[405] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A407 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[406] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D407 | value='601285' | fill=00000000 | rows=[406] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E407 | value='601285' | fill=00000000 | rows=[406] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A408 | value='Alpine Shoes Private Limited-Hp' | fill=FFAAAAAA | rows=[407] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D408 | value='334686.8' | fill=00000000 | rows=[407] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E408 | value='334686.8' | fill=00000000 | rows=[407] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A409 | value='India' | fill=FFAAAAAA | rows=[408] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D409 | value='334686.8' | fill=00000000 | rows=[408] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E409 | value='334686.8' | fill=00000000 | rows=[408] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A410 | value='Die Cut' | fill=FFAAAAAA | rows=[409] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D410 | value='334686.8' | fill=00000000 | rows=[409] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E410 | value='334686.8' | fill=00000000 | rows=[409] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A411 | value='Apache Footwear India Private Limited' | fill=FFAAAAAA | rows=[410] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D411 | value='3352717.544' | fill=00000000 | rows=[410] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E411 | value='3352717.544' | fill=00000000 | rows=[410] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A412 | value='India' | fill=FFAAAAAA | rows=[411] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D412 | value='3352717.544' | fill=00000000 | rows=[411] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E412 | value='3352717.544' | fill=00000000 | rows=[411] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A413 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[412] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D413 | value='360295.782' | fill=00000000 | rows=[412] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E413 | value='360295.782' | fill=00000000 | rows=[412] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A414 | value='DIECUT' | fill=FFAAAAAA | rows=[413] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D414 | value='133331.421' | fill=00000000 | rows=[413] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E414 | value='133331.421' | fill=00000000 | rows=[413] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A415 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[414] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D415 | value='2859090.341' | fill=00000000 | rows=[414] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E415 | value='2859090.341' | fill=00000000 | rows=[414] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A416 | value='Array Fashions Private Limited' | fill=FFAAAAAA | rows=[415] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D416 | value='80934' | fill=00000000 | rows=[415] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E416 | value='80934' | fill=00000000 | rows=[415] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A417 | value='India' | fill=FFAAAAAA | rows=[416] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D417 | value='80934' | fill=00000000 | rows=[416] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E417 | value='80934' | fill=00000000 | rows=[416] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A418 | value='DIECUT' | fill=FFAAAAAA | rows=[417] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D418 | value='80934' | fill=00000000 | rows=[417] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E418 | value='80934' | fill=00000000 | rows=[417] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A419 | value='Basant Overseas' | fill=FFAAAAAA | rows=[418] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D419 | value='58194' | fill=00000000 | rows=[418] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E419 | value='58194' | fill=00000000 | rows=[418] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A420 | value='India' | fill=FFAAAAAA | rows=[419] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D420 | value='58194' | fill=00000000 | rows=[419] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E420 | value='58194' | fill=00000000 | rows=[419] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A421 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[420] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D421 | value='58194' | fill=00000000 | rows=[420] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E421 | value='58194' | fill=00000000 | rows=[420] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A422 | value='Bata India Limited- Kolkata' | fill=FFAAAAAA | rows=[421] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D422 | value='13820' | fill=00000000 | rows=[421] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E422 | value='13820' | fill=00000000 | rows=[421] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A423 | value='India' | fill=FFAAAAAA | rows=[422] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D423 | value='13820' | fill=00000000 | rows=[422] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E423 | value='13820' | fill=00000000 | rows=[422] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A424 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[423] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D424 | value='13820' | fill=00000000 | rows=[423] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E424 | value='13820' | fill=00000000 | rows=[423] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A425 | value='Diamond Footcare Udyog Private Limited' | fill=FFAAAAAA | rows=[424] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D425 | value='140964' | fill=00000000 | rows=[424] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E425 | value='140964' | fill=00000000 | rows=[424] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A426 | value='India' | fill=FFAAAAAA | rows=[425] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D426 | value='140964' | fill=00000000 | rows=[425] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E426 | value='140964' | fill=00000000 | rows=[425] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A427 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[426] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D427 | value='140964' | fill=00000000 | rows=[426] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E427 | value='140964' | fill=00000000 | rows=[426] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A428 | value='Euro Footwear Private Limited' | fill=FFAAAAAA | rows=[427] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D428 | value='570966' | fill=00000000 | rows=[427] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E428 | value='570966' | fill=00000000 | rows=[427] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A429 | value='India' | fill=FFAAAAAA | rows=[428] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D429 | value='570966' | fill=00000000 | rows=[428] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E429 | value='570966' | fill=00000000 | rows=[428] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A430 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[429] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D430 | value='570966' | fill=00000000 | rows=[429] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E430 | value='570966' | fill=00000000 | rows=[429] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A431 | value='Expo International' | fill=FFAAAAAA | rows=[430] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D431 | value='557640' | fill=00000000 | rows=[430] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E431 | value='557640' | fill=00000000 | rows=[430] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A432 | value='India' | fill=FFAAAAAA | rows=[431] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D432 | value='557640' | fill=00000000 | rows=[431] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E432 | value='557640' | fill=00000000 | rows=[431] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A433 | value='Die Cut' | fill=FFAAAAAA | rows=[432] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D433 | value='557640' | fill=00000000 | rows=[432] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E433 | value='557640' | fill=00000000 | rows=[432] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A434 | value='Gsb Footwear Private Limited' | fill=FFAAAAAA | rows=[433] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D434 | value='646901.8' | fill=00000000 | rows=[433] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E434 | value='646901.8' | fill=00000000 | rows=[433] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A435 | value='India' | fill=FFAAAAAA | rows=[434] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D435 | value='646901.8' | fill=00000000 | rows=[434] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E435 | value='646901.8' | fill=00000000 | rows=[434] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A436 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[435] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D436 | value='316240' | fill=00000000 | rows=[435] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E436 | value='316240' | fill=00000000 | rows=[435] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A437 | value='Die Cut' | fill=FFAAAAAA | rows=[436] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D437 | value='330661.8' | fill=00000000 | rows=[436] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E437 | value='330661.8' | fill=00000000 | rows=[436] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A438 | value='Gupta H.C.Overseas (I) Private Limited' | fill=FFAAAAAA | rows=[437] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D438 | value='377840' | fill=00000000 | rows=[437] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E438 | value='377840' | fill=00000000 | rows=[437] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A439 | value='India' | fill=FFAAAAAA | rows=[438] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D439 | value='377840' | fill=00000000 | rows=[438] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E439 | value='377840' | fill=00000000 | rows=[438] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A440 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[439] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D440 | value='377840' | fill=00000000 | rows=[439] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E440 | value='377840' | fill=00000000 | rows=[439] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A441 | value='KNS Trading Private Limited' | fill=FFAAAAAA | rows=[440] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D441 | value='891468.3' | fill=00000000 | rows=[440] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E441 | value='891468.3' | fill=00000000 | rows=[440] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A442 | value='India' | fill=FFAAAAAA | rows=[441] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D442 | value='891468.3' | fill=00000000 | rows=[441] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E442 | value='891468.3' | fill=00000000 | rows=[441] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A443 | value='Die Cut' | fill=FFAAAAAA | rows=[442] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D443 | value='168096' | fill=00000000 | rows=[442] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E443 | value='168096' | fill=00000000 | rows=[442] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A444 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[443] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D444 | value='723372.3' | fill=00000000 | rows=[443] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E444 | value='723372.3' | fill=00000000 | rows=[443] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A445 | value='Kaps Overseas' | fill=FFAAAAAA | rows=[444] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D445 | value='32200' | fill=00000000 | rows=[444] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E445 | value='32200' | fill=00000000 | rows=[444] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A446 | value='India' | fill=FFAAAAAA | rows=[445] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D446 | value='32200' | fill=00000000 | rows=[445] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E446 | value='32200' | fill=00000000 | rows=[445] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A447 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[446] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D447 | value='32200' | fill=00000000 | rows=[446] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E447 | value='32200' | fill=00000000 | rows=[446] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A448 | value='Lamba Footwear Industries' | fill=FFAAAAAA | rows=[447] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D448 | value='94255.2' | fill=00000000 | rows=[447] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E448 | value='94255.2' | fill=00000000 | rows=[447] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A449 | value='India' | fill=FFAAAAAA | rows=[448] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D449 | value='94255.2' | fill=00000000 | rows=[448] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E449 | value='94255.2' | fill=00000000 | rows=[448] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A450 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[449] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D450 | value='94255.2' | fill=00000000 | rows=[449] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E450 | value='94255.2' | fill=00000000 | rows=[449] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A451 | value='Leiner Shoes Private Limited' | fill=FFAAAAAA | rows=[450] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D451 | value='63546' | fill=00000000 | rows=[450] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E451 | value='63546' | fill=00000000 | rows=[450] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A452 | value='India' | fill=FFAAAAAA | rows=[451] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D452 | value='63546' | fill=00000000 | rows=[451] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E452 | value='63546' | fill=00000000 | rows=[451] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A453 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[452] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D453 | value='63546' | fill=00000000 | rows=[452] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E453 | value='63546' | fill=00000000 | rows=[452] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A454 | value='Leiner Shoes Private Limited,Noida' | fill=FFAAAAAA | rows=[453] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D454 | value='55173.6' | fill=00000000 | rows=[453] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E454 | value='55173.6' | fill=00000000 | rows=[453] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A455 | value='India' | fill=FFAAAAAA | rows=[454] | cols=[0] | col_header=False | row_header=False | metadata=False
