=== education-table13.xlsx ===
Cell A1 | value='Community Learning Participation by Narrow Age Band, Gender, Learners with Learning Difficulties and/ or Disabilities and Ethnicity (2015/16 to 2018/19)' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell T45 | value='1420' | fill=9 | rows=[44] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U45 | value='0.026' | fill=00000000 | rows=[44] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V45 | value='1250' | fill=9 | rows=[44] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W45 | value='0.026' | fill=00000000 | rows=[44] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X45 | value='1240' | fill=00000000 | rows=[44] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y45 | value='0.028' | fill=00000000 | rows=[44] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z45 | value='1150' | fill=00000000 | rows=[44] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA45 | value='0.026' | fill=00000000 | rows=[44] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB45 | value='940' | fill=9 | rows=[44] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC45 | value='0.024' | fill=00000000 | rows=[44] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD45 | value='860' | fill=9 | rows=[44] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE45 | value='0.026' | fill=00000000 | rows=[44] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF45 | value='710' | fill=00000000 | rows=[44] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG45 | value='0.025' | fill=00000000 | rows=[44] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH45 | value='740' | fill=00000000 | rows=[44] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI45 | value='0.029' | fill=00000000 | rows=[44] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ45 | value='1280' | fill=9 | rows=[44] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK45 | value='0.023' | fill=00000000 | rows=[44] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL45 | value='1160' | fill=9 | rows=[44] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM45 | value='0.023' | fill=00000000 | rows=[44] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN45 | value='1060' | fill=00000000 | rows=[44] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO45 | value='0.023' | fill=00000000 | rows=[44] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP45 | value='1080' | fill=00000000 | rows=[44] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ45 | value='0.024' | fill=00000000 | rows=[44] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell B46 | value='White' | fill=00000000 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='English/ Welsh/ Scottish/ Northern Irish/ British' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='395030' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='0.722' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='356510' | fill=9 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='0.694' | fill=00000000 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='333180' | fill=9 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I47 | value='0.685' | fill=00000000 | rows=[46] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J47 | value='323920' | fill=9 | rows=[46] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K47 | value='0.68' | fill=00000000 | rows=[46] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L47 | value='313260' | fill=9 | rows=[46] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M47 | value='0.753' | fill=00000000 | rows=[46] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N47 | value='285450' | fill=9 | rows=[46] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O47 | value='0.719' | fill=00000000 | rows=[46] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P47 | value='268670' | fill=9 | rows=[46] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q47 | value='0.703' | fill=00000000 | rows=[46] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R47 | value='260400' | fill=9 | rows=[46] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S47 | value='0.696' | fill=00000000 | rows=[46] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T47 | value='35040' | fill=9 | rows=[46] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U47 | value='0.636' | fill=00000000 | rows=[46] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V47 | value='31130' | fill=9 | rows=[46] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W47 | value='0.636' | fill=00000000 | rows=[46] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X47 | value='27430' | fill=9 | rows=[46] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y47 | value='0.621' | fill=00000000 | rows=[46] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z47 | value='28310' | fill=9 | rows=[46] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA47 | value='0.638' | fill=00000000 | rows=[46] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB47 | value='19880' | fill=9 | rows=[46] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC47 | value='0.507' | fill=00000000 | rows=[46] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD47 | value='14830' | fill=9 | rows=[46] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE47 | value='0.456' | fill=00000000 | rows=[46] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF47 | value='13080' | fill=9 | rows=[46] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG47 | value='0.47' | fill=00000000 | rows=[46] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH47 | value='12270' | fill=9 | rows=[46] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI47 | value='0.477' | fill=00000000 | rows=[46] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ47 | value='38100' | fill=9 | rows=[46] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK47 | value='0.676' | fill=00000000 | rows=[46] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL47 | value='33740' | fill=9 | rows=[46] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM47 | value='0.666' | fill=00000000 | rows=[46] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN47 | value='31090' | fill=9 | rows=[46] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO47 | value='0.678' | fill=00000000 | rows=[46] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP47 | value='30370' | fill=9 | rows=[46] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ47 | value='0.666' | fill=00000000 | rows=[46] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C48 | value='Gypsy or Irish Traveller' | fill=00000000 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='510' | fill=00000000 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='*' | fill=00000000 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='480' | fill=9 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='*' | fill=00000000 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='380' | fill=9 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='*' | fill=00000000 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='380' | fill=9 | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='*' | fill=00000000 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='310' | fill=9 | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M48 | value='*' | fill=00000000 | rows=[47] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N48 | value='270' | fill=9 | rows=[47] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O48 | value='*' | fill=00000000 | rows=[47] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P48 | value='230' | fill=9 | rows=[47] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q48 | value='*' | fill=00000000 | rows=[47] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R48 | value='210' | fill=9 | rows=[47] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S48 | value='*' | fill=00000000 | rows=[47] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T48 | value='80' | fill=9 | rows=[47] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U48 | value='*' | fill=00000000 | rows=[47] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V48 | value='90' | fill=9 | rows=[47] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W48 | value='*' | fill=00000000 | rows=[47] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X48 | value='60' | fill=9 | rows=[47] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y48 | value='*' | fill=00000000 | rows=[47] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z48 | value='80' | fill=9 | rows=[47] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA48 | value='*' | fill=00000000 | rows=[47] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB48 | value='70' | fill=9 | rows=[47] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC48 | value='*' | fill=00000000 | rows=[47] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD48 | value='80' | fill=9 | rows=[47] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE48 | value='*' | fill=00000000 | rows=[47] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF48 | value='30' | fill=9 | rows=[47] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG48 | value='*' | fill=00000000 | rows=[47] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH48 | value='40' | fill=9 | rows=[47] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI48 | value='*' | fill=00000000 | rows=[47] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ48 | value='80' | fill=9 | rows=[47] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK48 | value='*' | fill=00000000 | rows=[47] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL48 | value='60' | fill=9 | rows=[47] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM48 | value='*' | fill=00000000 | rows=[47] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN48 | value='60' | fill=9 | rows=[47] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO48 | value='*' | fill=00000000 | rows=[47] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP48 | value='70' | fill=9 | rows=[47] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ48 | value='*' | fill=00000000 | rows=[47] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C49 | value='Irish' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='4450' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='0.008' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='4510' | fill=9 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='0.009' | fill=00000000 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='4590' | fill=9 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='0.009' | fill=00000000 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='4400' | fill=9 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='0.009' | fill=00000000 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L49 | value='3630' | fill=9 | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M49 | value='0.009' | fill=00000000 | rows=[48] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N49 | value='3790' | fill=9 | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O49 | value='0.01' | fill=00000000 | rows=[48] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P49 | value='3890' | fill=9 | rows=[48] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q49 | value='0.01' | fill=00000000 | rows=[48] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R49 | value='3800' | fill=9 | rows=[48] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S49 | value='0.01' | fill=00000000 | rows=[48] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T49 | value='510' | fill=9 | rows=[48] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U49 | value='0.009' | fill=00000000 | rows=[48] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V49 | value='480' | fill=9 | rows=[48] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W49 | value='0.01' | fill=00000000 | rows=[48] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X49 | value='420' | fill=9 | rows=[48] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y49 | value='0.01' | fill=00000000 | rows=[48] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z49 | value='370' | fill=9 | rows=[48] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA49 | value='0.008' | fill=00000000 | rows=[48] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB49 | value='140' | fill=9 | rows=[48] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC49 | value='*' | fill=00000000 | rows=[48] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD49 | value='100' | fill=9 | rows=[48] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE49 | value='*' | fill=00000000 | rows=[48] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF49 | value='110' | fill=9 | rows=[48] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG49 | value='*' | fill=00000000 | rows=[48] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH49 | value='90' | fill=9 | rows=[48] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI49 | value='*' | fill=00000000 | rows=[48] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ49 | value='270' | fill=9 | rows=[48] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK49 | value='*' | fill=00000000 | rows=[48] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL49 | value='230' | fill=9 | rows=[48] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM49 | value='*' | fill=00000000 | rows=[48] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN49 | value='230' | fill=9 | rows=[48] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO49 | value='*' | fill=00000000 | rows=[48] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP49 | value='210' | fill=9 | rows=[48] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ49 | value='*' | fill=00000000 | rows=[48] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C50 | value='Any other White background' | fill=00000000 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='40140' | fill=00000000 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='0.073' | fill=00000000 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='39640' | fill=9 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='0.077' | fill=00000000 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='38280' | fill=9 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='0.079' | fill=00000000 | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='37210' | fill=9 | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K50 | value='0.078' | fill=00000000 | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L50 | value='29720' | fill=9 | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M50 | value='0.071' | fill=00000000 | rows=[49] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N50 | value='30130' | fill=9 | rows=[49] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O50 | value='0.076' | fill=00000000 | rows=[49] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P50 | value='30040' | fill=9 | rows=[49] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q50 | value='0.079' | fill=00000000 | rows=[49] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R50 | value='29460' | fill=9 | rows=[49] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S50 | value='0.079' | fill=00000000 | rows=[49] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T50 | value='3170' | fill=9 | rows=[49] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U50 | value='0.058' | fill=00000000 | rows=[49] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V50 | value='2920' | fill=9 | rows=[49] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W50 | value='0.06' | fill=00000000 | rows=[49] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X50 | value='2590' | fill=9 | rows=[49] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y50 | value='0.059' | fill=00000000 | rows=[49] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z50 | value='2640' | fill=9 | rows=[49] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA50 | value='0.059' | fill=00000000 | rows=[49] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB50 | value='4710' | fill=9 | rows=[49] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC50 | value='0.12' | fill=00000000 | rows=[49] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD50 | value='3980' | fill=9 | rows=[49] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE50 | value='0.122' | fill=00000000 | rows=[49] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF50 | value='3300' | fill=9 | rows=[49] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG50 | value='0.118' | fill=00000000 | rows=[49] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH50 | value='2920' | fill=9 | rows=[49] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI50 | value='0.114' | fill=00000000 | rows=[49] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ50 | value='4110' | fill=9 | rows=[49] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK50 | value='0.073' | fill=00000000 | rows=[49] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL50 | value='3870' | fill=9 | rows=[49] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM50 | value='0.076' | fill=00000000 | rows=[49] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN50 | value='3490' | fill=9 | rows=[49] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO50 | value='0.076' | fill=00000000 | rows=[49] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP50 | value='3360' | fill=9 | rows=[49] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ50 | value='0.074' | fill=00000000 | rows=[49] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C51 | value='Total White' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='440140' | fill=9 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='0.804' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F51 | value='401140' | fill=9 | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G51 | value='0.781' | fill=00000000 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='376420' | fill=9 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='0.774' | fill=00000000 | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='365920' | fill=9 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='0.769' | fill=00000000 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L51 | value='346920' | fill=9 | rows=[50] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M51 | value='0.834' | fill=00000000 | rows=[50] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N51 | value='319640' | fill=9 | rows=[50] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O51 | value='0.805' | fill=00000000 | rows=[50] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P51 | value='302830' | fill=9 | rows=[50] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q51 | value='0.793' | fill=00000000 | rows=[50] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R51 | value='293870' | fill=9 | rows=[50] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S51 | value='0.785' | fill=00000000 | rows=[50] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T51 | value='38800' | fill=9 | rows=[50] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U51 | value='0.704' | fill=00000000 | rows=[50] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V51 | value='34620' | fill=9 | rows=[50] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W51 | value='0.707' | fill=00000000 | rows=[50] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X51 | value='30510' | fill=9 | rows=[50] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y51 | value='0.691' | fill=00000000 | rows=[50] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z51 | value='31400' | fill=9 | rows=[50] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA51 | value='0.708' | fill=00000000 | rows=[50] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB51 | value='24800' | fill=9 | rows=[50] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC51 | value='0.633' | fill=00000000 | rows=[50] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD51 | value='18990' | fill=9 | rows=[50] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE51 | value='0.584' | fill=00000000 | rows=[50] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF51 | value='16530' | fill=9 | rows=[50] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG51 | value='0.593' | fill=00000000 | rows=[50] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH51 | value='15310' | fill=9 | rows=[50] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI51 | value='0.596' | fill=00000000 | rows=[50] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ51 | value='42550' | fill=9 | rows=[50] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK51 | value='0.755' | fill=00000000 | rows=[50] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL51 | value='37900' | fill=9 | rows=[50] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM51 | value='0.748' | fill=00000000 | rows=[50] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN51 | value='34870' | fill=9 | rows=[50] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO51 | value='0.76' | fill=00000000 | rows=[50] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP51 | value='34000' | fill=9 | rows=[50] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ51 | value='0.746' | fill=00000000 | rows=[50] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell B52 | value='Other Ethnic Group' | fill=00000000 | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='Arab' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D53 | value='4790' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='0.009' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='5890' | fill=9 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='0.011' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='6470' | fill=9 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I53 | value='0.013' | fill=00000000 | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J53 | value='7060' | fill=9 | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K53 | value='0.015' | fill=00000000 | rows=[52] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L53 | value='3190' | fill=9 | rows=[52] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M53 | value='0.008' | fill=00000000 | rows=[52] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N53 | value='4160' | fill=9 | rows=[52] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O53 | value='0.01' | fill=00000000 | rows=[52] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P53 | value='4760' | fill=9 | rows=[52] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q53 | value='0.012' | fill=00000000 | rows=[52] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R53 | value='5090' | fill=9 | rows=[52] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S53 | value='0.014' | fill=00000000 | rows=[52] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T53 | value='640' | fill=9 | rows=[52] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U53 | value='0.012' | fill=00000000 | rows=[52] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V53 | value='820' | fill=9 | rows=[52] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W53 | value='0.017' | fill=00000000 | rows=[52] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X53 | value='730' | fill=9 | rows=[52] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y53 | value='0.017' | fill=00000000 | rows=[52] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z53 | value='940' | fill=9 | rows=[52] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA53 | value='0.021' | fill=00000000 | rows=[52] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB53 | value='810' | fill=9 | rows=[52] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC53 | value='0.021' | fill=00000000 | rows=[52] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD53 | value='830' | fill=9 | rows=[52] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE53 | value='0.025' | fill=00000000 | rows=[52] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF53 | value='770' | fill=9 | rows=[52] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG53 | value='0.028' | fill=00000000 | rows=[52] | cols=[32] | col_header=False | row_header=False | metadata=False
