=== education-table15.xlsx ===
Cell A1 | value='Name' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell A163 | value='Miller' | fill=00000000 | rows=[162] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B163 | value='86' | fill=00000000 | rows=[162] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C163 | value='62' | fill=00000000 | rows=[162] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D163 | value='48' | fill=00000000 | rows=[162] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E163 | value='55' | fill=00000000 | rows=[162] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A164 | value='Taylor' | fill=00000000 | rows=[163] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B164 | value='61' | fill=00000000 | rows=[163] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C164 | value='33' | fill=00000000 | rows=[163] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D164 | value='79' | fill=00000000 | rows=[163] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E164 | value='84' | fill=00000000 | rows=[163] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A165 | value='Brown' | fill=00000000 | rows=[164] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B165 | value='39' | fill=00000000 | rows=[164] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C165 | value='66' | fill=00000000 | rows=[164] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D165 | value='61' | fill=00000000 | rows=[164] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E165 | value='48' | fill=00000000 | rows=[164] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A166 | value='Miller' | fill=00000000 | rows=[165] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B166 | value='39' | fill=00000000 | rows=[165] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C166 | value='86' | fill=00000000 | rows=[165] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D166 | value='84' | fill=00000000 | rows=[165] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E166 | value='70' | fill=00000000 | rows=[165] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A167 | value='Wilson' | fill=00000000 | rows=[166] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B167 | value='20' | fill=00000000 | rows=[166] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C167 | value='69' | fill=00000000 | rows=[166] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D167 | value='82' | fill=00000000 | rows=[166] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E167 | value='51' | fill=00000000 | rows=[166] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A168 | value='Jones' | fill=00000000 | rows=[167] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B168 | value='37' | fill=00000000 | rows=[167] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C168 | value='58' | fill=00000000 | rows=[167] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D168 | value='24' | fill=00000000 | rows=[167] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E168 | value='96' | fill=00000000 | rows=[167] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A169 | value='Moore' | fill=00000000 | rows=[168] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B169 | value='83' | fill=00000000 | rows=[168] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C169 | value='86' | fill=00000000 | rows=[168] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D169 | value='52' | fill=00000000 | rows=[168] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E169 | value='21' | fill=00000000 | rows=[168] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A170 | value='Thomas' | fill=00000000 | rows=[169] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B170 | value='36' | fill=00000000 | rows=[169] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C170 | value='29' | fill=00000000 | rows=[169] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D170 | value='64' | fill=00000000 | rows=[169] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E170 | value='84' | fill=00000000 | rows=[169] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A171 | value='Miller' | fill=00000000 | rows=[170] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B171 | value='86' | fill=00000000 | rows=[170] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C171 | value='62' | fill=00000000 | rows=[170] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D171 | value='48' | fill=00000000 | rows=[170] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E171 | value='8' | fill=00000000 | rows=[170] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A172 | value='Taylor' | fill=00000000 | rows=[171] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B172 | value='61' | fill=00000000 | rows=[171] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C172 | value='33' | fill=00000000 | rows=[171] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D172 | value='79' | fill=00000000 | rows=[171] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E172 | value='5' | fill=00000000 | rows=[171] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A173 | value='Brown' | fill=00000000 | rows=[172] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B173 | value='39' | fill=00000000 | rows=[172] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C173 | value='66' | fill=00000000 | rows=[172] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D173 | value='61' | fill=00000000 | rows=[172] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E173 | value='1' | fill=00000000 | rows=[172] | cols=[4] | col_header=False | row_header=False | metadata=False

