=== economy-table98.xlsx ===
Cell A1 | value='Return to contents' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell BC13 | value='0.03' | fill=FFFFFFFF | rows=[12] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD13 | value='0.31' | fill=FFFFFFFF | rows=[12] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE13 | value='0.02' | fill=FFFFFFFF | rows=[12] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF13 | value='0.16' | fill=FFFFFFFF | rows=[12] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell B14 | value='B1 D1 F1 L1 U1 V1 A2 B2 C2 L2 B3' | fill=FFFFFFFF | rows=[13] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C14 | value='B1' | fill=FFFFFFFF | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='A1' | fill=FFFFFFFF | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='E1 F1 L1' | fill=FFFFFFFF | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='E1 F1 I1 K1 M1' | fill=FFFFFFFF | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='C1 D1 L1' | fill=FFFFFFFF | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='C1 D1 H1 I1 J1 L1' | fill=FFFFFFFF | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='L1' | fill=FFFFFFFF | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='F1 L1' | fill=FFFFFFFF | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='D1 F1 L1' | fill=FFFFFFFF | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='F1 L1' | fill=FFFFFFFF | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='D1 L1' | fill=FFFFFFFF | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='C1 E1 F1 G1 H1 I1 J1 K1 M1' | fill=FFFFFFFF | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='D1 L1' | fill=FFFFFFFF | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='A2 B2 C2 R2 B3' | fill=FFFFFFFF | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='A2 B2 C2 R2 B3' | fill=FFFFFFFF | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='A2 B2 C2 R2 B3' | fill=FFFFFFFF | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell T14 | value='B3' | fill=FFFFFFFF | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='U1 V1 F2 L2 Q2 V2 Z2 B3 D3' | fill=FFFFFFFF | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V14 | value='A2 B2 C2 R2 T2 B3' | fill=FFFFFFFF | rows=[13] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W14 | value='S1 X1 Z1 A2 B2 C2 D2 J2 K2 M2 P2 R2 S2 T2 X2 A3 C3' | fill=FFFFFFFF | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X14 | value='S1 X1 Z1 A2 B2 C2 D2 J2 K2 M2 P2 R2 S2 T2 X2 A3 C3' | fill=FFFFFFFF | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y14 | value='B3' | fill=FFFFFFFF | rows=[13] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z14 | value='U1 V1 B3' | fill=FFFFFFFF | rows=[13] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA14 | value='B3' | fill=FFFFFFFF | rows=[13] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB14 | value='U1 V1 L2 B3' | fill=FFFFFFFF | rows=[13] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC14 | value='N1 O1 P1 T1 U1 V1 L2 Q2 V2 Z2 B3 D3' | fill=FFFFFFFF | rows=[13] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD14 | value='N1 O1 P1 T1 U1 V1 F2 H2 L2 Q2 V2 Z2 B3 D3' | fill=FFFFFFFF | rows=[13] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE14 | value='N1 O1 P1 T1 U1 V1 F2 H2 L2 Q2 V2 Z2 B3 D3' | fill=FFFFFFFF | rows=[13] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF14 | value='U1 V1 L2 Q2 V2 B3 D3' | fill=FFFFFFFF | rows=[13] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG14 | value='B3' | fill=FFFFFFFF | rows=[13] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH14 | value='S1 B2 C2 R2' | fill=FFFFFFFF | rows=[13] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI14 | value='B3' | fill=FFFFFFFF | rows=[13] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ14 | value='B2 C2 B3' | fill=FFFFFFFF | rows=[13] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL14 | value='U1 V1 L2 B3' | fill=FFFFFFFF | rows=[13] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM14 | value='U1 V1 L2 B3 D3' | fill=FFFFFFFF | rows=[13] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN14 | value='S1 Z1 A2 B2 C2 D2 J2 K2 R2 T2 B3 C3' | fill=FFFFFFFF | rows=[13] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO14 | value='U1 V1 B3' | fill=FFFFFFFF | rows=[13] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR14 | value='U1 V1 B3' | fill=FFFFFFFF | rows=[13] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS14 | value='S1 A2 B2 C2 D2 R2 T2 X2' | fill=FFFFFFFF | rows=[13] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT14 | value='N1 O1 P1 T1 U1 V1 F2 L2 Q2 V2 Z2 B3 D3' | fill=FFFFFFFF | rows=[13] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU14 | value='U1 V1 B3 D3' | fill=FFFFFFFF | rows=[13] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV14 | value='T1 U1 V1 L2 Q2 Z2 B3 D3' | fill=FFFFFFFF | rows=[13] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX14 | value='S1 A2 B2 C2 D2 R2 X2' | fill=FFFFFFFF | rows=[13] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY14 | value='B3' | fill=FFFFFFFF | rows=[13] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ14 | value='U1 V1 Q2 V2 B3 D3' | fill=FFFFFFFF | rows=[13] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BB14 | value='S1 A2 B2 C2 R2 T2' | fill=FFFFFFFF | rows=[13] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC14 | value='U1 V1 B3' | fill=FFFFFFFF | rows=[13] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD14 | value='N1 O1 P1 R1 S1 T1 W1 X1 Y1 Z1 A2 B2 C2 D2 E2 G2 H2 J2 K2 L2 M2 P2 R2 S2 T2 W2 X2 A3 C3' | fill=FFFFFFFF | rows=[13] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE14 | value='U1 V1 L2 B3' | fill=FFFFFFFF | rows=[13] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF14 | value='S1 A2 B2 C2 D2 K2 R2 S2 T2 X2' | fill=FFFFFFFF | rows=[13] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell A15 | value='Auto-renewal where the money is automatically taken from your account' | fill=FFFFFFFF | rows=[14, 15] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B15 | value='0.05' | fill=FFFFFFFF | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C15 | value='0.03' | fill=FFFFFFFF | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='0.06' | fill=FFFFFFFF | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='0.04' | fill=FFFFFFFF | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='0.01' | fill=FFFFFFFF | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='0.02' | fill=FFFFFFFF | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='0.09' | fill=FFFFFFFF | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='0.12' | fill=FFFFFFFF | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='0.02' | fill=FFFFFFFF | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='0.11' | fill=FFFFFFFF | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='0' | fill=FFFFFFFF | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='0.07' | fill=FFFFFFFF | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='0.02' | fill=FFFFFFFF | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='0.01' | fill=FFFFFFFF | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='0.01' | fill=FFFFFFFF | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q15 | value='0.01' | fill=FFFFFFFF | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R15 | value='0' | fill=FFFFFFFF | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S15 | value='0.03' | fill=FFFFFFFF | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T15 | value='0.24' | fill=FFFFFFFF | rows=[14] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U15 | value='0' | fill=FFFFFFFF | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell W15 | value='0.03' | fill=FFFFFFFF | rows=[14] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X15 | value='0' | fill=FFFFFFFF | rows=[14] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell AA15 | value='0.02' | fill=FFFFFFFF | rows=[14] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB15 | value='0.02' | fill=FFFFFFFF | rows=[14] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC15 | value='0.17' | fill=FFFFFFFF | rows=[14] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD15 | value='0.07' | fill=FFFFFFFF | rows=[14] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE15 | value='0.17' | fill=FFFFFFFF | rows=[14] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF15 | value='0.17' | fill=FFFFFFFF | rows=[14] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG15 | value='0.11' | fill=FFFFFFFF | rows=[14] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH15 | value='0.01' | fill=FFFFFFFF | rows=[14] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI15 | value='0.03' | fill=FFFFFFFF | rows=[14] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ15 | value='0' | fill=FFFFFFFF | rows=[14] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL15 | value='0.03' | fill=FFFFFFFF | rows=[14] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM15 | value='0.1' | fill=FFFFFFFF | rows=[14] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN15 | value='0.2' | fill=FFFFFFFF | rows=[14] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO15 | value='0.01' | fill=FFFFFFFF | rows=[14] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR15 | value='0' | fill=FFFFFFFF | rows=[14] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AT15 | value='0.02' | fill=FFFFFFFF | rows=[14] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU15 | value='0.12' | fill=FFFFFFFF | rows=[14] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV15 | value='0.03' | fill=FFFFFFFF | rows=[14] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX15 | value='0.08' | fill=FFFFFFFF | rows=[14] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY15 | value='0.03' | fill=FFFFFFFF | rows=[14] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ15 | value='0.01' | fill=FFFFFFFF | rows=[14] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA15 | value='0' | fill=FFFFFFFF | rows=[14] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BD15 | value='0' | fill=FFFFFFFF | rows=[14] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE15 | value='0.16' | fill=FFFFFFFF | rows=[14] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF15 | value='0' | fill=FFFFFFFF | rows=[14] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell B16 | value='D1 F1 G1 I1 R1 T1 A2 C2 D2 L2 C3' | fill=FFFFFFFF | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C16 | value='B1' | fill=FFFFFFFF | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='A1' | fill=FFFFFFFF | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='F1 G1 I1' | fill=FFFFFFFF | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='F1 G1 I1 K1' | fill=FFFFFFFF | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='F1 G1 I1 K1' | fill=FFFFFFFF | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='C1 D1 E1 H1 J1 L1' | fill=FFFFFFFF | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='C1 D1 E1 H1 J1 L1' | fill=FFFFFFFF | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='F1 G1 I1' | fill=FFFFFFFF | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='C1 D1 E1 H1 J1 L1 M1' | fill=FFFFFFFF | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='F1 G1 I1 K1' | fill=FFFFFFFF | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='D1 E1 J1' | fill=FFFFFFFF | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='F1 G1 I1' | fill=FFFFFFFF | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='I1' | fill=FFFFFFFF | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='R1 A2 B2 C2 D2 E2 K2 L2 S2 V2 C3' | fill=FFFFFFFF | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='R1 A2 B2 C2 D2 E2 K2 L2 S2 V2 C3' | fill=FFFFFFFF | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='R1 A2 C2 D2 K2 L2 S2 V2 C3' | fill=FFFFFFFF | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell T16 | value='N1 O1 P1 S1 T1 U1 V1 X1 Z1 H2 J2 Q2 R2 Z2 B3' | fill=FFFFFFFF | rows=[15] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U16 | value='R1 A2 C2 D2 L2 V2 C3' | fill=FFFFFFFF | rows=[15] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V16 | value='R1 U1 A2 B2 C2 D2 E2 G2 J2 K2 L2 S2 T2 V2 W2 C3' | fill=FFFFFFFF | rows=[15] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W16 | value='R1 T1 A2 C2 D2 L2 C3' | fill=FFFFFFFF | rows=[15] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X16 | value='R1 A2 C2 D2 K2 L2 S2 V2 C3' | fill=FFFFFFFF | rows=[15] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Z16 | value='R1 A2 C2 D2 K2 L2 S2 V2 C3' | fill=FFFFFFFF | rows=[15] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA16 | value='A2 C2 D2 L2 C3' | fill=FFFFFFFF | rows=[15] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB16 | value='R1 A2 C2 D2 L2 S2 C3' | fill=FFFFFFFF | rows=[15] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC16 | value='N1 O1 P1 S1 T1 U1 V1 X1 Y1 Z1 B2 H2 J2 M2 P2 Q2 R2 T2 Z2 A3 B3' | fill=FFFFFFFF | rows=[15] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD16 | value='N1 O1 T1 A2 C2 L2 C3' | fill=FFFFFFFF | rows=[15] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE16 | value='N1 O1 P1 S1 T1 U1 V1 X1 Y1 Z1 B2 H2 J2 P2 Q2 R2 T2 Z2 A3 B3' | fill=FFFFFFFF | rows=[15] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF16 | value='N1 O1 P1 S1 T1 U1 V1 X1 Y1 Z1 H2 J2 P2 Q2 R2 Z2 A3 B3' | fill=FFFFFFFF | rows=[15] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG16 | value='N1 O1 T1' | fill=FFFFFFFF | rows=[15] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH16 | value='L2' | fill=FFFFFFFF | rows=[15] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI16 | value='T1 L2' | fill=FFFFFFFF | rows=[15] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ16 | value='R1 A2 C2 D2 K2 L2 S2 V2 C3' | fill=FFFFFFFF | rows=[15] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL16 | value='R1 T1 A2 C2 D2 L2 C3' | fill=FFFFFFFF | rows=[15] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM16 | value='N1 O1 P1 T1 V1 X1 H2 Q2 Z2 B3' | fill=FFFFFFFF | rows=[15] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN16 | value='N1 O1 P1 S1 T1 U1 V1 X1 Y1 Z1 B2 F2 G2 H2 J2 M2 P2 Q2 R2 T2 X2 Z2 A3 B3' | fill=FFFFFFFF | rows=[15] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO16 | value='A2 L2' | fill=FFFFFFFF | rows=[15] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR16 | value='A2 C2 D2 L2 C3' | fill=FFFFFFFF | rows=[15] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS16 | value='R1 A2 C2 D2 K2 L2 S2 V2 C3' | fill=FFFFFFFF | rows=[15] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT16 | value='R1 A2 C2 D2 L2 C3' | fill=FFFFFFFF | rows=[15] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU16 | value='N1 O1 P1 T1 V1 X1 Z1 H2 Q2 Z2 B3' | fill=FFFFFFFF | rows=[15] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV16 | value='T1 A2 C2 L2 C3' | fill=FFFFFFFF | rows=[15] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX16 | value='N1 O1 P1 S1 T1 V1 X1 H2 Q2 Z2 B3' | fill=FFFFFFFF | rows=[15] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY16 | value='T1' | fill=FFFFFFFF | rows=[15] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ16 | value='L2 C3' | fill=FFFFFFFF | rows=[15] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BB16 | value='R1 A2 C2 D2 K2 L2 S2 V2 C3' | fill=FFFFFFFF | rows=[15] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC16 | value='A2 C2 D2 L2 C3' | fill=FFFFFFFF | rows=[15] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD16 | value='R1 A2 C2 D2 K2 L2 S2 V2 C3' | fill=FFFFFFFF | rows=[15] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE16 | value='N1 O1 P1 S1 T1 U1 V1 X1 Y1 Z1 B2 H2 J2 P2 Q2 R2 T2 X2 Z2 A3 B3' | fill=FFFFFFFF | rows=[15] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell A17 | value='Online, from a website where private individuals sell to each other, such as eBay or Airbnb' | fill=FFFFFFFF | rows=[16, 17] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B17 | value='0.03' | fill=FFFFFFFF | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C17 | value='0.05' | fill=FFFFFFFF | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='0.01' | fill=FFFFFFFF | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='0.04' | fill=FFFFFFFF | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='0.08' | fill=FFFFFFFF | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='0.04' | fill=FFFFFFFF | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='0.01' | fill=FFFFFFFF | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='0.02' | fill=FFFFFFFF | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='0.02' | fill=FFFFFFFF | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='0.01' | fill=FFFFFFFF | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='0.04' | fill=FFFFFFFF | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='0.01' | fill=FFFFFFFF | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='0.01' | fill=FFFFFFFF | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O17 | value='0' | fill=FFFFFFFF | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P17 | value='0' | fill=FFFFFFFF | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q17 | value='0.05' | fill=FFFFFFFF | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R17 | value='0.06' | fill=FFFFFFFF | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S17 | value='0.37' | fill=FFFFFFFF | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T17 | value='0' | fill=FFFFFFFF | rows=[16] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell V17 | value='0.08' | fill=FFFFFFFF | rows=[16] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W17 | value='0.08' | fill=FFFFFFFF | rows=[16] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X17 | value='0.13' | fill=FFFFFFFF | rows=[16] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Z17 | value='0.14' | fill=FFFFFFFF | rows=[16] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA17 | value='0.02' | fill=FFFFFFFF | rows=[16] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB17 | value='0' | fill=FFFFFFFF | rows=[16] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC17 | value='0.01' | fill=FFFFFFFF | rows=[16] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD17 | value='0.01' | fill=FFFFFFFF | rows=[16] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE17 | value='0.01' | fill=FFFFFFFF | rows=[16] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AG17 | value='0.02' | fill=FFFFFFFF | rows=[16] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AI17 | value='0.03' | fill=FFFFFFFF | rows=[16] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ17 | value='0.01' | fill=FFFFFFFF | rows=[16] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL17 | value='0.02' | fill=FFFFFFFF | rows=[16] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM17 | value='0' | fill=FFFFFFFF | rows=[16] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AO17 | value='0.01' | fill=FFFFFFFF | rows=[16] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR17 | value='0.06' | fill=FFFFFFFF | rows=[16] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AT17 | value='0.02' | fill=FFFFFFFF | rows=[16] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AV17 | value='0.01' | fill=FFFFFFFF | rows=[16] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX17 | value='0.06' | fill=FFFFFFFF | rows=[16] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell BB17 | value='0.04' | fill=FFFFFFFF | rows=[16] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BD17 | value='0.01' | fill=FFFFFFFF | rows=[16] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE17 | value='0' | fill=FFFFFFFF | rows=[16] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell B18 | value='B1 D1 F1 Q1 T1 U1 V1 X1' | fill=FFFFFFFF | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C18 | value='B1' | fill=FFFFFFFF | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='A1' | fill=FFFFFFFF | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='F1' | fill=FFFFFFFF | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='F1 I1 L1' | fill=FFFFFFFF | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='F1' | fill=FFFFFFFF | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='C1 D1 E1 J1' | fill=FFFFFFFF | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K18 | value='D1' | fill=FFFFFFFF | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='F1' | fill=FFFFFFFF | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N18 | value='D1' | fill=FFFFFFFF | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell P18 | value='P1 Q1 T1 U1 V1 X1 P2' | fill=FFFFFFFF | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q18 | value='Q1 B2' | fill=FFFFFFFF | rows=[17] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R18 | value='N1 Q1 Z1 B2 C2 L2' | fill=FFFFFFFF | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
