=== employment-table11.xlsx ===
Cell A1 | value='HOUSEHOLD DATA
ANNUAL AVERAGES
11. Employed persons by detailed occupation, sex, race, and Hispanic or Latino ethnicity' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=True | row_header=True | metadata=True
Cell G450 | value='–' | fill=00000000 | rows=[449] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A451 | value='Roofers' | fill=00000000 | rows=[450] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B451 | value='235' | fill=00000000 | rows=[450] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C451 | value='4.4' | fill=00000000 | rows=[450] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D451 | value='88.5' | fill=00000000 | rows=[450] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E451 | value='5.5' | fill=00000000 | rows=[450] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F451 | value='0.5' | fill=00000000 | rows=[450] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G451 | value='63.1' | fill=00000000 | rows=[450] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A452 | value='Sheet metal workers' | fill=00000000 | rows=[451] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B452 | value='127' | fill=00000000 | rows=[451] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C452 | value='6.5' | fill=00000000 | rows=[451] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D452 | value='85.5' | fill=00000000 | rows=[451] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E452 | value='9.9' | fill=00000000 | rows=[451] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F452 | value='1.5' | fill=00000000 | rows=[451] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G452 | value='16.9' | fill=00000000 | rows=[451] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A453 | value='Structural iron and steel workers' | fill=00000000 | rows=[452] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B453 | value='42' | fill=00000000 | rows=[452] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C453 | value='–' | fill=00000000 | rows=[452] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D453 | value='–' | fill=00000000 | rows=[452] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E453 | value='–' | fill=00000000 | rows=[452] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F453 | value='–' | fill=00000000 | rows=[452] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G453 | value='–' | fill=00000000 | rows=[452] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A454 | value='Solar photovoltaic installers' | fill=00000000 | rows=[453] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B454 | value='20' | fill=00000000 | rows=[453] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C454 | value='–' | fill=00000000 | rows=[453] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D454 | value='–' | fill=00000000 | rows=[453] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E454 | value='–' | fill=00000000 | rows=[453] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F454 | value='–' | fill=00000000 | rows=[453] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G454 | value='–' | fill=00000000 | rows=[453] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A455 | value='Helpers, construction trades' | fill=00000000 | rows=[454] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B455 | value='64' | fill=00000000 | rows=[454] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C455 | value='6.2' | fill=00000000 | rows=[454] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D455 | value='88.4' | fill=00000000 | rows=[454] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E455 | value='5.3' | fill=00000000 | rows=[454] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F455 | value='1.3' | fill=00000000 | rows=[454] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G455 | value='51.8' | fill=00000000 | rows=[454] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A456 | value='Construction and building inspectors' | fill=00000000 | rows=[455] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B456 | value='115' | fill=00000000 | rows=[455] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C456 | value='10.5' | fill=00000000 | rows=[455] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D456 | value='80.9' | fill=00000000 | rows=[455] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E456 | value='9.4' | fill=00000000 | rows=[455] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F456 | value='5.4' | fill=00000000 | rows=[455] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G456 | value='20.6' | fill=00000000 | rows=[455] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A457 | value='Elevator and escalator installers and repairers' | fill=00000000 | rows=[456] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B457 | value='46' | fill=00000000 | rows=[456] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C457 | value='–' | fill=00000000 | rows=[456] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D457 | value='–' | fill=00000000 | rows=[456] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E457 | value='–' | fill=00000000 | rows=[456] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F457 | value='–' | fill=00000000 | rows=[456] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G457 | value='–' | fill=00000000 | rows=[456] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A458 | value='Fence erectors' | fill=00000000 | rows=[457] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B458 | value='40' | fill=00000000 | rows=[457] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C458 | value='–' | fill=00000000 | rows=[457] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D458 | value='–' | fill=00000000 | rows=[457] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E458 | value='–' | fill=00000000 | rows=[457] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F458 | value='–' | fill=00000000 | rows=[457] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G458 | value='–' | fill=00000000 | rows=[457] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A459 | value='Hazardous materials removal workers' | fill=00000000 | rows=[458] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B459 | value='25' | fill=00000000 | rows=[458] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C459 | value='–' | fill=00000000 | rows=[458] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D459 | value='–' | fill=00000000 | rows=[458] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E459 | value='–' | fill=00000000 | rows=[458] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F459 | value='–' | fill=00000000 | rows=[458] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G459 | value='–' | fill=00000000 | rows=[458] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A460 | value='Highway maintenance workers' | fill=00000000 | rows=[459] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B460 | value='93' | fill=00000000 | rows=[459] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C460 | value='2.2' | fill=00000000 | rows=[459] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D460 | value='84.3' | fill=00000000 | rows=[459] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E460 | value='11' | fill=00000000 | rows=[459] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F460 | value='2.6' | fill=00000000 | rows=[459] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G460 | value='20.8' | fill=00000000 | rows=[459] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A461 | value='Rail-track laying and maintenance equipment operators' | fill=00000000 | rows=[460] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B461 | value='22' | fill=00000000 | rows=[460] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C461 | value='–' | fill=00000000 | rows=[460] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D461 | value='–' | fill=00000000 | rows=[460] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E461 | value='–' | fill=00000000 | rows=[460] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F461 | value='–' | fill=00000000 | rows=[460] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G461 | value='–' | fill=00000000 | rows=[460] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A462 | value='Septic tank servicers and sewer pipe cleaners' | fill=00000000 | rows=[461] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B462 | value='7' | fill=00000000 | rows=[461] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C462 | value='–' | fill=00000000 | rows=[461] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D462 | value='–' | fill=00000000 | rows=[461] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E462 | value='–' | fill=00000000 | rows=[461] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F462 | value='–' | fill=00000000 | rows=[461] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G462 | value='–' | fill=00000000 | rows=[461] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A463 | value='Miscellaneous construction and related workers' | fill=00000000 | rows=[462] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B463 | value='65' | fill=00000000 | rows=[462] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C463 | value='7.5' | fill=00000000 | rows=[462] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D463 | value='94.9' | fill=00000000 | rows=[462] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E463 | value='4.1' | fill=00000000 | rows=[462] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F463 | value='0' | fill=00000000 | rows=[462] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G463 | value='42.4' | fill=00000000 | rows=[462] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A464 | value='Derrick, rotary drill, and service unit operators, oil and gas' | fill=00000000 | rows=[463] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B464 | value='24' | fill=00000000 | rows=[463] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C464 | value='–' | fill=00000000 | rows=[463] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D464 | value='–' | fill=00000000 | rows=[463] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E464 | value='–' | fill=00000000 | rows=[463] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F464 | value='–' | fill=00000000 | rows=[463] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G464 | value='–' | fill=00000000 | rows=[463] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A465 | value='Excavating and loading machine and dragline operators, surface mining' | fill=00000000 | rows=[464] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B465 | value='10' | fill=00000000 | rows=[464] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C465 | value='–' | fill=00000000 | rows=[464] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D465 | value='–' | fill=00000000 | rows=[464] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E465 | value='–' | fill=00000000 | rows=[464] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F465 | value='–' | fill=00000000 | rows=[464] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G465 | value='–' | fill=00000000 | rows=[464] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A466 | value='Earth drillers, except oil and gas' | fill=00000000 | rows=[465] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B466 | value='25' | fill=00000000 | rows=[465] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C466 | value='–' | fill=00000000 | rows=[465] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D466 | value='–' | fill=00000000 | rows=[465] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E466 | value='–' | fill=00000000 | rows=[465] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F466 | value='–' | fill=00000000 | rows=[465] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G466 | value='–' | fill=00000000 | rows=[465] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A467 | value='Explosives workers, ordnance handling experts, and blasters' | fill=00000000 | rows=[466] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B467 | value='8' | fill=00000000 | rows=[466] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C467 | value='–' | fill=00000000 | rows=[466] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D467 | value='–' | fill=00000000 | rows=[466] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E467 | value='–' | fill=00000000 | rows=[466] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F467 | value='–' | fill=00000000 | rows=[466] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G467 | value='–' | fill=00000000 | rows=[466] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A468 | value='Underground mining machine operators' | fill=00000000 | rows=[467] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B468 | value='38' | fill=00000000 | rows=[467] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C468 | value='–' | fill=00000000 | rows=[467] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D468 | value='–' | fill=00000000 | rows=[467] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E468 | value='–' | fill=00000000 | rows=[467] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F468 | value='–' | fill=00000000 | rows=[467] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G468 | value='–' | fill=00000000 | rows=[467] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A469 | value='Roustabouts, oil and gas' | fill=00000000 | rows=[468] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B469 | value='8' | fill=00000000 | rows=[468] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C469 | value='–' | fill=00000000 | rows=[468] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D469 | value='–' | fill=00000000 | rows=[468] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E469 | value='–' | fill=00000000 | rows=[468] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F469 | value='–' | fill=00000000 | rows=[468] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G469 | value='–' | fill=00000000 | rows=[468] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A470 | value='Other extraction workers' | fill=00000000 | rows=[469] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B470 | value='47' | fill=00000000 | rows=[469] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C470 | value='–' | fill=00000000 | rows=[469] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D470 | value='–' | fill=00000000 | rows=[469] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E470 | value='–' | fill=00000000 | rows=[469] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F470 | value='–' | fill=00000000 | rows=[469] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G470 | value='–' | fill=00000000 | rows=[469] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A471 | value='Installation, maintenance, and repair occupations' | fill=00000000 | rows=[470] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B471 | value='4881' | fill=00000000 | rows=[470] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C471 | value='4.1' | fill=00000000 | rows=[470] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D471 | value='84' | fill=00000000 | rows=[470] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E471 | value='9.4' | fill=00000000 | rows=[470] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F471 | value='2.9' | fill=00000000 | rows=[470] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G471 | value='21.6' | fill=00000000 | rows=[470] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A472 | value='First-line supervisors of mechanics, installers, and repairers' | fill=00000000 | rows=[471] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B472 | value='239' | fill=00000000 | rows=[471] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C472 | value='7.1' | fill=00000000 | rows=[471] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D472 | value='90.3' | fill=00000000 | rows=[471] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E472 | value='5.6' | fill=00000000 | rows=[471] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F472 | value='1.8' | fill=00000000 | rows=[471] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G472 | value='15.2' | fill=00000000 | rows=[471] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A473 | value='Computer, automated teller, and office machine repairers' | fill=00000000 | rows=[472] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B473 | value='134' | fill=00000000 | rows=[472] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C473 | value='13.8' | fill=00000000 | rows=[472] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D473 | value='71.5' | fill=00000000 | rows=[472] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E473 | value='14.7' | fill=00000000 | rows=[472] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F473 | value='10.8' | fill=00000000 | rows=[472] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G473 | value='9.3' | fill=00000000 | rows=[472] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A474 | value='Radio and telecommunications equipment installers and repairers' | fill=00000000 | rows=[473] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B474 | value='116' | fill=00000000 | rows=[473] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C474 | value='5.9' | fill=00000000 | rows=[473] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D474 | value='82.6' | fill=00000000 | rows=[473] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E474 | value='11.5' | fill=00000000 | rows=[473] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F474 | value='3' | fill=00000000 | rows=[473] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G474 | value='18.2' | fill=00000000 | rows=[473] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A475 | value='Avionics technicians' | fill=00000000 | rows=[474] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B475 | value='12' | fill=00000000 | rows=[474] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C475 | value='–' | fill=00000000 | rows=[474] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D475 | value='–' | fill=00000000 | rows=[474] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E475 | value='–' | fill=00000000 | rows=[474] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F475 | value='–' | fill=00000000 | rows=[474] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G475 | value='–' | fill=00000000 | rows=[474] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A476 | value='Electric motor, power tool, and related repairers' | fill=00000000 | rows=[475] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B476 | value='22' | fill=00000000 | rows=[475] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C476 | value='–' | fill=00000000 | rows=[475] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D476 | value='–' | fill=00000000 | rows=[475] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E476 | value='–' | fill=00000000 | rows=[475] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F476 | value='–' | fill=00000000 | rows=[475] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G476 | value='–' | fill=00000000 | rows=[475] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A477 | value='Electrical and electronics installers and repairers, transportation equipment' | fill=00000000 | rows=[476] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B477 | value='1' | fill=00000000 | rows=[476] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C477 | value='–' | fill=00000000 | rows=[476] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D477 | value='–' | fill=00000000 | rows=[476] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E477 | value='–' | fill=00000000 | rows=[476] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F477 | value='–' | fill=00000000 | rows=[476] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G477 | value='–' | fill=00000000 | rows=[476] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A478 | value='Electrical and electronics repairers, industrial and utility' | fill=00000000 | rows=[477] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B478 | value='6' | fill=00000000 | rows=[477] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C478 | value='–' | fill=00000000 | rows=[477] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D478 | value='–' | fill=00000000 | rows=[477] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E478 | value='–' | fill=00000000 | rows=[477] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F478 | value='–' | fill=00000000 | rows=[477] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G478 | value='–' | fill=00000000 | rows=[477] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A479 | value='Electronic equipment installers and repairers, motor vehicles' | fill=00000000 | rows=[478] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B479 | value='5' | fill=00000000 | rows=[478] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C479 | value='–' | fill=00000000 | rows=[478] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D479 | value='–' | fill=00000000 | rows=[478] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E479 | value='–' | fill=00000000 | rows=[478] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F479 | value='–' | fill=00000000 | rows=[478] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G479 | value='–' | fill=00000000 | rows=[478] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A480 | value='Audiovisual equipment installers and repairers' | fill=00000000 | rows=[479] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B480 | value='26' | fill=00000000 | rows=[479] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C480 | value='–' | fill=00000000 | rows=[479] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D480 | value='–' | fill=00000000 | rows=[479] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E480 | value='–' | fill=00000000 | rows=[479] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F480 | value='–' | fill=00000000 | rows=[479] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G480 | value='–' | fill=00000000 | rows=[479] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A481 | value='Security and fire alarm systems installers' | fill=00000000 | rows=[480] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B481 | value='48' | fill=00000000 | rows=[480] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C481 | value='–' | fill=00000000 | rows=[480] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D481 | value='–' | fill=00000000 | rows=[480] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E481 | value='–' | fill=00000000 | rows=[480] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F481 | value='–' | fill=00000000 | rows=[480] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G481 | value='–' | fill=00000000 | rows=[480] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A482 | value='Aircraft mechanics and service technicians' | fill=00000000 | rows=[481] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B482 | value='124' | fill=00000000 | rows=[481] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C482 | value='4.3' | fill=00000000 | rows=[481] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D482 | value='83.4' | fill=00000000 | rows=[481] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E482 | value='9.5' | fill=00000000 | rows=[481] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F482 | value='5' | fill=00000000 | rows=[481] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G482 | value='21.1' | fill=00000000 | rows=[481] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A483 | value='Automotive body and related repairers' | fill=00000000 | rows=[482] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B483 | value='127' | fill=00000000 | rows=[482] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C483 | value='6.8' | fill=00000000 | rows=[482] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D483 | value='85.9' | fill=00000000 | rows=[482] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E483 | value='9.6' | fill=00000000 | rows=[482] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F483 | value='1.8' | fill=00000000 | rows=[482] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G483 | value='21.6' | fill=00000000 | rows=[482] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A484 | value='Automotive glass installers and repairers' | fill=00000000 | rows=[483] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B484 | value='24' | fill=00000000 | rows=[483] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C484 | value='–' | fill=00000000 | rows=[483] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D484 | value='–' | fill=00000000 | rows=[483] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E484 | value='–' | fill=00000000 | rows=[483] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F484 | value='–' | fill=00000000 | rows=[483] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G484 | value='–' | fill=00000000 | rows=[483] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A485 | value='Automotive service technicians and mechanics' | fill=00000000 | rows=[484] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B485 | value='933' | fill=00000000 | rows=[484] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C485 | value='2.5' | fill=00000000 | rows=[484] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D485 | value='82.9' | fill=00000000 | rows=[484] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E485 | value='8.1' | fill=00000000 | rows=[484] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F485 | value='3.5' | fill=00000000 | rows=[484] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G485 | value='28.7' | fill=00000000 | rows=[484] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A486 | value='Bus and truck mechanics and diesel engine specialists' | fill=00000000 | rows=[485] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B486 | value='334' | fill=00000000 | rows=[485] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C486 | value='1.6' | fill=00000000 | rows=[485] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D486 | value='87.4' | fill=00000000 | rows=[485] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E486 | value='6.9' | fill=00000000 | rows=[485] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F486 | value='1.8' | fill=00000000 | rows=[485] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G486 | value='20.6' | fill=00000000 | rows=[485] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A487 | value='Heavy vehicle and mobile equipment service technicians and mechanics' | fill=00000000 | rows=[486] | cols=[0] | col_header=False | row_header=False | metadata=False
