=== economy-table87.xlsx ===
Cell A1 | value='2024 Consumer Price Index forecasts' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell A22 | value='Fresh fruits and vegetables' | fill=00000000 | rows=[21] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B22 | value='-8.7' | fill=00000000 | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C22 | value='-0.4' | fill=00000000 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D22 | value='8.7' | fill=00000000 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E22 | value='-6.3' | fill=00000000 | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F22 | value='1.8' | fill=00000000 | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='10.6' | fill=00000000 | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='-6.9' | fill=00000000 | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='0.7' | fill=00000000 | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J22 | value='8.9' | fill=00000000 | rows=[21] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K22 | value='-7.3' | fill=00000000 | rows=[21] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L22 | value='-0.1' | fill=00000000 | rows=[21] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M22 | value='7.4' | fill=00000000 | rows=[21] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N22 | value='-6.3' | fill=00000000 | rows=[21] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O22 | value='0.4' | fill=00000000 | rows=[21] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P22 | value='7.5' | fill=00000000 | rows=[21] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q22 | value='-5.4' | fill=00000000 | rows=[21] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R22 | value='0.7' | fill=00000000 | rows=[21] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S22 | value='7.1' | fill=00000000 | rows=[21] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T22 | value='-5.6' | fill=00000000 | rows=[21] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U22 | value='-0.2' | fill=00000000 | rows=[21] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V22 | value='5.6' | fill=00000000 | rows=[21] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W22 | value='-2.2' | fill=00000000 | rows=[21] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X22 | value='1.7' | fill=00000000 | rows=[21] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y22 | value='5.7' | fill=00000000 | rows=[21] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z22 | value='-2.4' | fill=00000000 | rows=[21] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA22 | value='0.9' | fill=00000000 | rows=[21] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB22 | value='4.3' | fill=00000000 | rows=[21] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC22 | value='-2' | fill=00000000 | rows=[21] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD22 | value='1' | fill=00000000 | rows=[21] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE22 | value='3.9' | fill=00000000 | rows=[21] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF22 | value='-1.9' | fill=00000000 | rows=[21] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG22 | value='0.5' | fill=00000000 | rows=[21] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH22 | value='3.1' | fill=00000000 | rows=[21] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI22 | value='-1.4' | fill=00000000 | rows=[21] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ22 | value='0.7' | fill=00000000 | rows=[21] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK22 | value='2.8' | fill=00000000 | rows=[21] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL22 | value='-1.9' | fill=00000000 | rows=[21] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM22 | value='-0.3' | fill=00000000 | rows=[21] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN22 | value='1.4' | fill=00000000 | rows=[21] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO22 | value='-1.1' | fill=00000000 | rows=[21] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP22 | value='0.2' | fill=00000000 | rows=[21] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ22 | value='1.6' | fill=00000000 | rows=[21] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR22 | value='-1' | fill=00000000 | rows=[21] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS22 | value='0' | fill=00000000 | rows=[21] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT22 | value='1' | fill=00000000 | rows=[21] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU22 | value='-0.2' | fill=00000000 | rows=[21] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV22 | value='0.5' | fill=00000000 | rows=[21] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW22 | value='1.2' | fill=00000000 | rows=[21] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A23 | value='Fresh fruits' | fill=00000000 | rows=[22] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B23 | value='-8.3' | fill=00000000 | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C23 | value='0.2' | fill=00000000 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='9.4' | fill=00000000 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='-9.4' | fill=00000000 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='-1.6' | fill=00000000 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='7.2' | fill=00000000 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='-7.5' | fill=00000000 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='0.2' | fill=00000000 | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='8.5' | fill=00000000 | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K23 | value='-7.1' | fill=00000000 | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='0.1' | fill=00000000 | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='8' | fill=00000000 | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N23 | value='-6' | fill=00000000 | rows=[22] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O23 | value='0.6' | fill=00000000 | rows=[22] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P23 | value='8' | fill=00000000 | rows=[22] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q23 | value='-5.5' | fill=00000000 | rows=[22] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R23 | value='1' | fill=00000000 | rows=[22] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S23 | value='7.8' | fill=00000000 | rows=[22] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T23 | value='-4.6' | fill=00000000 | rows=[22] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U23 | value='1' | fill=00000000 | rows=[22] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V23 | value='7.1' | fill=00000000 | rows=[22] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W23 | value='-3.1' | fill=00000000 | rows=[22] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X23 | value='1.5' | fill=00000000 | rows=[22] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y23 | value='6.4' | fill=00000000 | rows=[22] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z23 | value='-3.2' | fill=00000000 | rows=[22] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA23 | value='0.7' | fill=00000000 | rows=[22] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB23 | value='5' | fill=00000000 | rows=[22] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC23 | value='-3' | fill=00000000 | rows=[22] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD23 | value='0.4' | fill=00000000 | rows=[22] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE23 | value='4' | fill=00000000 | rows=[22] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF23 | value='-2.6' | fill=00000000 | rows=[22] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG23 | value='0.3' | fill=00000000 | rows=[22] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH23 | value='3.3' | fill=00000000 | rows=[22] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI23 | value='-1.9' | fill=00000000 | rows=[22] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ23 | value='0.5' | fill=00000000 | rows=[22] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK23 | value='3.1' | fill=00000000 | rows=[22] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL23 | value='-2.8' | fill=00000000 | rows=[22] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM23 | value='-0.8' | fill=00000000 | rows=[22] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN23 | value='1.2' | fill=00000000 | rows=[22] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO23 | value='-2.2' | fill=00000000 | rows=[22] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP23 | value='-0.6' | fill=00000000 | rows=[22] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ23 | value='1.1' | fill=00000000 | rows=[22] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR23 | value='-1.9' | fill=00000000 | rows=[22] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS23 | value='-0.7' | fill=00000000 | rows=[22] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT23 | value='0.5' | fill=00000000 | rows=[22] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU23 | value='-0.8' | fill=00000000 | rows=[22] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV23 | value='0.1' | fill=00000000 | rows=[22] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW23 | value='1' | fill=00000000 | rows=[22] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A24 | value='Fresh vegetables' | fill=00000000 | rows=[23] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B24 | value='-9.1' | fill=00000000 | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C24 | value='-0.3' | fill=00000000 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D24 | value='9.1' | fill=00000000 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E24 | value='-8' | fill=00000000 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F24 | value='0.5' | fill=00000000 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G24 | value='9.7' | fill=00000000 | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H24 | value='-8' | fill=00000000 | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I24 | value='0' | fill=00000000 | rows=[23] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J24 | value='8.8' | fill=00000000 | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K24 | value='-7.9' | fill=00000000 | rows=[23] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L24 | value='-0.5' | fill=00000000 | rows=[23] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M24 | value='7.6' | fill=00000000 | rows=[23] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N24 | value='-7.6' | fill=00000000 | rows=[23] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O24 | value='-0.5' | fill=00000000 | rows=[23] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P24 | value='7.1' | fill=00000000 | rows=[23] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q24 | value='-6.6' | fill=00000000 | rows=[23] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R24 | value='-0.3' | fill=00000000 | rows=[23] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S24 | value='6.7' | fill=00000000 | rows=[23] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T24 | value='-6.7' | fill=00000000 | rows=[23] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U24 | value='-0.9' | fill=00000000 | rows=[23] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V24 | value='5.3' | fill=00000000 | rows=[23] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W24 | value='-3' | fill=00000000 | rows=[23] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X24 | value='1.9' | fill=00000000 | rows=[23] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y24 | value='7' | fill=00000000 | rows=[23] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z24 | value='-3.1' | fill=00000000 | rows=[23] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA24 | value='1.2' | fill=00000000 | rows=[23] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB24 | value='5.6' | fill=00000000 | rows=[23] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC24 | value='-2.7' | fill=00000000 | rows=[23] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD24 | value='1.1' | fill=00000000 | rows=[23] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE24 | value='4.9' | fill=00000000 | rows=[23] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF24 | value='-2.5' | fill=00000000 | rows=[23] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG24 | value='0.6' | fill=00000000 | rows=[23] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH24 | value='4' | fill=00000000 | rows=[23] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI24 | value='-1.7' | fill=00000000 | rows=[23] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ24 | value='1' | fill=00000000 | rows=[23] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK24 | value='3.8' | fill=00000000 | rows=[23] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL24 | value='-1.4' | fill=00000000 | rows=[23] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM24 | value='0.8' | fill=00000000 | rows=[23] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN24 | value='3.1' | fill=00000000 | rows=[23] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO24 | value='-0.6' | fill=00000000 | rows=[23] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP24 | value='1.3' | fill=00000000 | rows=[23] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ24 | value='3.2' | fill=00000000 | rows=[23] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR24 | value='-0.8' | fill=00000000 | rows=[23] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS24 | value='0.6' | fill=00000000 | rows=[23] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT24 | value='2.1' | fill=00000000 | rows=[23] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU24 | value='-0.2' | fill=00000000 | rows=[23] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV24 | value='0.8' | fill=00000000 | rows=[23] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW24 | value='1.8' | fill=00000000 | rows=[23] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A25 | value='Processed fruits and vegetables' | fill=00000000 | rows=[24] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B25 | value='-4.9' | fill=00000000 | rows=[24] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C25 | value='3.7' | fill=00000000 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='12.8' | fill=00000000 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E25 | value='-1.3' | fill=00000000 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='6.8' | fill=00000000 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='15.5' | fill=00000000 | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H25 | value='-1.8' | fill=00000000 | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I25 | value='5.6' | fill=00000000 | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J25 | value='13.5' | fill=00000000 | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K25 | value='-1.4' | fill=00000000 | rows=[24] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L25 | value='5.5' | fill=00000000 | rows=[24] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M25 | value='12.7' | fill=00000000 | rows=[24] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N25 | value='-1.6' | fill=00000000 | rows=[24] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O25 | value='4.7' | fill=00000000 | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P25 | value='11.3' | fill=00000000 | rows=[24] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q25 | value='-7.3' | fill=00000000 | rows=[24] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R25 | value='-1.9' | fill=00000000 | rows=[24] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S25 | value='3.6' | fill=00000000 | rows=[24] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T25 | value='-3.2' | fill=00000000 | rows=[24] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U25 | value='1.1' | fill=00000000 | rows=[24] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V25 | value='5.4' | fill=00000000 | rows=[24] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W25 | value='-1.5' | fill=00000000 | rows=[24] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X25 | value='2.9' | fill=00000000 | rows=[24] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y25 | value='7.4' | fill=00000000 | rows=[24] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z25 | value='-1.6' | fill=00000000 | rows=[24] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA25 | value='1.5' | fill=00000000 | rows=[24] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB25 | value='4.9' | fill=00000000 | rows=[24] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC25 | value='-1.1' | fill=00000000 | rows=[24] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD25 | value='1.6' | fill=00000000 | rows=[24] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE25 | value='4.6' | fill=00000000 | rows=[24] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF25 | value='-0.1' | fill=00000000 | rows=[24] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG25 | value='2.6' | fill=00000000 | rows=[24] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH25 | value='5.4' | fill=00000000 | rows=[24] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI25 | value='0.4' | fill=00000000 | rows=[24] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ25 | value='2.6' | fill=00000000 | rows=[24] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK25 | value='4.9' | fill=00000000 | rows=[24] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL25 | value='0.2' | fill=00000000 | rows=[24] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM25 | value='1.8' | fill=00000000 | rows=[24] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN25 | value='3.4' | fill=00000000 | rows=[24] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO25 | value='0.6' | fill=00000000 | rows=[24] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP25 | value='1.8' | fill=00000000 | rows=[24] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ25 | value='3.1' | fill=00000000 | rows=[24] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR25 | value='0.6' | fill=00000000 | rows=[24] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS25 | value='1.5' | fill=00000000 | rows=[24] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT25 | value='2.4' | fill=00000000 | rows=[24] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU25 | value='0.7' | fill=00000000 | rows=[24] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV25 | value='1.4' | fill=00000000 | rows=[24] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW25 | value='2.1' | fill=00000000 | rows=[24] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A26 | value='Sugar and sweets' | fill=00000000 | rows=[25] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B26 | value='-0.6' | fill=00000000 | rows=[25] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C26 | value='6.2' | fill=00000000 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='13.4' | fill=00000000 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='0.5' | fill=00000000 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='6.7' | fill=00000000 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='13.4' | fill=00000000 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='0.6' | fill=00000000 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='6.2' | fill=00000000 | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='12.3' | fill=00000000 | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='1.9' | fill=00000000 | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='7.2' | fill=00000000 | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='12.8' | fill=00000000 | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N26 | value='0.7' | fill=00000000 | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O26 | value='5.6' | fill=00000000 | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P26 | value='10.6' | fill=00000000 | rows=[25] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q26 | value='0.6' | fill=00000000 | rows=[25] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R26 | value='4.9' | fill=00000000 | rows=[25] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S26 | value='9.4' | fill=00000000 | rows=[25] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T26 | value='0.4' | fill=00000000 | rows=[25] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U26 | value='4.3' | fill=00000000 | rows=[25] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V26 | value='8.3' | fill=00000000 | rows=[25] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W26 | value='1.7' | fill=00000000 | rows=[25] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X26 | value='5.3' | fill=00000000 | rows=[25] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y26 | value='9.1' | fill=00000000 | rows=[25] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z26 | value='2.7' | fill=00000000 | rows=[25] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA26 | value='5.8' | fill=00000000 | rows=[25] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB26 | value='9' | fill=00000000 | rows=[25] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC26 | value='1.7' | fill=00000000 | rows=[25] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD26 | value='4.3' | fill=00000000 | rows=[25] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE26 | value='7' | fill=00000000 | rows=[25] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF26 | value='1.9' | fill=00000000 | rows=[25] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG26 | value='4.1' | fill=00000000 | rows=[25] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH26 | value='6.3' | fill=00000000 | rows=[25] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI26 | value='2' | fill=00000000 | rows=[25] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ26 | value='3.8' | fill=00000000 | rows=[25] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK26 | value='5.6' | fill=00000000 | rows=[25] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL26 | value='1.9' | fill=00000000 | rows=[25] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM26 | value='3.4' | fill=00000000 | rows=[25] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN26 | value='4.8' | fill=00000000 | rows=[25] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO26 | value='2' | fill=00000000 | rows=[25] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP26 | value='3.1' | fill=00000000 | rows=[25] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ26 | value='4.2' | fill=00000000 | rows=[25] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR26 | value='2.5' | fill=00000000 | rows=[25] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS26 | value='3.3' | fill=00000000 | rows=[25] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT26 | value='4.1' | fill=00000000 | rows=[25] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU26 | value='2.3' | fill=00000000 | rows=[25] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV26 | value='2.7' | fill=00000000 | rows=[25] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW26 | value='3.2' | fill=00000000 | rows=[25] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A27 | value='Cereals and bakery products' | fill=00000000 | rows=[26] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B27 | value='-6.6' | fill=00000000 | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C27 | value='2.5' | fill=00000000 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D27 | value='12.9' | fill=00000000 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E27 | value='-5.9' | fill=00000000 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F27 | value='2.4' | fill=00000000 | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G27 | value='11.6' | fill=00000000 | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H27 | value='-4.3' | fill=00000000 | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=False
