=== economy-table83.xlsx ===
Cell A1 | value='DATE' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell B126 | value='DEPOSITS' | fill=4 | rows=[125] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C126 | value='WIRE TYPE:BOOK IN DATE:161220 TIME:1107 ET TRN:2016122000268160 SNDR REF:16CK706040IK1Y52 ORIG:METROPOLITAN WAREHOUSE & ID:381032737785' | fill=4 | rows=[125] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D126 | value='0' | fill=4 | rows=[125] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F126 | value='2090' | fill=4 | rows=[125] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G126 | value='8609.05' | fill=4 | rows=[125] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B127 | value='GAS CHARGES' | fill=00000000 | rows=[126] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C127 | value='CHECKCARD 1219 CONOCO - INDUSTRIAL FUE CARTERET NJ 24015176354002662215358 CKCD 5541 4135751004561526' | fill=00000000 | rows=[126] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D127 | value='36.63' | fill=00000000 | rows=[126] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G127 | value='8572.42' | fill=4 | rows=[126] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B128 | value='GAS CHARGES' | fill=4 | rows=[127] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C128 | value='2740 SOUTH KIN 12/20 #000639608 PURCHASE 2740 SOUTH KINGST SOUTH KINGSTO RI CKCD 5542 4135751004821839' | fill=4 | rows=[127] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D128 | value='55.45' | fill=4 | rows=[127] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G128 | value='8516.97' | fill=4 | rows=[127] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B129 | value='GAS CHARGES' | fill=00000000 | rows=[128] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C129 | value='2740 SOUTH KIN 12/20 #000640727 PURCHASE 2740 SOUTH KINGST SOUTH KINGSTO RI CKCD 5542 4135751004821839' | fill=00000000 | rows=[128] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D129 | value='39.92' | fill=00000000 | rows=[128] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G129 | value='8477.05' | fill=4 | rows=[128] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B130 | value='PAYROLL' | fill=4 | rows=[129] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C130 | value='Check 1030' | fill=4 | rows=[129] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D130 | value='600' | fill=4 | rows=[129] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G130 | value='7877.05' | fill=4 | rows=[129] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A131 | value='2016-12-21 00:00:00' | fill=00000000 | rows=[130, 131, 132, 133, 134, 135, 136] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B131 | value='GAS CHARGES' | fill=00000000 | rows=[130] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C131 | value='CHECKCARD 1220 BP#2219608PINE STREET B ELIZABETH NJ 24122546355740355890184 CKCD 5542 4135751004821839' | fill=00000000 | rows=[130] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D131 | value='47.79' | fill=00000000 | rows=[130] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G131 | value='7829.26' | fill=4 | rows=[130] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B132 | value='ENTERPRISE RENTALS' | fill=4 | rows=[131] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C132 | value='CHECKCARD 1220 ENTERPRISE RENT-A-CAR EDISON NJ 24164076355018535305879 CKCD 3405 4135751004821839' | fill=4 | rows=[131] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D132 | value='544.2' | fill=4 | rows=[131] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G132 | value='7285.06' | fill=4 | rows=[131] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B133 | value='PHONE SERVICE' | fill=00000000 | rows=[132] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C133 | value='T-MOBILE #3802 12/21 #000000495 PURCHASE T-MOBILE #3802 UNION NJ CKCD 4812 4135751004821839' | fill=00000000 | rows=[132] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D133 | value='162' | fill=00000000 | rows=[132] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G133 | value='7123.06' | fill=4 | rows=[132] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B134 | value='PAYROLL' | fill=4 | rows=[133] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C134 | value='Check 1007' | fill=4 | rows=[133] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D134 | value='600' | fill=4 | rows=[133] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E134 | value='Check 1007' | fill=4 | rows=[133] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G134 | value='6523.06' | fill=4 | rows=[133] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B135 | value='PAYROLL' | fill=00000000 | rows=[134] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C135 | value='Check 1044' | fill=00000000 | rows=[134] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D135 | value='1866' | fill=00000000 | rows=[134] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E135 | value='Check 1044' | fill=00000000 | rows=[134] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G135 | value='4657.06' | fill=4 | rows=[134] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B136 | value='BANK FEES' | fill=4 | rows=[135] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C136 | value='Wire Transfer Fee' | fill=4 | rows=[135] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D136 | value='15' | fill=4 | rows=[135] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G136 | value='4642.06' | fill=4 | rows=[135] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B137 | value='BANK FEES' | fill=00000000 | rows=[136] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C137 | value='Wire Transfer Fee' | fill=00000000 | rows=[136] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D137 | value='15' | fill=00000000 | rows=[136] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G137 | value='4627.06' | fill=4 | rows=[136] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A138 | value='2016-12-22 00:00:00' | fill=4 | rows=[137, 138, 139, 140, 141, 142, 143, 144, 145, 146] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B138 | value='GAS CHARGES' | fill=4 | rows=[137] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C138 | value='CHECKCARD 1220 SUNOCO 0980600100 MARLBOROUGH MA 24231686356889356587280 CKCD 5541 4256470000170009' | fill=4 | rows=[137] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D138 | value='166.58' | fill=4 | rows=[137] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G138 | value='4460.48' | fill=4 | rows=[137] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B139 | value='GAS CHARGES' | fill=00000000 | rows=[138] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C139 | value='CHECKCARD 1220 SUNOCO 0980600100 MARLBOROUGH MA 24231686356889356587272 CKCD 5541 4256470000170017' | fill=00000000 | rows=[138] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D139 | value='76.79' | fill=00000000 | rows=[138] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G139 | value='4383.69' | fill=4 | rows=[138] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B140 | value='OFFICE EXPENSES' | fill=4 | rows=[139] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C140 | value='CHECKCARD 1221 ONE STOP INSURANCE AGT 732-520-2206 NJ 24765016356206000012348 CKCD 6300 4135751004561526' | fill=4 | rows=[139] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D140 | value='1300' | fill=4 | rows=[139] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G140 | value='3083.69' | fill=4 | rows=[139] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B141 | value='GAS CHARGES' | fill=00000000 | rows=[140] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C141 | value='CHECKCARD 1221 CHILL N FILL INC CHICOPEE MA 24765016356006000417400 CKCD 5541 4256470000170009' | fill=00000000 | rows=[140] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D141 | value='41.63' | fill=00000000 | rows=[140] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G141 | value='3042.06' | fill=4 | rows=[140] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B142 | value='PAYROLL' | fill=4 | rows=[141] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C142 | value='BKOFAMERICA ATM 12/21 #000004144 WITHDRWL BROAD STREET ELIZABETH NJ CKCD 4135751004821839' | fill=4 | rows=[141] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D142 | value='600' | fill=4 | rows=[141] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G142 | value='2442.06' | fill=4 | rows=[141] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B143 | value='GAS CHARGES' | fill=00000000 | rows=[142] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C143 | value='SANDBORNVLE 12/22 #000056895 PURCHASE SANDBORNVLE SANBORNVILLE NH CKCD 5542 4256470000170017' | fill=00000000 | rows=[142] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D143 | value='90' | fill=00000000 | rows=[142] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G143 | value='2352.06' | fill=4 | rows=[142] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B144 | value='PHONE SERVICE' | fill=4 | rows=[143] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C144 | value='T-MOBILE #3802 12/22 #000000501 PURCHASE T-MOBILE #3802 UNION NJ CKCD 4812 4135751004821839' | fill=4 | rows=[143] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D144 | value='118' | fill=4 | rows=[143] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G144 | value='2234.06' | fill=4 | rows=[143] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B145 | value='PAYROLL' | fill=00000000 | rows=[144] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C145 | value='BKOFAMERICA ATM 12/22 #000008318 WITHDRWL MARLBORO - POST MARLBORO MA CKCD 4135751004561526' | fill=00000000 | rows=[144] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D145 | value='80' | fill=00000000 | rows=[144] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G145 | value='2154.06' | fill=4 | rows=[144] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B146 | value='PAYROLL' | fill=4 | rows=[145] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C146 | value='BKOFAMERICA ATM 12/22 #000007920 WITHDRWL LATIN AMERICAN B ELIZABETH NJ CKCD 4135751004821839' | fill=4 | rows=[145] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D146 | value='600' | fill=4 | rows=[145] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G146 | value='1554.06' | fill=4 | rows=[145] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B147 | value='GAS CHARGES' | fill=00000000 | rows=[146] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C147 | value='SHELL Service 12/22 #000011190 PURCHASE SHELL Service Sta WALDOBORO ME CKCD 5541 4256470000170017' | fill=00000000 | rows=[146] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D147 | value='150' | fill=00000000 | rows=[146] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G147 | value='1404.06' | fill=4 | rows=[146] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A148 | value='2016-12-23 00:00:00' | fill=4 | rows=[147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B148 | value='DEPOSITS' | fill=4 | rows=[147] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C148 | value='WIRE TYPE:BOOK IN DATE:161223 TIME:1314 ET TRN:2016122300300968 SNDR REF:16CNB4431BTI0843 ORIG:METROPOLITAN WAREHOUSE & ID:381032737785' | fill=4 | rows=[147] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F148 | value='7000' | fill=4 | rows=[147] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G148 | value='8404.06' | fill=4 | rows=[147] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B149 | value='DEPOSITS' | fill=00000000 | rows=[148] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C149 | value='WIRE TYPE:BOOK IN DATE:161223 TIME:1314 ET TRN:2016122300300943 SNDR REF:16CNB455257J1C50 ORIG:METROPOLITAN WAREHOUSE & ID:381032737785' | fill=00000000 | rows=[148] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F149 | value='943.02' | fill=00000000 | rows=[148] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G149 | value='9347.08' | fill=4 | rows=[148] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B150 | value='GAS CHARGES' | fill=4 | rows=[149] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C150 | value='CHECKCARD 1221 SUNOCO 0980600100 MARLBOROUGH MA 24231686357889357814542 CKCD 5542 4256470000170017' | fill=4 | rows=[149] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D150 | value='67.3' | fill=4 | rows=[149] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G150 | value='9279.78' | fill=4 | rows=[149] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B151 | value='GAS CHARGES' | fill=00000000 | rows=[150] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C151 | value='CHECKCARD 1221 SHELL OIL 10014844004 ORANGE MA 24316056357548251019368 CKCD 5541 4256470000170017' | fill=00000000 | rows=[150] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D151 | value='50' | fill=00000000 | rows=[150] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G151 | value='9229.78' | fill=4 | rows=[150] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B152 | value='GAS CHARGES' | fill=4 | rows=[151] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C152 | value='CHECKCARD 1222 BP#2049575EDISON OIL CO EDISON NJ 24122546357740357350060 CKCD 5542 4135751004821839' | fill=4 | rows=[151] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D152 | value='70.55' | fill=4 | rows=[151] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G152 | value='9159.23' | fill=4 | rows=[151] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B153 | value='TRAVEL EXPENSES' | fill=00000000 | rows=[152] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C153 | value='CHECKCARD 1223 HOTELS.COM HOTELS.COM WA 24692166358000669205379 CKCD 4722 4135751004561526' | fill=00000000 | rows=[152] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D153 | value='72.39' | fill=00000000 | rows=[152] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G153 | value='9086.84' | fill=4 | rows=[152] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B154 | value='PAYROLL' | fill=4 | rows=[153] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C154 | value='Check 1012' | fill=4 | rows=[153] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D154 | value='640' | fill=4 | rows=[153] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E154 | value='Check 1012' | fill=4 | rows=[153] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G154 | value='8446.84' | fill=4 | rows=[153] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B155 | value='PAYROLL' | fill=00000000 | rows=[154] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C155 | value='Check 1034' | fill=00000000 | rows=[154] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D155 | value='900' | fill=00000000 | rows=[154] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E155 | value='Check 1034' | fill=00000000 | rows=[154] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G155 | value='7546.84' | fill=4 | rows=[154] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B156 | value='PAYROLL' | fill=4 | rows=[155] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C156 | value='Check 1042' | fill=4 | rows=[155] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D156 | value='519' | fill=4 | rows=[155] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E156 | value='Check 1042' | fill=4 | rows=[155] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G156 | value='7027.84' | fill=4 | rows=[155] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B157 | value='PAYROLL' | fill=00000000 | rows=[156] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C157 | value='Check 1045' | fill=00000000 | rows=[156] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D157 | value='120' | fill=00000000 | rows=[156] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E157 | value='Check 1045' | fill=00000000 | rows=[156] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G157 | value='6907.84' | fill=4 | rows=[156] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B158 | value='PAYROLL' | fill=4 | rows=[157] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C158 | value='Check 1046' | fill=4 | rows=[157] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D158 | value='660' | fill=4 | rows=[157] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E158 | value='Check 1046' | fill=4 | rows=[157] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G158 | value='6247.84' | fill=4 | rows=[157] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A159 | value='2016-12-27 00:00:00' | fill=00000000 | rows=[158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B159 | value='DEPOSITS' | fill=00000000 | rows=[158] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C159 | value='CHECKCARD 1223 ENTERPRISE RENT-A-CAR EDISON NJ 74164076358018535579905 CKCD 3405 4135751004821839 111111' | fill=00000000 | rows=[158] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D159 | value='0' | fill=00000000 | rows=[158] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F159 | value='532.58' | fill=00000000 | rows=[158] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G159 | value='6780.42' | fill=4 | rows=[158] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B160 | value='TRAVEL EXPENSES' | fill=4 | rows=[159] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C160 | value='CHECKCARD 1222 DAYS INN SHREWBURY SHREWSBURY MA 24071056358987192817205 CKCD 3510 4256470000170017' | fill=4 | rows=[159] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D160 | value='205.98' | fill=4 | rows=[159] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G160 | value='6574.44' | fill=4 | rows=[159] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B161 | value='GAS CHARGES' | fill=00000000 | rows=[160] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C161 | value='CHECKCARD 1223 EXXONMOBIL 99040388 EAST BRUNSWICNJ 24164056359378018699737 CKCD 5542 4135751004821839' | fill=00000000 | rows=[160] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D161 | value='92' | fill=00000000 | rows=[160] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G161 | value='6482.44' | fill=4 | rows=[160] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B162 | value='GAS CHARGES' | fill=4 | rows=[161] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C162 | value='CHECKCARD 1223 SUNOCO 0980600100 MARLBOROUGH MA 24231686359889359662434 CKCD 5542 4256470000170009' | fill=4 | rows=[161] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D162 | value='56.35' | fill=4 | rows=[161] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G162 | value='6426.09' | fill=4 | rows=[161] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B163 | value='GAS CHARGES' | fill=00000000 | rows=[162] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C163 | value='CHECKCARD 1223 GULF OIL 92043929 SIMSBURY CT 24231686358837001908862 CKCD 5542 4135751004561526' | fill=00000000 | rows=[162] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D163 | value='54' | fill=00000000 | rows=[162] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G163 | value='6372.09' | fill=4 | rows=[162] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B164 | value='OFFICE EXPENSES' | fill=4 | rows=[163] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C164 | value='CHECKCARD 1223 CIRCLE K 07083 FREEPORT ME 24692166359000330271452 CKCD 5541 4256470000170017' | fill=4 | rows=[163] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D164 | value='3.47' | fill=4 | rows=[163] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G164 | value='6368.62' | fill=4 | rows=[163] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B165 | value='GAS CHARGES' | fill=00000000 | rows=[164] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C165 | value='CHECKCARD 1223 EXXONMOBIL 47966379 BRICK NJ 24164056359378016174287 CKCD 5542 4135751004821839' | fill=00000000 | rows=[164] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D165 | value='40' | fill=00000000 | rows=[164] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G165 | value='6328.62' | fill=4 | rows=[164] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B166 | value='TRUCK EXPENSES' | fill=4 | rows=[165] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C166 | value='CHECKCARD 1224 EZPASS PREPAID TOLL 800-333-8655 NY 24610436359004076139754 CKCD 4784 4135751004561526' | fill=4 | rows=[165] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D166 | value='127.27' | fill=4 | rows=[165] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G166 | value='6201.35' | fill=4 | rows=[165] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B167 | value='GAS CHARGES' | fill=00000000 | rows=[166] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C167 | value='CHECKCARD 1223 SUNOCO 0435611900 BROOKLINE NH 24231686359889359398625 CKCD 5542 4256470000170009' | fill=00000000 | rows=[166] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D167 | value='62.69' | fill=00000000 | rows=[166] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G167 | value='6138.66' | fill=4 | rows=[166] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B168 | value='PAYROLL' | fill=4 | rows=[167] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C168 | value='BKOFAMERICA ATM 12/23 #000008811 WITHDRWL MARLBORO - POST MARLBORO MA CKCD 4135751004561526' | fill=4 | rows=[167] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D168 | value='240' | fill=4 | rows=[167] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G168 | value='5898.66' | fill=4 | rows=[167] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B169 | value='GAS CHARGES' | fill=00000000 | rows=[168] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C169 | value='CHECKCARD 1224 EXXONMOBIL 97422067 FAIRFIELD CT 24164056360378006227522 CKCD 5542 4135751004561526' | fill=00000000 | rows=[168] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D169 | value='48.08' | fill=00000000 | rows=[168] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G169 | value='5850.58' | fill=4 | rows=[168] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B170 | value='PHONE SERVICE' | fill=4 | rows=[169] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C170 | value='T-MOBILE #3802 12/24 #000000609 PURCHASE T-MOBILE #3802 UNION NJ CKCD 4812 4135751004821839' | fill=4 | rows=[169] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D170 | value='33.6' | fill=4 | rows=[169] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G170 | value='5816.98' | fill=4 | rows=[169] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B171 | value='PAYROLL' | fill=00000000 | rows=[170] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C171 | value='BKOFAMERICA ATM 12/24 #000008448 WITHDRWL JEFFERSON AVENUE ELIZABETH NJ CKCD 4135751004821839' | fill=00000000 | rows=[170] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D171 | value='240' | fill=00000000 | rows=[170] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G171 | value='5576.98' | fill=4 | rows=[170] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B172 | value='GAS CHARGES' | fill=4 | rows=[171] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C172 | value='CHECKCARD 1225 EXXONMOBIL 97395339 WESTBROOK CT 24164056361378004324585 CKCD 5542 4135751004561526' | fill=4 | rows=[171] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D172 | value='47.85' | fill=4 | rows=[171] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G172 | value='5529.13' | fill=4 | rows=[171] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B173 | value='GAS CHARGES' | fill=00000000 | rows=[172] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C173 | value='CHECKCARD 1227 SPEEDWAY 03478 HOPELAWN NJ 24224436362105005424986 CKCD 5542 4256470000170017' | fill=00000000 | rows=[172] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D173 | value='40.56' | fill=00000000 | rows=[172] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G173 | value='5488.57' | fill=4 | rows=[172] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B174 | value='TRAVEL EXPENSES' | fill=4 | rows=[173] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C174 | value='CHECKCARD 1227 HOTELS.COM HOTELS.COM WA 24692166362000756593681 CKCD 4722 4135751004561526' | fill=4 | rows=[173] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D174 | value='75.54' | fill=4 | rows=[173] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G174 | value='5413.03' | fill=4 | rows=[173] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell B175 | value='PAYROLL' | fill=00000000 | rows=[174] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C175 | value='Check 1036' | fill=00000000 | rows=[174] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D175 | value='1450' | fill=00000000 | rows=[174] | cols=[3] | col_header=False | row_header=False | metadata=False
