=== environment-table25.xlsx ===
Cell A1 | value='Table 9 Scientific procedures (toxicology) by species of animal and toxicological purpose, page 1 of 4' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell R58 | value='-' | fill=47 | rows=[57] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S58 | value='-' | fill=47 | rows=[57] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T58 | value='446' | fill=47 | rows=[57] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A59 | value='Reptile - any reptilian species' | fill=00000000 | rows=[58] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B59 | value='0' | fill=00000000 | rows=[58] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C59 | value='-' | fill=00000000 | rows=[58] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D59 | value='0' | fill=00000000 | rows=[58] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E59 | value='-' | fill=00000000 | rows=[58] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F59 | value='-' | fill=00000000 | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G59 | value='-' | fill=00000000 | rows=[58] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H59 | value='-' | fill=00000000 | rows=[58] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I59 | value='-' | fill=00000000 | rows=[58] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J59 | value='Reptile - any reptilian species' | fill=00000000 | rows=[58] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K59 | value='0' | fill=00000000 | rows=[58] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L59 | value='-' | fill=00000000 | rows=[58] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M59 | value='-' | fill=00000000 | rows=[58] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N59 | value='-' | fill=00000000 | rows=[58] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O59 | value='-' | fill=00000000 | rows=[58] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P59 | value='-' | fill=00000000 | rows=[58] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q59 | value='-' | fill=00000000 | rows=[58] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R59 | value='-' | fill=00000000 | rows=[58] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S59 | value='0' | fill=00000000 | rows=[58] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T59 | value='0' | fill=00000000 | rows=[58] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A60 | value='Amphibian - any amphibian species' | fill=47 | rows=[59] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B60 | value='400' | fill=47 | rows=[59] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C60 | value='-' | fill=47 | rows=[59] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D60 | value='-' | fill=47 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E60 | value='-' | fill=47 | rows=[59] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F60 | value='-' | fill=47 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='-' | fill=47 | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H60 | value='-' | fill=47 | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I60 | value='-' | fill=47 | rows=[59] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J60 | value='Amphibian - any amphibian species' | fill=47 | rows=[59] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K60 | value='-' | fill=47 | rows=[59] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L60 | value='-' | fill=47 | rows=[59] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M60 | value='-' | fill=47 | rows=[59] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N60 | value='-' | fill=47 | rows=[59] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O60 | value='-' | fill=47 | rows=[59] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P60 | value='-' | fill=47 | rows=[59] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q60 | value='-' | fill=47 | rows=[59] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R60 | value='-' | fill=47 | rows=[59] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S60 | value='19' | fill=47 | rows=[59] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T60 | value='419' | fill=47 | rows=[59] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A61 | value='Fish - any fish species' | fill=00000000 | rows=[60] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B61 | value='11205' | fill=00000000 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C61 | value='1965' | fill=00000000 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D61 | value='680' | fill=00000000 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E61 | value='-' | fill=00000000 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F61 | value='-' | fill=00000000 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='-' | fill=00000000 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='-' | fill=00000000 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='-' | fill=00000000 | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J61 | value='Fish - any fish species' | fill=00000000 | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='44796' | fill=00000000 | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L61 | value='7977' | fill=00000000 | rows=[60] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M61 | value='-' | fill=00000000 | rows=[60] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N61 | value='900' | fill=00000000 | rows=[60] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O61 | value='259' | fill=00000000 | rows=[60] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P61 | value='-' | fill=00000000 | rows=[60] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q61 | value='-' | fill=00000000 | rows=[60] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R61 | value='8568' | fill=00000000 | rows=[60] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S61 | value='0' | fill=00000000 | rows=[60] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T61 | value='76350' | fill=00000000 | rows=[60] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A62 | value='Total' | fill=FF00B050 | rows=[61] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B62 | value='13676' | fill=43 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C62 | value='22785' | fill=43 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D62 | value='19203' | fill=43 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E62 | value='0' | fill=43 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F62 | value='3524' | fill=43 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G62 | value='4089' | fill=43 | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H62 | value='0' | fill=43 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='0' | fill=43 | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J62 | value='Total' | fill=FF00B050 | rows=[61] | cols=[9] | col_header=False | row_header=True | metadata=False
Cell K62 | value='154894' | fill=43 | rows=[61] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L62 | value='23353' | fill=43 | rows=[61] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M62 | value='110286' | fill=43 | rows=[61] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N62 | value='21500' | fill=43 | rows=[61] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O62 | value='2145' | fill=43 | rows=[61] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P62 | value='0' | fill=43 | rows=[61] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q62 | value='2239' | fill=43 | rows=[61] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R62 | value='17505' | fill=43 | rows=[61] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S62 | value='3927' | fill=43 | rows=[61] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T62 | value='399126' | fill=43 | rows=[61] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A63 | value='Increase on 2010' | fill=FF00B050 | rows=[62] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B63 | value='5254' | fill=00000000 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C63 | value='5808' | fill=00000000 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D63 | value='-7901' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='-24' | fill=00000000 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F63 | value='2409' | fill=00000000 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G63 | value='-3599' | fill=00000000 | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H63 | value='0' | fill=00000000 | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='0' | fill=00000000 | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J63 | value='Increase on 2010' | fill=FF00B050 | rows=[62] | cols=[9] | col_header=False | row_header=True | metadata=False
Cell K63 | value='32983' | fill=00000000 | rows=[62] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L63 | value='-3039' | fill=00000000 | rows=[62] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M63 | value='17060' | fill=00000000 | rows=[62] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N63 | value='-3425' | fill=00000000 | rows=[62] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O63 | value='-35711' | fill=00000000 | rows=[62] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P63 | value='0' | fill=00000000 | rows=[62] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q63 | value='1165' | fill=00000000 | rows=[62] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R63 | value='-2753' | fill=00000000 | rows=[62] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S63 | value='-295' | fill=00000000 | rows=[62] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T63 | value='7932' | fill=00000000 | rows=[62] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A64 | value='Percentage change from 2010' | fill=FF00B050 | rows=[63] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B64 | value='0.6238423177392544' | fill=00000000 | rows=[63] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C64 | value='0.34210991341226366' | fill=00000000 | rows=[63] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D64 | value='-0.2915067886658796' | fill=00000000 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E64 | value='N/A' | fill=00000000 | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F64 | value='2.1605381165919284' | fill=00000000 | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G64 | value='-0.4681321540062435' | fill=00000000 | rows=[63] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H64 | value='N/A' | fill=00000000 | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I64 | value='N/A' | fill=00000000 | rows=[63] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J64 | value='Percentage change from 2010' | fill=FF00B050 | rows=[63] | cols=[9] | col_header=False | row_header=True | metadata=False
Cell K64 | value='0.27054982733305444' | fill=00000000 | rows=[63] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L64 | value='-0.11514852985753259' | fill=00000000 | rows=[63] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M64 | value='0.18299615986956427' | fill=00000000 | rows=[63] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N64 | value='-0.1374122367101304' | fill=00000000 | rows=[63] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O64 | value='-0.9433379120879121' | fill=00000000 | rows=[63] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P64 | value='N/A' | fill=00000000 | rows=[63] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q64 | value='1.084729981378026' | fill=00000000 | rows=[63] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R64 | value='-0.13589692960805608' | fill=00000000 | rows=[63] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S64 | value='-0.06987209853150166' | fill=00000000 | rows=[63] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T64 | value='0.020276384607125875' | fill=00000000 | rows=[63] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A65 | value='Percentage of total for 2011' | fill=FF00B050 | rows=[64] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B65 | value='0.03426486873819295' | fill=00000000 | rows=[64] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C65 | value='0.05708723560980743' | fill=00000000 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D65 | value='0.048112626088002285' | fill=00000000 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E65 | value='0' | fill=00000000 | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F65 | value='0.008829292003026613' | fill=00000000 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G65 | value='0.010244885073886443' | fill=00000000 | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H65 | value='0' | fill=00000000 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I65 | value='0' | fill=00000000 | rows=[64] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J65 | value='Percentage of total for 2011' | fill=FF00B050 | rows=[64] | cols=[9] | col_header=False | row_header=True | metadata=False
Cell K65 | value='0.3880829612703758' | fill=00000000 | rows=[64] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L65 | value='0.058510345104052355' | fill=00000000 | rows=[64] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M65 | value='0.27631875648291515' | fill=00000000 | rows=[64] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N65 | value='0.05386770092652446' | fill=00000000 | rows=[64] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O65 | value='0.005374242720343952' | fill=00000000 | rows=[64] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P65 | value='0' | fill=00000000 | rows=[64] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q65 | value='0.0056097573197436395' | fill=00000000 | rows=[64] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R65 | value='0.0438583304520377' | fill=00000000 | rows=[64] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S65 | value='0.009838998211091235' | fill=00000000 | rows=[64] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T65 | value='1' | fill=00000000 | rows=[64] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A66 | value='2010 Totals' | fill=FF00B050 | rows=[65] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B66 | value='8422' | fill=00000000 | rows=[65] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C66 | value='16977' | fill=00000000 | rows=[65] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D66 | value='27104' | fill=00000000 | rows=[65] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E66 | value='24' | fill=00000000 | rows=[65] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F66 | value='1115' | fill=00000000 | rows=[65] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G66 | value='7688' | fill=00000000 | rows=[65] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H66 | value='0' | fill=00000000 | rows=[65] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I66 | value='0' | fill=00000000 | rows=[65] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J66 | value='2010 Totals' | fill=FF00B050 | rows=[65] | cols=[9] | col_header=False | row_header=True | metadata=False
Cell K66 | value='121911' | fill=00000000 | rows=[65] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L66 | value='26392' | fill=00000000 | rows=[65] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M66 | value='93226' | fill=00000000 | rows=[65] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N66 | value='24925' | fill=00000000 | rows=[65] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O66 | value='37856' | fill=00000000 | rows=[65] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P66 | value='0' | fill=00000000 | rows=[65] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q66 | value='1074' | fill=00000000 | rows=[65] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R66 | value='20258' | fill=00000000 | rows=[65] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S66 | value='4222' | fill=00000000 | rows=[65] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T66 | value='391194' | fill=00000000 | rows=[65] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell J67 | value='(1) Following a decision in 1997, procedures using animals in research on tobacco have not been allowed.' | fill=FF00B0F0 | rows=[66] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A68 | value='N/A = Not applicable' | fill=FF00B0F0 | rows=[67] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell J68 | value='N/A = Not applicable' | fill=FF00B0F0 | rows=[67] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell A69 | value='(2) Following a decision in 1998, procedures using animals in research on finished cosmetics and on cosmetic ingredients have not been allowed.' | fill=FF00B0F0 | rows=[68] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell K70 | value='pharmaceutical safety and efficacy evaluation' | fill=FF00B0F0 | rows=[69] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L71 | value='310033' | fill=FF00B0F0 | rows=[70] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell L72 | value='0.7821540065042117' | fill=FF00B0F0 | rows=[71] | cols=[11] | col_header=False | row_header=False | metadata=True

