=== economy-table27.xlsx ===
Cell B1 | value='Quarterly National Accounts (for 'Developer API')' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell H174 | value='109.277915464' | fill=00000000 | rows=[173] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I174 | value='109.791490539' | fill=00000000 | rows=[173] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B175 | value='·  ·  Final consumption expenditure, General government' | fill=FFE2F2FB | rows=[174] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C175 | value='2020, Units' | fill=FFE2F2FB | rows=[174] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E175 | value='109.410151907' | fill=00000000 | rows=[174] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F175 | value='107.639207254' | fill=00000000 | rows=[174] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G175 | value='108.769275954' | fill=00000000 | rows=[174] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H175 | value='108.540131893' | fill=00000000 | rows=[174] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I175 | value='109.036323806' | fill=00000000 | rows=[174] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B176 | value='·  Gross capital formation' | fill=FFE2F2FB | rows=[175] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B177 | value='·  ·  Gross fixed capital formation, Total economy' | fill=FFE2F2FB | rows=[176] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C177 | value='2020, Units' | fill=FFE2F2FB | rows=[176] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E177 | value='102.231526974' | fill=00000000 | rows=[176] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F177 | value='102.407785267' | fill=00000000 | rows=[176] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G177 | value='100.482966063' | fill=00000000 | rows=[176] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H177 | value='99.828899607' | fill=00000000 | rows=[176] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I177 | value='99.482653483' | fill=00000000 | rows=[176] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B178 | value='·  External balance of goods and services' | fill=FFE2F2FB | rows=[177] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B179 | value='·  ·  Exports of goods and services, Total economy' | fill=FFE2F2FB | rows=[178] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C179 | value='2020, Units' | fill=FFE2F2FB | rows=[178] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E179 | value='118.181782279' | fill=00000000 | rows=[178] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F179 | value='117.528788006' | fill=00000000 | rows=[178] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G179 | value='117.632935775' | fill=00000000 | rows=[178] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H179 | value='116.447447059' | fill=00000000 | rows=[178] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I179 | value='117.801379218' | fill=00000000 | rows=[178] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B180 | value='·  ·  Imports of goods and services, Total economy' | fill=FFE2F2FB | rows=[179] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C180 | value='2020, Units' | fill=FFE2F2FB | rows=[179] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E180 | value='115.736208477' | fill=00000000 | rows=[179] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F180 | value='112.368183441' | fill=00000000 | rows=[179] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G180 | value='112.319631817' | fill=00000000 | rows=[179] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H180 | value='111.796095435' | fill=00000000 | rows=[179] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I180 | value='113.648043076' | fill=00000000 | rows=[179] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B181 | value='Adjustment: Calendar and seasonally adjusted' | fill=00000000 | rows=[180] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B182 | value='Unit of measure: Index' | fill=00000000 | rows=[181] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B183 | value='Price base: Deflator' | fill=00000000 | rows=[182] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B184 | value='Transformation: Non transformed data' | fill=00000000 | rows=[183] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B185 | value='Gross domestic product, Total economy' | fill=FFE2F2FB | rows=[184] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C185 | value='2015, Units' | fill=FFE2F2FB | rows=[184] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E185 | value='124.545832256' | fill=00000000 | rows=[184] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F185 | value='125.279186775' | fill=00000000 | rows=[184] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G185 | value='125.683015784' | fill=00000000 | rows=[184] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H185 | value='126.691502238' | fill=00000000 | rows=[184] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I185 | value='127.716228347' | fill=00000000 | rows=[184] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B186 | value='·  Final consumption expenditure, Total economy' | fill=FFE2F2FB | rows=[185] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C186 | value='2015, Units' | fill=FFE2F2FB | rows=[185] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E186 | value='128.931834676' | fill=00000000 | rows=[185] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F186 | value='130.806756207' | fill=00000000 | rows=[185] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G186 | value='131.531907367' | fill=00000000 | rows=[185] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H186 | value='132.919033941' | fill=00000000 | rows=[185] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I186 | value='133.768948171' | fill=00000000 | rows=[185] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B187 | value='·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)' | fill=FFE2F2FB | rows=[186] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C187 | value='2015, Units' | fill=FFE2F2FB | rows=[186] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E187 | value='129.630011051' | fill=00000000 | rows=[186] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F187 | value='131.156652615' | fill=00000000 | rows=[186] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G187 | value='131.554759385' | fill=00000000 | rows=[186] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H187 | value='132.867518608' | fill=00000000 | rows=[186] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I187 | value='133.60665138' | fill=00000000 | rows=[186] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B188 | value='·  ·  Final consumption expenditure, General government' | fill=FFE2F2FB | rows=[187] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C188 | value='2015, Units' | fill=FFE2F2FB | rows=[187] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E188 | value='127.239037832' | fill=00000000 | rows=[187] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F188 | value='129.930797354' | fill=00000000 | rows=[187] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G188 | value='131.470978854' | fill=00000000 | rows=[187] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H188 | value='133.036118644' | fill=00000000 | rows=[187] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I188 | value='134.15830074' | fill=00000000 | rows=[187] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B189 | value='·  Gross capital formation, Total economy' | fill=FFE2F2FB | rows=[188] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C189 | value='2015, Units' | fill=FFE2F2FB | rows=[188] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E189 | value='125.710509641' | fill=00000000 | rows=[188] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F189 | value='126.142844583' | fill=00000000 | rows=[188] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G189 | value='121.99938553' | fill=00000000 | rows=[188] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H189 | value='127.363215218' | fill=00000000 | rows=[188] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B190 | value='·  ·  Gross fixed capital formation, Total economy' | fill=FFE2F2FB | rows=[189] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C190 | value='2015, Units' | fill=FFE2F2FB | rows=[189] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E190 | value='130.218057241' | fill=00000000 | rows=[189] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F190 | value='131.065260882' | fill=00000000 | rows=[189] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G190 | value='132.408849033' | fill=00000000 | rows=[189] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H190 | value='132.786611951' | fill=00000000 | rows=[189] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I190 | value='132.776522444' | fill=00000000 | rows=[189] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B191 | value='·  External balance of goods and services' | fill=FFE2F2FB | rows=[190] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B192 | value='·  ·  Exports of goods and services, Total economy' | fill=FFE2F2FB | rows=[191] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C192 | value='2015, Units' | fill=FFE2F2FB | rows=[191] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E192 | value='121.161392803' | fill=00000000 | rows=[191] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F192 | value='121.878438413' | fill=00000000 | rows=[191] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G192 | value='122.814878804' | fill=00000000 | rows=[191] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H192 | value='123.18810001' | fill=00000000 | rows=[191] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I192 | value='122.815435251' | fill=00000000 | rows=[191] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B193 | value='·  ·  Imports of goods and services, Total economy' | fill=FFE2F2FB | rows=[192] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C193 | value='2015, Units' | fill=FFE2F2FB | rows=[192] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E193 | value='126.887040544' | fill=00000000 | rows=[192] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F193 | value='128.014347287' | fill=00000000 | rows=[192] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G193 | value='125.519199478' | fill=00000000 | rows=[192] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H193 | value='127.324024311' | fill=00000000 | rows=[192] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I193 | value='125.919676943' | fill=00000000 | rows=[192] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B194 | value='Adjustment: Calendar and seasonally adjusted' | fill=00000000 | rows=[193] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B195 | value='Unit of measure: Index' | fill=00000000 | rows=[194] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B196 | value='Price base: Deflator (rebased)' | fill=00000000 | rows=[195] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B197 | value='Transformation: Non transformed data' | fill=00000000 | rows=[196] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B198 | value='Gross domestic product, Total economy' | fill=FFE2F2FB | rows=[197] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C198 | value='2020, Units' | fill=FFE2F2FB | rows=[197] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E198 | value='114.298112793' | fill=00000000 | rows=[197] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F198 | value='114.971126382' | fill=00000000 | rows=[197] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G198 | value='115.341728053' | fill=00000000 | rows=[197] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H198 | value='116.267235527' | fill=00000000 | rows=[197] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I198 | value='117.207646444' | fill=00000000 | rows=[197] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B199 | value='·  Final consumption expenditure, Total economy' | fill=FFE2F2FB | rows=[198] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B200 | value='·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)' | fill=FFE2F2FB | rows=[199] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C200 | value='2020, Units' | fill=FFE2F2FB | rows=[199] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E200 | value='119.511118639' | fill=00000000 | rows=[199] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F200 | value='120.918590872' | fill=00000000 | rows=[199] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G200 | value='121.285621509' | fill=00000000 | rows=[199] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H200 | value='122.495907012' | fill=00000000 | rows=[199] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I200 | value='123.17734323' | fill=00000000 | rows=[199] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B201 | value='·  ·  Final consumption expenditure, General government' | fill=FFE2F2FB | rows=[200] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C201 | value='2020, Units' | fill=FFE2F2FB | rows=[200] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E201 | value='111.887994744' | fill=00000000 | rows=[200] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F201 | value='114.255000817' | fill=00000000 | rows=[200] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G201 | value='115.609363617' | fill=00000000 | rows=[200] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H201 | value='116.985673558' | fill=00000000 | rows=[200] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I201 | value='117.972467443' | fill=00000000 | rows=[200] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B202 | value='·  Gross capital formation' | fill=FFE2F2FB | rows=[201] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B203 | value='·  ·  Gross fixed capital formation, Total economy' | fill=FFE2F2FB | rows=[202] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C203 | value='2020, Units' | fill=FFE2F2FB | rows=[202] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E203 | value='119.742548626' | fill=00000000 | rows=[202] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F203 | value='120.521598209' | fill=00000000 | rows=[202] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G203 | value='121.757100204' | fill=00000000 | rows=[202] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H203 | value='122.104473645' | fill=00000000 | rows=[202] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I203 | value='122.095195797' | fill=00000000 | rows=[202] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B204 | value='·  External balance of goods and services' | fill=FFE2F2FB | rows=[203] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B205 | value='·  ·  Exports of goods and services, Total economy' | fill=FFE2F2FB | rows=[204] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C205 | value='2020, Units' | fill=FFE2F2FB | rows=[204] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E205 | value='119.159765918' | fill=00000000 | rows=[204] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F205 | value='119.864965694' | fill=00000000 | rows=[204] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G205 | value='120.785935776' | fill=00000000 | rows=[204] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H205 | value='121.152991241' | fill=00000000 | rows=[204] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I205 | value='120.786483029' | fill=00000000 | rows=[204] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B206 | value='·  ·  Imports of goods and services, Total economy' | fill=FFE2F2FB | rows=[205] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C206 | value='2020, Units' | fill=FFE2F2FB | rows=[205] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E206 | value='124.823751928' | fill=00000000 | rows=[205] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F206 | value='125.932727727' | fill=00000000 | rows=[205] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G206 | value='123.478153092' | fill=00000000 | rows=[205] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H206 | value='125.253629976' | fill=00000000 | rows=[205] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I206 | value='123.872118462' | fill=00000000 | rows=[205] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B207 | value='Adjustment: Neither seasonally adjusted nor calendar adjusted' | fill=00000000 | rows=[206] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B208 | value='Unit of measure: National currency' | fill=00000000 | rows=[207] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B209 | value='Price base: Chain linked volume' | fill=00000000 | rows=[208] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B210 | value='Transformation: Non transformed data' | fill=00000000 | rows=[209] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B211 | value='Gross domestic product, Total economy' | fill=FFE2F2FB | rows=[210] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C211 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[210] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E211 | value='93480.1' | fill=00000000 | rows=[210] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F211 | value='97133.6' | fill=00000000 | rows=[210] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G211 | value='93938.4' | fill=00000000 | rows=[210] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H211 | value='94325.3' | fill=00000000 | rows=[210] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B212 | value='·  Domestic demand, Total economy' | fill=FFE2F2FB | rows=[211] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C212 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[211] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E212 | value='89590.5' | fill=00000000 | rows=[211] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F212 | value='90880.3' | fill=00000000 | rows=[211] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G212 | value='85208.4' | fill=00000000 | rows=[211] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H212 | value='90146.2' | fill=00000000 | rows=[211] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B213 | value='·  Final consumption expenditure, Total economy' | fill=FFE2F2FB | rows=[212] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C213 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[212] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E213 | value='68027.7' | fill=00000000 | rows=[212] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F213 | value='68369.9' | fill=00000000 | rows=[212] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G213 | value='64631.3' | fill=00000000 | rows=[212] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H213 | value='66264.4' | fill=00000000 | rows=[212] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B214 | value='·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)' | fill=FFE2F2FB | rows=[213] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C214 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[213] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E214 | value='49073.4' | fill=00000000 | rows=[213] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F214 | value='48595.6' | fill=00000000 | rows=[213] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G214 | value='45302.8' | fill=00000000 | rows=[213] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H214 | value='47035.4' | fill=00000000 | rows=[213] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B215 | value='·  ·  ·  Final consumption expenditure, Households' | fill=FFE2F2FB | rows=[214] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C215 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[214] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E215 | value='47084.5' | fill=00000000 | rows=[214] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F215 | value='46578.9' | fill=00000000 | rows=[214] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G215 | value='43286' | fill=00000000 | rows=[214] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H215 | value='45007.2' | fill=00000000 | rows=[214] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B216 | value='·  ·  ·  Final consumption expenditure, Non-profit institutions serving households' | fill=FFE2F2FB | rows=[215] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C216 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[215] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E216 | value='1990' | fill=00000000 | rows=[215] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F216 | value='2017.6' | fill=00000000 | rows=[215] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G216 | value='2017.5' | fill=00000000 | rows=[215] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H216 | value='2029' | fill=00000000 | rows=[215] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B217 | value='·  ·  Final consumption expenditure, General government' | fill=FFE2F2FB | rows=[216] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C217 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[216] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E217 | value='18964' | fill=00000000 | rows=[216] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F217 | value='19773.4' | fill=00000000 | rows=[216] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G217 | value='19338.9' | fill=00000000 | rows=[216] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H217 | value='19230.2' | fill=00000000 | rows=[216] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B218 | value='·  ·  Individual consumption expenditure, Total economy' | fill=FFE2F2FB | rows=[217] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B219 | value='·  ·  ·  Individual consumption expenditure, General government' | fill=FFE2F2FB | rows=[218] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C219 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[218] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E219 | value='12080.4' | fill=00000000 | rows=[218] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F219 | value='12177.1' | fill=00000000 | rows=[218] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G219 | value='12384.7' | fill=00000000 | rows=[218] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H219 | value='12212.5' | fill=00000000 | rows=[218] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B220 | value='·  ·  Collective consumption expenditure, Total economy' | fill=FFE2F2FB | rows=[219] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B221 | value='·  ·  ·  Collective consumption expenditure, General government' | fill=FFE2F2FB | rows=[220] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C221 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[220] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E221 | value='6863.3' | fill=00000000 | rows=[220] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F221 | value='7599.6' | fill=00000000 | rows=[220] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G221 | value='6930.4' | fill=00000000 | rows=[220] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H221 | value='6999.5' | fill=00000000 | rows=[220] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B222 | value='·  Actual individual consumption, Total economy' | fill=FFE2F2FB | rows=[221] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C222 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[221] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E222 | value='61153.4' | fill=00000000 | rows=[221] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F222 | value='60778.6' | fill=00000000 | rows=[221] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G222 | value='57703.7' | fill=00000000 | rows=[221] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H222 | value='59262.5' | fill=00000000 | rows=[221] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B223 | value='·  Gross capital formation, Total economy' | fill=FFE2F2FB | rows=[222] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C223 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[222] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E223 | value='21070.2' | fill=00000000 | rows=[222] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F223 | value='22206.7' | fill=00000000 | rows=[222] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G223 | value='20030.6' | fill=00000000 | rows=[222] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H223 | value='23197.3' | fill=00000000 | rows=[222] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B224 | value='·  ·  Gross fixed capital formation, Total economy' | fill=FFE2F2FB | rows=[223] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C224 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[223] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E224 | value='21924.4' | fill=00000000 | rows=[223] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F224 | value='24405.9' | fill=00000000 | rows=[223] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G224 | value='20665.5' | fill=00000000 | rows=[223] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H224 | value='21583' | fill=00000000 | rows=[223] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B225 | value='·  External balance of goods and services, Total economy' | fill=FFE2F2FB | rows=[224] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C225 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[224] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E225 | value='3721.1' | fill=00000000 | rows=[224] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F225 | value='5910.3' | fill=00000000 | rows=[224] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G225 | value='8610.6' | fill=00000000 | rows=[224] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H225 | value='3799.6' | fill=00000000 | rows=[224] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B226 | value='·  ·  Exports of goods and services, Total economy' | fill=FFE2F2FB | rows=[225] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C226 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[225] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E226 | value='56139.8' | fill=00000000 | rows=[225] | cols=[4] | col_header=False | row_header=False | metadata=False
