=== economy-table29.xlsx ===
Cell B1 | value='Fossil Fuel Support - China' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell B311 | value='Heilongjiang Coal Safety Subsidy Fund' | fill=FFE2F2FB | rows=[310] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C311 | value='Total' | fill=FFE2F2FB | rows=[310] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B312 | value='Heilongjiang Coal Safety Subsidy Fund' | fill=FFE2F2FB | rows=[311] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C312 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[311] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B313 | value='Heilongjiang Coal Safety Subsidy Fund' | fill=FFE2F2FB | rows=[312] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C313 | value='·  ·  General Services Support Estimate' | fill=FFE2F2FB | rows=[312] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D313 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[312] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E313 | value='Coal' | fill=FFE2F2FB | rows=[312] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B314 | value='Heilongjiang Coal Safety Subsidy Fund' | fill=FFE2F2FB | rows=[313] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C314 | value='·  ·  General Services Support Estimate' | fill=FFE2F2FB | rows=[313] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D314 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[313] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E314 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[313] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F314 | value='Total economy' | fill=FFE2F2FB | rows=[313] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B315 | value='Heilongjiang Coal Safety Subsidy Fund' | fill=FFE2F2FB | rows=[314] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C315 | value='·  ·  General Services Support Estimate' | fill=FFE2F2FB | rows=[314] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D315 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[314] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E315 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[314] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F315 | value='·  General government' | fill=FFE2F2FB | rows=[314] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B316 | value='Heilongjiang Coal Safety Subsidy Fund' | fill=FFE2F2FB | rows=[315] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C316 | value='·  ·  General Services Support Estimate' | fill=FFE2F2FB | rows=[315] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D316 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[315] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E316 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[315] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F316 | value='·  ·  Local government' | fill=FFE2F2FB | rows=[315] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H316 | value='..' | fill=00000000 | rows=[315] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I316 | value='..' | fill=00000000 | rows=[315] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J316 | value='..' | fill=00000000 | rows=[315] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K316 | value='..' | fill=00000000 | rows=[315] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L316 | value='..' | fill=00000000 | rows=[315] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M316 | value='..' | fill=00000000 | rows=[315] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N316 | value='10720000' | fill=00000000 | rows=[315] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O316 | value='16890000' | fill=00000000 | rows=[315] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P316 | value='..' | fill=00000000 | rows=[315] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q316 | value='..' | fill=00000000 | rows=[315] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R316 | value='..' | fill=00000000 | rows=[315] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S316 | value='..' | fill=00000000 | rows=[315] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T316 | value='..' | fill=00000000 | rows=[315] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U316 | value='..' | fill=00000000 | rows=[315] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B317 | value='Government Subsidies for Power and Heat Generation Companies for Coal' | fill=FFE2F2FB | rows=[316] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C317 | value='Total' | fill=FFE2F2FB | rows=[316] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B318 | value='Government Subsidies for Power and Heat Generation Companies for Coal' | fill=FFE2F2FB | rows=[317] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C318 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[317] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B319 | value='Government Subsidies for Power and Heat Generation Companies for Coal' | fill=FFE2F2FB | rows=[318] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C319 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[318] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D319 | value='Use of fossil fuels in electricity generation' | fill=FFE2F2FB | rows=[318] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E319 | value='Coal' | fill=FFE2F2FB | rows=[318] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B320 | value='Government Subsidies for Power and Heat Generation Companies for Coal' | fill=FFE2F2FB | rows=[319] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C320 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[319] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D320 | value='Use of fossil fuels in electricity generation' | fill=FFE2F2FB | rows=[319] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E320 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[319] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F320 | value='Total economy' | fill=FFE2F2FB | rows=[319] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B321 | value='Government Subsidies for Power and Heat Generation Companies for Coal' | fill=FFE2F2FB | rows=[320] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C321 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[320] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D321 | value='Use of fossil fuels in electricity generation' | fill=FFE2F2FB | rows=[320] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E321 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[320] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F321 | value='·  General government' | fill=FFE2F2FB | rows=[320] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B322 | value='Government Subsidies for Power and Heat Generation Companies for Coal' | fill=FFE2F2FB | rows=[321] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C322 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[321] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D322 | value='Use of fossil fuels in electricity generation' | fill=FFE2F2FB | rows=[321] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E322 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[321] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F322 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[321] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H322 | value='1163691732' | fill=00000000 | rows=[321] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I322 | value='2414632072' | fill=00000000 | rows=[321] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J322 | value='1907391309' | fill=00000000 | rows=[321] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K322 | value='1349442238' | fill=00000000 | rows=[321] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L322 | value='3972750767' | fill=00000000 | rows=[321] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M322 | value='5173602358' | fill=00000000 | rows=[321] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N322 | value='3523333745' | fill=00000000 | rows=[321] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O322 | value='2330595580' | fill=00000000 | rows=[321] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P322 | value='2393854950' | fill=00000000 | rows=[321] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q322 | value='2729536716' | fill=00000000 | rows=[321] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R322 | value='1897246121' | fill=00000000 | rows=[321] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S322 | value='6290077987' | fill=00000000 | rows=[321] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T322 | value='4187473194' | fill=00000000 | rows=[321] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U322 | value='..' | fill=00000000 | rows=[321] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B323 | value='China Strategic Oil Reserves' | fill=FFE2F2FB | rows=[322] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C323 | value='Total' | fill=FFE2F2FB | rows=[322] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B324 | value='China Strategic Oil Reserves' | fill=FFE2F2FB | rows=[323] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C324 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[323] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B325 | value='China Strategic Oil Reserves' | fill=FFE2F2FB | rows=[324] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C325 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[324] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D325 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[324] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E325 | value='Petroleum' | fill=FFE2F2FB | rows=[324] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B326 | value='China Strategic Oil Reserves' | fill=FFE2F2FB | rows=[325] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C326 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[325] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D326 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[325] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E326 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[325] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F326 | value='Total economy' | fill=FFE2F2FB | rows=[325] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B327 | value='China Strategic Oil Reserves' | fill=FFE2F2FB | rows=[326] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C327 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[326] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D327 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[326] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E327 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[326] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F327 | value='·  General government' | fill=FFE2F2FB | rows=[326] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B328 | value='China Strategic Oil Reserves' | fill=FFE2F2FB | rows=[327] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C328 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[327] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D328 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[327] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E328 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[327] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F328 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[327] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H328 | value='..' | fill=00000000 | rows=[327] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I328 | value='..' | fill=00000000 | rows=[327] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J328 | value='..' | fill=00000000 | rows=[327] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K328 | value='..' | fill=00000000 | rows=[327] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L328 | value='..' | fill=00000000 | rows=[327] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M328 | value='..' | fill=00000000 | rows=[327] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N328 | value='46470000' | fill=00000000 | rows=[327] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O328 | value='53340000' | fill=00000000 | rows=[327] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P328 | value='34540000' | fill=00000000 | rows=[327] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q328 | value='28690000' | fill=00000000 | rows=[327] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R328 | value='28690000' | fill=00000000 | rows=[327] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S328 | value='28690000' | fill=00000000 | rows=[327] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T328 | value='28690000' | fill=00000000 | rows=[327] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U328 | value='28690000' | fill=00000000 | rows=[327] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B329 | value='Notice of the National Development and Reform Commission on Issues concerning Further Improving the Price Formation Mechanism of Refined Oil (Annex: Administrative Measures for Oil Prices)' | fill=FFE2F2FB | rows=[328] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C329 | value='Total' | fill=FFE2F2FB | rows=[328] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B330 | value='Notice of the National Development and Reform Commission on Issues concerning Further Improving the Price Formation Mechanism of Refined Oil (Annex: Administrative Measures for Oil Prices)' | fill=FFE2F2FB | rows=[329] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C330 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[329] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B331 | value='Notice of the National Development and Reform Commission on Issues concerning Further Improving the Price Formation Mechanism of Refined Oil (Annex: Administrative Measures for Oil Prices)' | fill=FFE2F2FB | rows=[330] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C331 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[330] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D331 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[330] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E331 | value='Petroleum' | fill=FFE2F2FB | rows=[330] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B332 | value='Notice of the National Development and Reform Commission on Issues concerning Further Improving the Price Formation Mechanism of Refined Oil (Annex: Administrative Measures for Oil Prices)' | fill=FFE2F2FB | rows=[331] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C332 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[331] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D332 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[331] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E332 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[331] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F332 | value='Total economy' | fill=FFE2F2FB | rows=[331] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B333 | value='Notice of the National Development and Reform Commission on Issues concerning Further Improving the Price Formation Mechanism of Refined Oil (Annex: Administrative Measures for Oil Prices)' | fill=FFE2F2FB | rows=[332] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C333 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[332] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D333 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[332] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E333 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[332] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F333 | value='·  General government' | fill=FFE2F2FB | rows=[332] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B334 | value='Notice of the National Development and Reform Commission on Issues concerning Further Improving the Price Formation Mechanism of Refined Oil (Annex: Administrative Measures for Oil Prices)' | fill=FFE2F2FB | rows=[333] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C334 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[333] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D334 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[333] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E334 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[333] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F334 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[333] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H334 | value='..' | fill=00000000 | rows=[333] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I334 | value='..' | fill=00000000 | rows=[333] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J334 | value='..' | fill=00000000 | rows=[333] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K334 | value='..' | fill=00000000 | rows=[333] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L334 | value='..' | fill=00000000 | rows=[333] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M334 | value='..' | fill=00000000 | rows=[333] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N334 | value='..' | fill=00000000 | rows=[333] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O334 | value='..' | fill=00000000 | rows=[333] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P334 | value='..' | fill=00000000 | rows=[333] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q334 | value='..' | fill=00000000 | rows=[333] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R334 | value='..' | fill=00000000 | rows=[333] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S334 | value='..' | fill=00000000 | rows=[333] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T334 | value='..' | fill=00000000 | rows=[333] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U334 | value='..' | fill=00000000 | rows=[333] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B335 | value='Provincial Department of Finance Provincial Energy Administration's Notice on Printing and Distributing the "Guizhou Province Coalbed Methane (Coal Mine Gas) Development and Utilization Financial Subsidy Fund Management Measures' | fill=FFE2F2FB | rows=[334] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C335 | value='Total' | fill=FFE2F2FB | rows=[334] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B336 | value='Provincial Department of Finance Provincial Energy Administration's Notice on Printing and Distributing the "Guizhou Province Coalbed Methane (Coal Mine Gas) Development and Utilization Financial Subsidy Fund Management Measures' | fill=FFE2F2FB | rows=[335] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C336 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[335] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B337 | value='Provincial Department of Finance Provincial Energy Administration's Notice on Printing and Distributing the "Guizhou Province Coalbed Methane (Coal Mine Gas) Development and Utilization Financial Subsidy Fund Management Measures' | fill=FFE2F2FB | rows=[336] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C337 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[336] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D337 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[336] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E337 | value='Natural Gas' | fill=FFE2F2FB | rows=[336] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F337 | value='Total economy' | fill=FFE2F2FB | rows=[336] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B338 | value='Provincial Department of Finance Provincial Energy Administration's Notice on Printing and Distributing the "Guizhou Province Coalbed Methane (Coal Mine Gas) Development and Utilization Financial Subsidy Fund Management Measures' | fill=FFE2F2FB | rows=[337] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C338 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[337] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D338 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[337] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E338 | value='Natural Gas' | fill=FFE2F2FB | rows=[337] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F338 | value='·  General government' | fill=FFE2F2FB | rows=[337] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B339 | value='Provincial Department of Finance Provincial Energy Administration's Notice on Printing and Distributing the "Guizhou Province Coalbed Methane (Coal Mine Gas) Development and Utilization Financial Subsidy Fund Management Measures' | fill=FFE2F2FB | rows=[338] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C339 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[338] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D339 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[338] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E339 | value='Natural Gas' | fill=FFE2F2FB | rows=[338] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F339 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[338] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H339 | value='..' | fill=00000000 | rows=[338] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I339 | value='..' | fill=00000000 | rows=[338] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J339 | value='..' | fill=00000000 | rows=[338] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K339 | value='..' | fill=00000000 | rows=[338] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L339 | value='..' | fill=00000000 | rows=[338] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M339 | value='..' | fill=00000000 | rows=[338] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N339 | value='..' | fill=00000000 | rows=[338] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O339 | value='..' | fill=00000000 | rows=[338] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P339 | value='..' | fill=00000000 | rows=[338] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q339 | value='..' | fill=00000000 | rows=[338] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R339 | value='..' | fill=00000000 | rows=[338] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S339 | value='..' | fill=00000000 | rows=[338] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T339 | value='..' | fill=00000000 | rows=[338] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U339 | value='..' | fill=00000000 | rows=[338] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B340 | value='Circular of the Ministry of Finance on the Subsidy Standards for the Development and Utilization of Coalbed Methane (Gas) during the "Thirteenth Five-Year Plan" Period' | fill=FFE2F2FB | rows=[339] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C340 | value='Total' | fill=FFE2F2FB | rows=[339] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B341 | value='Circular of the Ministry of Finance on the Subsidy Standards for the Development and Utilization of Coalbed Methane (Gas) during the "Thirteenth Five-Year Plan" Period' | fill=FFE2F2FB | rows=[340] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C341 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[340] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B342 | value='Circular of the Ministry of Finance on the Subsidy Standards for the Development and Utilization of Coalbed Methane (Gas) during the "Thirteenth Five-Year Plan" Period' | fill=FFE2F2FB | rows=[341] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C342 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[341] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D342 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[341] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E342 | value='Natural Gas' | fill=FFE2F2FB | rows=[341] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F342 | value='Total economy' | fill=FFE2F2FB | rows=[341] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B343 | value='Circular of the Ministry of Finance on the Subsidy Standards for the Development and Utilization of Coalbed Methane (Gas) during the "Thirteenth Five-Year Plan" Period' | fill=FFE2F2FB | rows=[342] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C343 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[342] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D343 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[342] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E343 | value='Natural Gas' | fill=FFE2F2FB | rows=[342] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F343 | value='·  General government' | fill=FFE2F2FB | rows=[342] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B344 | value='Circular of the Ministry of Finance on the Subsidy Standards for the Development and Utilization of Coalbed Methane (Gas) during the "Thirteenth Five-Year Plan" Period' | fill=FFE2F2FB | rows=[343] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C344 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[343] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D344 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[343] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E344 | value='Natural Gas' | fill=FFE2F2FB | rows=[343] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F344 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[343] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H344 | value='..' | fill=00000000 | rows=[343] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I344 | value='..' | fill=00000000 | rows=[343] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J344 | value='..' | fill=00000000 | rows=[343] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K344 | value='..' | fill=00000000 | rows=[343] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L344 | value='..' | fill=00000000 | rows=[343] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M344 | value='..' | fill=00000000 | rows=[343] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N344 | value='..' | fill=00000000 | rows=[343] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O344 | value='..' | fill=00000000 | rows=[343] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P344 | value='..' | fill=00000000 | rows=[343] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q344 | value='..' | fill=00000000 | rows=[343] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R344 | value='..' | fill=00000000 | rows=[343] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S344 | value='..' | fill=00000000 | rows=[343] | cols=[18] | col_header=False | row_header=False | metadata=False
