=== food-table11.xlsx ===
Cell A1 | value='Per capita sales of food for all purchasers with taxes and tips, by State' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell H1119 | value='1943.7' | fill=00000000 | rows=[1118] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1120 | value='2005' | fill=00000000 | rows=[1119] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1120 | value='South Dakota' | fill=00000000 | rows=[1119] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1120 | value='1870.86' | fill=00000000 | rows=[1119] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1120 | value='1337.86' | fill=00000000 | rows=[1119] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1120 | value='3208.72' | fill=00000000 | rows=[1119] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1120 | value='1187.73' | fill=00000000 | rows=[1119] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1120 | value='826.69' | fill=00000000 | rows=[1119] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1120 | value='2014.43' | fill=00000000 | rows=[1119] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1121 | value='2006' | fill=00000000 | rows=[1120] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1121 | value='South Dakota' | fill=00000000 | rows=[1120] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1121 | value='1928.77' | fill=00000000 | rows=[1120] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1121 | value='1407.65' | fill=00000000 | rows=[1120] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1121 | value='3336.42' | fill=00000000 | rows=[1120] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1121 | value='1205.22' | fill=00000000 | rows=[1120] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1121 | value='846.74' | fill=00000000 | rows=[1120] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1121 | value='2051.96' | fill=00000000 | rows=[1120] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1122 | value='2007' | fill=00000000 | rows=[1121] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1122 | value='South Dakota' | fill=00000000 | rows=[1121] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1122 | value='2015.9' | fill=00000000 | rows=[1121] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1122 | value='1436.02' | fill=00000000 | rows=[1121] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1122 | value='3451.93' | fill=00000000 | rows=[1121] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1122 | value='1211.54' | fill=00000000 | rows=[1121] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1122 | value='835.06' | fill=00000000 | rows=[1121] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1122 | value='2046.6' | fill=00000000 | rows=[1121] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1123 | value='2008' | fill=00000000 | rows=[1122] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1123 | value='South Dakota' | fill=00000000 | rows=[1122] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1123 | value='2098.64' | fill=00000000 | rows=[1122] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1123 | value='1477.45' | fill=00000000 | rows=[1122] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1123 | value='3576.09' | fill=00000000 | rows=[1122] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1123 | value='1185.38' | fill=00000000 | rows=[1122] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1123 | value='820.27' | fill=00000000 | rows=[1122] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1123 | value='2005.65' | fill=00000000 | rows=[1122] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1124 | value='2009' | fill=00000000 | rows=[1123] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1124 | value='South Dakota' | fill=00000000 | rows=[1123] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1124 | value='2084.57' | fill=00000000 | rows=[1123] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1124 | value='1476.96' | fill=00000000 | rows=[1123] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1124 | value='3561.53' | fill=00000000 | rows=[1123] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1124 | value='1166.37' | fill=00000000 | rows=[1123] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1124 | value='790.49' | fill=00000000 | rows=[1123] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1124 | value='1956.86' | fill=00000000 | rows=[1123] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1125 | value='2010' | fill=00000000 | rows=[1124] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1125 | value='South Dakota' | fill=00000000 | rows=[1124] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1125 | value='2128.2' | fill=00000000 | rows=[1124] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1125 | value='1505.19' | fill=00000000 | rows=[1124] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1125 | value='3633.39' | fill=00000000 | rows=[1124] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1125 | value='1185.49' | fill=00000000 | rows=[1124] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1125 | value='796.84' | fill=00000000 | rows=[1124] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1125 | value='1982.33' | fill=00000000 | rows=[1124] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1126 | value='2011' | fill=00000000 | rows=[1125] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1126 | value='South Dakota' | fill=00000000 | rows=[1125] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1126 | value='2240.92' | fill=00000000 | rows=[1125] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1126 | value='1576.49' | fill=00000000 | rows=[1125] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1126 | value='3817.41' | fill=00000000 | rows=[1125] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1126 | value='1192.23' | fill=00000000 | rows=[1125] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1126 | value='814.07' | fill=00000000 | rows=[1125] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1126 | value='2006.3' | fill=00000000 | rows=[1125] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1127 | value='2012' | fill=00000000 | rows=[1126] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1127 | value='South Dakota' | fill=00000000 | rows=[1126] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1127 | value='2396.6' | fill=00000000 | rows=[1126] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1127 | value='1650.96' | fill=00000000 | rows=[1126] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1127 | value='4047.56' | fill=00000000 | rows=[1126] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1127 | value='1242.5' | fill=00000000 | rows=[1126] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1127 | value='828.43' | fill=00000000 | rows=[1126] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1127 | value='2070.93' | fill=00000000 | rows=[1126] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1128 | value='2013' | fill=00000000 | rows=[1127] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1128 | value='South Dakota' | fill=00000000 | rows=[1127] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1128 | value='2364.87' | fill=00000000 | rows=[1127] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1128 | value='1720.44' | fill=00000000 | rows=[1127] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1128 | value='4085.31' | fill=00000000 | rows=[1127] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1128 | value='1219.3' | fill=00000000 | rows=[1127] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1128 | value='842.96' | fill=00000000 | rows=[1127] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1128 | value='2062.26' | fill=00000000 | rows=[1127] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1129 | value='2014' | fill=00000000 | rows=[1128] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1129 | value='South Dakota' | fill=00000000 | rows=[1128] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1129 | value='2389.09' | fill=00000000 | rows=[1128] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1129 | value='1835.49' | fill=00000000 | rows=[1128] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1129 | value='4224.58' | fill=00000000 | rows=[1128] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1129 | value='1201.95' | fill=00000000 | rows=[1128] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1129 | value='875.14' | fill=00000000 | rows=[1128] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1129 | value='2077.09' | fill=00000000 | rows=[1128] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1130 | value='2015' | fill=00000000 | rows=[1129] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1130 | value='South Dakota' | fill=00000000 | rows=[1129] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1130 | value='2382.16' | fill=00000000 | rows=[1129] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1130 | value='1973.88' | fill=00000000 | rows=[1129] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1130 | value='4356.04' | fill=00000000 | rows=[1129] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1130 | value='1191.88' | fill=00000000 | rows=[1129] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1130 | value='913.21' | fill=00000000 | rows=[1129] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1130 | value='2105.09' | fill=00000000 | rows=[1129] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1131 | value='2016' | fill=00000000 | rows=[1130] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1131 | value='South Dakota' | fill=00000000 | rows=[1130] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1131 | value='2442.51' | fill=00000000 | rows=[1130] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1131 | value='2080.63' | fill=00000000 | rows=[1130] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1131 | value='4523.14' | fill=00000000 | rows=[1130] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1131 | value='1238.54' | fill=00000000 | rows=[1130] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1131 | value='938.59' | fill=00000000 | rows=[1130] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1131 | value='2177.14' | fill=00000000 | rows=[1130] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1132 | value='2017' | fill=00000000 | rows=[1131] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1132 | value='South Dakota' | fill=00000000 | rows=[1131] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1132 | value='2472.92' | fill=00000000 | rows=[1131] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1132 | value='2194.46' | fill=00000000 | rows=[1131] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1132 | value='4667.38' | fill=00000000 | rows=[1131] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1132 | value='1258.45' | fill=00000000 | rows=[1131] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1132 | value='973.67' | fill=00000000 | rows=[1131] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1132 | value='2232.13' | fill=00000000 | rows=[1131] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1133 | value='2018' | fill=00000000 | rows=[1132] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1133 | value='South Dakota' | fill=00000000 | rows=[1132] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1133 | value='2470.4' | fill=00000000 | rows=[1132] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1133 | value='2259.1' | fill=00000000 | rows=[1132] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1133 | value='4729.49' | fill=00000000 | rows=[1132] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1133 | value='1256.8' | fill=00000000 | rows=[1132] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1133 | value='978.95' | fill=00000000 | rows=[1132] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1133 | value='2235.75' | fill=00000000 | rows=[1132] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1134 | value='2019' | fill=00000000 | rows=[1133] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1134 | value='South Dakota' | fill=00000000 | rows=[1133] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1134 | value='2466.31' | fill=00000000 | rows=[1133] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1134 | value='2311.53' | fill=00000000 | rows=[1133] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1134 | value='4777.83' | fill=00000000 | rows=[1133] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1134 | value='1248.57' | fill=00000000 | rows=[1133] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1134 | value='975.6' | fill=00000000 | rows=[1133] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1134 | value='2224.17' | fill=00000000 | rows=[1133] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1135 | value='2020' | fill=00000000 | rows=[1134] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1135 | value='South Dakota' | fill=00000000 | rows=[1134] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1135 | value='2555.42' | fill=00000000 | rows=[1134] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1135 | value='2133.67' | fill=00000000 | rows=[1134] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1135 | value='4689.09' | fill=00000000 | rows=[1134] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1135 | value='1257.38' | fill=00000000 | rows=[1134] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1135 | value='878.17' | fill=00000000 | rows=[1134] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1135 | value='2135.55' | fill=00000000 | rows=[1134] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1136 | value='2021' | fill=00000000 | rows=[1135] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1136 | value='South Dakota' | fill=00000000 | rows=[1135] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1136 | value='2771.14' | fill=00000000 | rows=[1135] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1136 | value='2702.36' | fill=00000000 | rows=[1135] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1136 | value='5473.5' | fill=00000000 | rows=[1135] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1136 | value='1318.32' | fill=00000000 | rows=[1135] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1136 | value='1058.39' | fill=00000000 | rows=[1135] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1136 | value='2376.71' | fill=00000000 | rows=[1135] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1137 | value='2022' | fill=00000000 | rows=[1136] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1137 | value='South Dakota' | fill=00000000 | rows=[1136] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1137 | value='2846.13' | fill=00000000 | rows=[1136] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1137 | value='2941.99' | fill=00000000 | rows=[1136] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1137 | value='5788.12' | fill=00000000 | rows=[1136] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1137 | value='1199.74' | fill=00000000 | rows=[1136] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1137 | value='1059.7' | fill=00000000 | rows=[1136] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1137 | value='2259.44' | fill=00000000 | rows=[1136] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1138 | value='2023' | fill=00000000 | rows=[1137] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1138 | value='South Dakota' | fill=00000000 | rows=[1137] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1138 | value='2862.96' | fill=00000000 | rows=[1137] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1138 | value='3117.44' | fill=00000000 | rows=[1137] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1138 | value='5980.4' | fill=00000000 | rows=[1137] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1138 | value='1147.01' | fill=00000000 | rows=[1137] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1138 | value='1051.28' | fill=00000000 | rows=[1137] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1138 | value='2198.28' | fill=00000000 | rows=[1137] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1139 | value='1997' | fill=00000000 | rows=[1138] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1139 | value='Tennessee' | fill=00000000 | rows=[1138] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1139 | value='990.56' | fill=00000000 | rows=[1138] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1139 | value='1068.08' | fill=00000000 | rows=[1138] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1139 | value='2058.64' | fill=00000000 | rows=[1138] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1139 | value='736.7' | fill=00000000 | rows=[1138] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1139 | value='820.16' | fill=00000000 | rows=[1138] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1139 | value='1556.86' | fill=00000000 | rows=[1138] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1140 | value='1998' | fill=00000000 | rows=[1139] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1140 | value='Tennessee' | fill=00000000 | rows=[1139] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1140 | value='1191.58' | fill=00000000 | rows=[1139] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1140 | value='1104.35' | fill=00000000 | rows=[1139] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1140 | value='2295.93' | fill=00000000 | rows=[1139] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1140 | value='873.27' | fill=00000000 | rows=[1139] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1140 | value='826.24' | fill=00000000 | rows=[1139] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1140 | value='1699.51' | fill=00000000 | rows=[1139] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1141 | value='1999' | fill=00000000 | rows=[1140] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1141 | value='Tennessee' | fill=00000000 | rows=[1140] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1141 | value='1276.29' | fill=00000000 | rows=[1140] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1141 | value='1138.58' | fill=00000000 | rows=[1140] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1141 | value='2414.87' | fill=00000000 | rows=[1140] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1141 | value='920.75' | fill=00000000 | rows=[1140] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1141 | value='831.52' | fill=00000000 | rows=[1140] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1141 | value='1752.27' | fill=00000000 | rows=[1140] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1142 | value='2000' | fill=00000000 | rows=[1141] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1142 | value='Tennessee' | fill=00000000 | rows=[1141] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1142 | value='1278.02' | fill=00000000 | rows=[1141] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1142 | value='1188.26' | fill=00000000 | rows=[1141] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1142 | value='2466.27' | fill=00000000 | rows=[1141] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1142 | value='897.88' | fill=00000000 | rows=[1141] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1142 | value='848.56' | fill=00000000 | rows=[1141] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1142 | value='1746.43' | fill=00000000 | rows=[1141] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1143 | value='2001' | fill=00000000 | rows=[1142] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1143 | value='Tennessee' | fill=00000000 | rows=[1142] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1143 | value='1355.99' | fill=00000000 | rows=[1142] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1143 | value='1225.23' | fill=00000000 | rows=[1142] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1143 | value='2581.22' | fill=00000000 | rows=[1142] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1143 | value='926.18' | fill=00000000 | rows=[1142] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1143 | value='852.09' | fill=00000000 | rows=[1142] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1143 | value='1778.27' | fill=00000000 | rows=[1142] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1144 | value='2002' | fill=00000000 | rows=[1143] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1144 | value='Tennessee' | fill=00000000 | rows=[1143] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1144 | value='1467.28' | fill=00000000 | rows=[1143] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1144 | value='1274.35' | fill=00000000 | rows=[1143] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1144 | value='2741.63' | fill=00000000 | rows=[1143] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1144 | value='989.32' | fill=00000000 | rows=[1143] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1144 | value='866.56' | fill=00000000 | rows=[1143] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1144 | value='1855.88' | fill=00000000 | rows=[1143] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1145 | value='2003' | fill=00000000 | rows=[1144] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1145 | value='Tennessee' | fill=00000000 | rows=[1144] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1145 | value='1508.57' | fill=00000000 | rows=[1144] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1145 | value='1357.42' | fill=00000000 | rows=[1144] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1145 | value='2865.99' | fill=00000000 | rows=[1144] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1145 | value='995.66' | fill=00000000 | rows=[1144] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1145 | value='901.51' | fill=00000000 | rows=[1144] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1145 | value='1897.17' | fill=00000000 | rows=[1144] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1146 | value='2004' | fill=00000000 | rows=[1145] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1146 | value='Tennessee' | fill=00000000 | rows=[1145] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1146 | value='1584.77' | fill=00000000 | rows=[1145] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1146 | value='1438.01' | fill=00000000 | rows=[1145] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1146 | value='3022.79' | fill=00000000 | rows=[1145] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1146 | value='1006.28' | fill=00000000 | rows=[1145] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1146 | value='926.38' | fill=00000000 | rows=[1145] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1146 | value='1932.66' | fill=00000000 | rows=[1145] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1147 | value='2005' | fill=00000000 | rows=[1146] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1147 | value='Tennessee' | fill=00000000 | rows=[1146] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1147 | value='1659.29' | fill=00000000 | rows=[1146] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1147 | value='1511.81' | fill=00000000 | rows=[1146] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1147 | value='3171.1' | fill=00000000 | rows=[1146] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1147 | value='1032.59' | fill=00000000 | rows=[1146] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1147 | value='946.52' | fill=00000000 | rows=[1146] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1147 | value='1979.11' | fill=00000000 | rows=[1146] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1148 | value='2006' | fill=00000000 | rows=[1147] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1148 | value='Tennessee' | fill=00000000 | rows=[1147] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1148 | value='1736.63' | fill=00000000 | rows=[1147] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1148 | value='1583.69' | fill=00000000 | rows=[1147] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1148 | value='3320.32' | fill=00000000 | rows=[1147] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1148 | value='1060.15' | fill=00000000 | rows=[1147] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1148 | value='962.01' | fill=00000000 | rows=[1147] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1148 | value='2022.16' | fill=00000000 | rows=[1147] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1149 | value='2007' | fill=00000000 | rows=[1148] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1149 | value='Tennessee' | fill=00000000 | rows=[1148] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1149 | value='1844.03' | fill=00000000 | rows=[1148] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1149 | value='1631.22' | fill=00000000 | rows=[1148] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1149 | value='3475.26' | fill=00000000 | rows=[1148] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1149 | value='1080.41' | fill=00000000 | rows=[1148] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1149 | value='958.15' | fill=00000000 | rows=[1148] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1149 | value='2038.55' | fill=00000000 | rows=[1148] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A1150 | value='2008' | fill=00000000 | rows=[1149] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B1150 | value='Tennessee' | fill=00000000 | rows=[1149] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1150 | value='1925.13' | fill=00000000 | rows=[1149] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1150 | value='1646.94' | fill=00000000 | rows=[1149] | cols=[3] | col_header=False | row_header=False | metadata=False
