=== education-table19.xlsx ===
Cell A2 | value='Number and percentage of public school students retained, by race/ethnicity, disability status, and English proficiency, by gender and grade: School Year 2011-12' | fill=FF00B0F0 | rows=[1] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25] | col_header=False | row_header=False | metadata=True
Cell P35 | value='0.202516996962245' | fill=None | rows=[34] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q35 | value='136' | fill=None | rows=[34] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R35 | value='0.655769323496794' | fill=None | rows=[34] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S35 | value='784' | fill=None | rows=[34] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T35 | value='3.78031727662857' | fill=None | rows=[34] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U35 | value='48' | fill=None | rows=[34] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V35 | value='0.23144799652828' | fill=None | rows=[34] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W35 | value='4447' | fill=None | rows=[34] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X35 | value='21.4426925116929' | fill=None | rows=[34] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y35 | value='2424' | fill=None | rows=[34] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z35 | value='99.7524752475248' | fill=None | rows=[34] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B36 | value='Total' | fill=00000000 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='20739' | fill=00000000 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='100' | fill=00000000 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='135' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='0.650947490235788' | fill=00000000 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='505' | fill=00000000 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='2.43502579680795' | fill=00000000 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='15999' | fill=00000000 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='77.1445103428323' | fill=00000000 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='1633' | fill=00000000 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='7.87405371522253' | fill=00000000 | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='2056' | fill=00000000 | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='9.913689184628' | fill=00000000 | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='104' | fill=00000000 | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='0.501470659144607' | fill=00000000 | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='307' | fill=00000000 | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='1.48030281112879' | fill=00000000 | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S36 | value='2779' | fill=00000000 | rows=[35] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T36 | value='13.3998746323352' | fill=00000000 | rows=[35] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U36 | value='168' | fill=00000000 | rows=[35] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V36 | value='0.81006798784898' | fill=00000000 | rows=[35] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W36 | value='11448' | fill=00000000 | rows=[35] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X36 | value='55.2003471719948' | fill=00000000 | rows=[35] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y36 | value='2424' | fill=00000000 | rows=[35] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z36 | value='99.7524752475248' | fill=00000000 | rows=[35] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A37 | value='10' | fill=00000000 | rows=[36, 37, 38] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B37 | value='Male' | fill=None | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='11383' | fill=None | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='57.8257556515113' | fill=None | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='82' | fill=None | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='0.416560833121666' | fill=None | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='1533' | fill=None | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='7.78765557531115' | fill=None | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='7013' | fill=None | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='35.6261112522225' | fill=None | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='1027' | fill=None | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='5.21717043434087' | fill=None | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='1463' | fill=None | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='7.43205486410973' | fill=None | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='89' | fill=None | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='0.452120904241809' | fill=None | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='176' | fill=None | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='0.894081788163576' | fill=None | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='1705' | fill=None | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='8.66141732283465' | fill=None | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='106' | fill=None | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V37 | value='0.538481076962154' | fill=None | rows=[36] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W37 | value='4727' | fill=None | rows=[36] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X37 | value='24.0132080264161' | fill=None | rows=[36] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y37 | value='2500' | fill=None | rows=[36] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z37 | value='99.84' | fill=None | rows=[36] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B38 | value='Female' | fill=00000000 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='8302' | fill=00000000 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='42.1742443484887' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='58' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='0.294640589281179' | fill=00000000 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='1317' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='6.69037338074676' | fill=00000000 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='5015' | fill=00000000 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='25.4762509525019' | fill=00000000 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='728' | fill=00000000 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='3.69824739649479' | fill=00000000 | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='987' | fill=00000000 | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='5.01397002794006' | fill=00000000 | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='75' | fill=00000000 | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='0.381000762001524' | fill=00000000 | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='122' | fill=00000000 | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='0.619761239522479' | fill=00000000 | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S38 | value='756' | fill=00000000 | rows=[37] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T38 | value='3.84048768097536' | fill=00000000 | rows=[37] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U38 | value='51' | fill=00000000 | rows=[37] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V38 | value='0.259080518161036' | fill=00000000 | rows=[37] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W38 | value='3118' | fill=00000000 | rows=[37] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X38 | value='15.8394716789434' | fill=00000000 | rows=[37] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y38 | value='2500' | fill=00000000 | rows=[37] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z38 | value='99.84' | fill=00000000 | rows=[37] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B39 | value='Total' | fill=None | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='19685' | fill=None | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='100' | fill=None | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='140' | fill=None | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='0.711201422402845' | fill=None | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='2850' | fill=None | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='14.4780289560579' | fill=None | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='12028' | fill=None | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='61.1023622047244' | fill=None | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='1755' | fill=None | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L39 | value='8.91541783083566' | fill=None | rows=[38] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M39 | value='2450' | fill=None | rows=[38] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N39 | value='12.4460248920498' | fill=None | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O39 | value='164' | fill=None | rows=[38] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P39 | value='0.833121666243333' | fill=None | rows=[38] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q39 | value='298' | fill=None | rows=[38] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R39 | value='1.51384302768606' | fill=None | rows=[38] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S39 | value='2461' | fill=None | rows=[38] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T39 | value='12.50190500381' | fill=None | rows=[38] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U39 | value='157' | fill=None | rows=[38] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V39 | value='0.79756159512319' | fill=None | rows=[38] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W39 | value='7845' | fill=None | rows=[38] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X39 | value='39.8526797053594' | fill=None | rows=[38] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y39 | value='2500' | fill=None | rows=[38] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z39 | value='99.84' | fill=None | rows=[38] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A40 | value='11' | fill=None | rows=[39, 40, 41] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B40 | value='Male' | fill=00000000 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='9326' | fill=00000000 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='56.9526717557252' | fill=00000000 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='72' | fill=00000000 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='0.43969465648855' | fill=00000000 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='1524' | fill=00000000 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='9.30687022900763' | fill=00000000 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='5430' | fill=00000000 | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J40 | value='33.1603053435115' | fill=00000000 | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K40 | value='764' | fill=00000000 | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L40 | value='4.66564885496183' | fill=00000000 | rows=[39] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M40 | value='1322' | fill=00000000 | rows=[39] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N40 | value='8.07328244274809' | fill=00000000 | rows=[39] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O40 | value='85' | fill=00000000 | rows=[39] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P40 | value='0.519083969465649' | fill=00000000 | rows=[39] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q40 | value='129' | fill=00000000 | rows=[39] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R40 | value='0.787786259541985' | fill=00000000 | rows=[39] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S40 | value='1374' | fill=00000000 | rows=[39] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T40 | value='8.39083969465649' | fill=00000000 | rows=[39] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U40 | value='86' | fill=00000000 | rows=[39] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V40 | value='0.525190839694657' | fill=00000000 | rows=[39] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W40 | value='3398' | fill=00000000 | rows=[39] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X40 | value='20.7511450381679' | fill=00000000 | rows=[39] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y40 | value='2511' | fill=00000000 | rows=[39] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z40 | value='99.8407009159697' | fill=00000000 | rows=[39] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B41 | value='Female' | fill=None | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='7049' | fill=None | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='43.0473282442748' | fill=None | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='52' | fill=None | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='0.317557251908397' | fill=None | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='1364' | fill=None | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='8.32977099236641' | fill=None | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='3942' | fill=None | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='24.0732824427481' | fill=None | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='596' | fill=None | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L41 | value='3.63969465648855' | fill=None | rows=[40] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M41 | value='935' | fill=None | rows=[40] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N41 | value='5.70992366412214' | fill=None | rows=[40] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O41 | value='58' | fill=None | rows=[40] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P41 | value='0.354198473282443' | fill=None | rows=[40] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q41 | value='102' | fill=None | rows=[40] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R41 | value='0.622900763358779' | fill=None | rows=[40] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S41 | value='610' | fill=None | rows=[40] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T41 | value='3.72519083969466' | fill=None | rows=[40] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U41 | value='37' | fill=None | rows=[40] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V41 | value='0.225954198473282' | fill=None | rows=[40] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W41 | value='2408' | fill=None | rows=[40] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X41 | value='14.7053435114504' | fill=None | rows=[40] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y41 | value='2511' | fill=None | rows=[40] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z41 | value='99.8407009159697' | fill=None | rows=[40] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B42 | value='Total' | fill=00000000 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='16375' | fill=00000000 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='100' | fill=00000000 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='124' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='0.757251908396947' | fill=00000000 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='2888' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='17.636641221374' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='9372' | fill=00000000 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='57.2335877862595' | fill=00000000 | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='1360' | fill=00000000 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='8.30534351145038' | fill=00000000 | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M42 | value='2257' | fill=00000000 | rows=[41] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N42 | value='13.7832061068702' | fill=00000000 | rows=[41] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O42 | value='143' | fill=00000000 | rows=[41] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P42 | value='0.873282442748092' | fill=00000000 | rows=[41] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q42 | value='231' | fill=00000000 | rows=[41] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R42 | value='1.41068702290076' | fill=00000000 | rows=[41] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S42 | value='1984' | fill=00000000 | rows=[41] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T42 | value='12.1160305343511' | fill=00000000 | rows=[41] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U42 | value='123' | fill=00000000 | rows=[41] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V42 | value='0.751145038167939' | fill=00000000 | rows=[41] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W42 | value='5806' | fill=00000000 | rows=[41] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X42 | value='35.4564885496183' | fill=00000000 | rows=[41] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y42 | value='2511' | fill=00000000 | rows=[41] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z42 | value='99.8407009159697' | fill=00000000 | rows=[41] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A43 | value='12' | fill=00000000 | rows=[42, 43, 44] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B43 | value='Male' | fill=None | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='13172' | fill=None | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='57.9779039570404' | fill=None | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='100' | fill=None | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='0.440160218319468' | fill=None | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='2168' | fill=None | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='9.54267353316607' | fill=None | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='7281' | fill=None | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='32.0480654958405' | fill=None | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='1335' | fill=None | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='5.8761389145649' | fill=None | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M43 | value='1970' | fill=None | rows=[42] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N43 | value='8.67115630089353' | fill=None | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='129' | fill=None | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P43 | value='0.567806681632114' | fill=None | rows=[42] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q43 | value='189' | fill=None | rows=[42] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R43 | value='0.831902812623795' | fill=None | rows=[42] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S43 | value='3480' | fill=None | rows=[42] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T43 | value='15.3175755975175' | fill=None | rows=[42] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U43 | value='146' | fill=None | rows=[42] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V43 | value='0.642633918746424' | fill=None | rows=[42] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W43 | value='4437' | fill=None | rows=[42] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X43 | value='19.5299088868348' | fill=None | rows=[42] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y43 | value='2478' | fill=None | rows=[42] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z43 | value='99.8385794995964' | fill=None | rows=[42] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B44 | value='Female' | fill=00000000 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='9547' | fill=00000000 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='42.0220960429596' | fill=00000000 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='66' | fill=00000000 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='0.290505744090849' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='1825' | fill=00000000 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='8.0329239843303' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='5110' | fill=00000000 | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='22.4921871561248' | fill=00000000 | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='968' | fill=00000000 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L44 | value='4.26075091333245' | fill=00000000 | rows=[43] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M44 | value='1356' | fill=00000000 | rows=[43] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N44 | value='5.96857256041199' | fill=00000000 | rows=[43] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O44 | value='95' | fill=00000000 | rows=[43] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P44 | value='0.418152207403495' | fill=00000000 | rows=[43] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q44 | value='127' | fill=00000000 | rows=[43] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R44 | value='0.559003477265725' | fill=00000000 | rows=[43] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S44 | value='1868' | fill=00000000 | rows=[43] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T44 | value='8.22219287820767' | fill=00000000 | rows=[43] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U44 | value='104' | fill=00000000 | rows=[43] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V44 | value='0.457766627052247' | fill=00000000 | rows=[43] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W44 | value='3085' | fill=00000000 | rows=[43] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X44 | value='13.5789427351556' | fill=00000000 | rows=[43] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y44 | value='2478' | fill=00000000 | rows=[43] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z44 | value='99.8385794995964' | fill=00000000 | rows=[43] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B45 | value='Total' | fill=None | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='22719' | fill=None | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='100' | fill=None | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='166' | fill=None | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='0.730665962410317' | fill=None | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='3993' | fill=None | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='17.5755975174964' | fill=None | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='12391' | fill=None | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='54.5402526519653' | fill=None | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='2303' | fill=None | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L45 | value='10.1368898278974' | fill=None | rows=[44] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M45 | value='3326' | fill=None | rows=[44] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N45 | value='14.6397288613055' | fill=None | rows=[44] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O45 | value='224' | fill=None | rows=[44] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P45 | value='0.985958889035609' | fill=None | rows=[44] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q45 | value='316' | fill=None | rows=[44] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R45 | value='1.39090628988952' | fill=None | rows=[44] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S45 | value='5348' | fill=None | rows=[44] | cols=[18] | col_header=False | row_header=False | metadata=False
