=== economy-table26.xlsx ===
Cell B1 | value='Annual government non-financial accounts and key indicators (for 'Developer API')' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell M281 | value='-1928' | fill=00000000 | rows=[280] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell P281 | value='3575' | fill=00000000 | rows=[280] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B282 | value='·  ·  Total government expenditure' | fill=FFE2F2FB | rows=[281] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F282 | value='248647' | fill=00000000 | rows=[281] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I282 | value='256563' | fill=00000000 | rows=[281] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L282 | value='271521' | fill=00000000 | rows=[281] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O282 | value='279676' | fill=00000000 | rows=[281] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R282 | value='291596' | fill=00000000 | rows=[281] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B283 | value='·  ·  Total government revenue' | fill=FFE2F2FB | rows=[282] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E283 | value='250480' | fill=00000000 | rows=[282] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H283 | value='254334' | fill=00000000 | rows=[282] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K283 | value='267489' | fill=00000000 | rows=[282] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N283 | value='277748' | fill=00000000 | rows=[282] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q283 | value='295171' | fill=00000000 | rows=[282] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B284 | value='Institutional sector: Social security funds' | fill=00000000 | rows=[283] | cols=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] | col_header=False | row_header=False | metadata=False
Cell B285 | value='Production account' | fill=FFE2F2FB | rows=[284] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B286 | value='·  Output' | fill=FFE2F2FB | rows=[285] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E286 | value='5915' | fill=00000000 | rows=[285] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H286 | value='6018' | fill=00000000 | rows=[285] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K286 | value='6039' | fill=00000000 | rows=[285] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N286 | value='6560' | fill=00000000 | rows=[285] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q286 | value='6955' | fill=00000000 | rows=[285] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B287 | value='·  ·  Market output and output for own final use' | fill=FFE2F2FB | rows=[286] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E287 | value='424' | fill=00000000 | rows=[286] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H287 | value='415' | fill=00000000 | rows=[286] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K287 | value='397' | fill=00000000 | rows=[286] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N287 | value='366' | fill=00000000 | rows=[286] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q287 | value='371' | fill=00000000 | rows=[286] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B288 | value='·  ·  ·  Market output' | fill=FFE2F2FB | rows=[287] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E288 | value='269' | fill=00000000 | rows=[287] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H288 | value='250' | fill=00000000 | rows=[287] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K288 | value='241' | fill=00000000 | rows=[287] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N288 | value='217' | fill=00000000 | rows=[287] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q288 | value='224' | fill=00000000 | rows=[287] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B289 | value='·  ·  ·  Output for own final use' | fill=FFE2F2FB | rows=[288] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E289 | value='155' | fill=00000000 | rows=[288] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H289 | value='165' | fill=00000000 | rows=[288] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K289 | value='156' | fill=00000000 | rows=[288] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N289 | value='149' | fill=00000000 | rows=[288] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q289 | value='147' | fill=00000000 | rows=[288] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B290 | value='·  ·  Non-market output' | fill=FFE2F2FB | rows=[289] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E290 | value='5491' | fill=00000000 | rows=[289] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H290 | value='5603' | fill=00000000 | rows=[289] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K290 | value='5642' | fill=00000000 | rows=[289] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N290 | value='6194' | fill=00000000 | rows=[289] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q290 | value='6584' | fill=00000000 | rows=[289] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B291 | value='·  ·  ·  Payments for other non-market output' | fill=FFE2F2FB | rows=[290] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E291 | value='119' | fill=00000000 | rows=[290] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H291 | value='106' | fill=00000000 | rows=[290] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K291 | value='124' | fill=00000000 | rows=[290] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N291 | value='115' | fill=00000000 | rows=[290] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q291 | value='118' | fill=00000000 | rows=[290] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B292 | value='·  ·  ·  Other non-market output, n.e.c.' | fill=FFE2F2FB | rows=[291] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E292 | value='5372' | fill=00000000 | rows=[291] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H292 | value='5497' | fill=00000000 | rows=[291] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K292 | value='5518' | fill=00000000 | rows=[291] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N292 | value='6079' | fill=00000000 | rows=[291] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q292 | value='6466' | fill=00000000 | rows=[291] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B293 | value='·  ·  Market output, output for own final use and payments for other non-market output' | fill=FFE2F2FB | rows=[292] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E293 | value='543' | fill=00000000 | rows=[292] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H293 | value='521' | fill=00000000 | rows=[292] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K293 | value='521' | fill=00000000 | rows=[292] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N293 | value='481' | fill=00000000 | rows=[292] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q293 | value='489' | fill=00000000 | rows=[292] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B294 | value='·  Intermediate consumption' | fill=FFE2F2FB | rows=[293] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F294 | value='1884' | fill=00000000 | rows=[293] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I294 | value='1991' | fill=00000000 | rows=[293] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L294 | value='2053' | fill=00000000 | rows=[293] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O294 | value='2461' | fill=00000000 | rows=[293] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R294 | value='2670' | fill=00000000 | rows=[293] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B295 | value='·  Value added, gross' | fill=FFE2F2FB | rows=[294] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D295 | value='4031' | fill=00000000 | rows=[294] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G295 | value='4027' | fill=00000000 | rows=[294] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell J295 | value='3986' | fill=00000000 | rows=[294] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell M295 | value='4099' | fill=00000000 | rows=[294] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell P295 | value='4285' | fill=00000000 | rows=[294] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B296 | value='·  ·  Consumption of fixed capital' | fill=FFE2F2FB | rows=[295] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F296 | value='970' | fill=00000000 | rows=[295] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I296 | value='965' | fill=00000000 | rows=[295] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L296 | value='994' | fill=00000000 | rows=[295] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O296 | value='1030' | fill=00000000 | rows=[295] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R296 | value='1048' | fill=00000000 | rows=[295] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B297 | value='·  Value added, net' | fill=FFE2F2FB | rows=[296] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D297 | value='3061' | fill=00000000 | rows=[296] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G297 | value='3062' | fill=00000000 | rows=[296] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell J297 | value='2992' | fill=00000000 | rows=[296] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell M297 | value='3069' | fill=00000000 | rows=[296] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell P297 | value='3237' | fill=00000000 | rows=[296] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B298 | value='Generation of income account' | fill=FFE2F2FB | rows=[297] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B299 | value='·  Compensation of employees' | fill=FFE2F2FB | rows=[298] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F299 | value='2901' | fill=00000000 | rows=[298] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I299 | value='2902' | fill=00000000 | rows=[298] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L299 | value='2837' | fill=00000000 | rows=[298] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O299 | value='2910' | fill=00000000 | rows=[298] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R299 | value='3069' | fill=00000000 | rows=[298] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B300 | value='·  ·  Wages and salaries' | fill=FFE2F2FB | rows=[299] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F300 | value='1887' | fill=00000000 | rows=[299] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I300 | value='1888' | fill=00000000 | rows=[299] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L300 | value='1829' | fill=00000000 | rows=[299] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O300 | value='1867' | fill=00000000 | rows=[299] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R300 | value='1974' | fill=00000000 | rows=[299] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B301 | value='·  ·  Employers' social contributions' | fill=FFE2F2FB | rows=[300] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F301 | value='1014' | fill=00000000 | rows=[300] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I301 | value='1014' | fill=00000000 | rows=[300] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L301 | value='1008' | fill=00000000 | rows=[300] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O301 | value='1043' | fill=00000000 | rows=[300] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R301 | value='1095' | fill=00000000 | rows=[300] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B302 | value='·  Other taxes on production' | fill=FFE2F2FB | rows=[301] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F302 | value='160' | fill=00000000 | rows=[301] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I302 | value='160' | fill=00000000 | rows=[301] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L302 | value='155' | fill=00000000 | rows=[301] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O302 | value='159' | fill=00000000 | rows=[301] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R302 | value='168' | fill=00000000 | rows=[301] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B303 | value='·  Other subsidies on production' | fill=FFE2F2FB | rows=[302] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E303 | value='0' | fill=00000000 | rows=[302] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F303 | value='1312' | fill=00000000 | rows=[302] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H303 | value='0' | fill=00000000 | rows=[302] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I303 | value='1477' | fill=00000000 | rows=[302] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K303 | value='0' | fill=00000000 | rows=[302] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L303 | value='2678' | fill=00000000 | rows=[302] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N303 | value='0' | fill=00000000 | rows=[302] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O303 | value='3649' | fill=00000000 | rows=[302] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q303 | value='0' | fill=00000000 | rows=[302] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R303 | value='5453' | fill=00000000 | rows=[302] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B304 | value='·  Operating surplus, net' | fill=FFE2F2FB | rows=[303] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D304 | value='0' | fill=00000000 | rows=[303] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G304 | value='0' | fill=00000000 | rows=[303] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell J304 | value='0' | fill=00000000 | rows=[303] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell M304 | value='0' | fill=00000000 | rows=[303] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell P304 | value='0' | fill=00000000 | rows=[303] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B305 | value='Allocation of primary income account' | fill=FFE2F2FB | rows=[304] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B306 | value='·  Taxes on production and imports' | fill=FFE2F2FB | rows=[305] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B307 | value='·  ·  Other taxes on production' | fill=FFE2F2FB | rows=[306] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F307 | value='160' | fill=00000000 | rows=[306] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I307 | value='160' | fill=00000000 | rows=[306] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L307 | value='155' | fill=00000000 | rows=[306] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O307 | value='159' | fill=00000000 | rows=[306] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R307 | value='168' | fill=00000000 | rows=[306] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B308 | value='·  Subsidies on production and imports' | fill=FFE2F2FB | rows=[307] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F308 | value='1312' | fill=00000000 | rows=[307] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I308 | value='1477' | fill=00000000 | rows=[307] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L308 | value='2678' | fill=00000000 | rows=[307] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O308 | value='3649' | fill=00000000 | rows=[307] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R308 | value='5453' | fill=00000000 | rows=[307] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B309 | value='·  ·  Subsidies on products' | fill=FFE2F2FB | rows=[308] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F309 | value='0' | fill=00000000 | rows=[308] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I309 | value='0' | fill=00000000 | rows=[308] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L309 | value='0' | fill=00000000 | rows=[308] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O309 | value='0' | fill=00000000 | rows=[308] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R309 | value='0' | fill=00000000 | rows=[308] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B310 | value='·  ·  Other subsidies on production' | fill=FFE2F2FB | rows=[309] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E310 | value='0' | fill=00000000 | rows=[309] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F310 | value='1312' | fill=00000000 | rows=[309] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H310 | value='0' | fill=00000000 | rows=[309] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I310 | value='1477' | fill=00000000 | rows=[309] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K310 | value='0' | fill=00000000 | rows=[309] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L310 | value='2678' | fill=00000000 | rows=[309] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N310 | value='0' | fill=00000000 | rows=[309] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O310 | value='3649' | fill=00000000 | rows=[309] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q310 | value='0' | fill=00000000 | rows=[309] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R310 | value='5453' | fill=00000000 | rows=[309] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B311 | value='·  Property income, Total economy' | fill=FFE2F2FB | rows=[310] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B312 | value='·  ·  Property income, General government' | fill=FFE2F2FB | rows=[311] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B313 | value='·  ·  ·  Property income, Central government' | fill=FFE2F2FB | rows=[312] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F313 | value='0' | fill=00000000 | rows=[312] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I313 | value='0' | fill=00000000 | rows=[312] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L313 | value='0' | fill=00000000 | rows=[312] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O313 | value='0' | fill=00000000 | rows=[312] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R313 | value='0' | fill=00000000 | rows=[312] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B314 | value='·  ·  ·  Property income, Local government' | fill=FFE2F2FB | rows=[313] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F314 | value='0' | fill=00000000 | rows=[313] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I314 | value='0' | fill=00000000 | rows=[313] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L314 | value='0' | fill=00000000 | rows=[313] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O314 | value='0' | fill=00000000 | rows=[313] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R314 | value='0' | fill=00000000 | rows=[313] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B315 | value='·  Property income' | fill=FFE2F2FB | rows=[314] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E315 | value='1785' | fill=00000000 | rows=[314] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F315 | value='17' | fill=00000000 | rows=[314] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H315 | value='1494' | fill=00000000 | rows=[314] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I315 | value='35' | fill=00000000 | rows=[314] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K315 | value='1685' | fill=00000000 | rows=[314] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L315 | value='14' | fill=00000000 | rows=[314] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N315 | value='2139' | fill=00000000 | rows=[314] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O315 | value='21' | fill=00000000 | rows=[314] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q315 | value='2021' | fill=00000000 | rows=[314] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R315 | value='23' | fill=00000000 | rows=[314] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B316 | value='·  ·  Interest' | fill=FFE2F2FB | rows=[315] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E316 | value='1047' | fill=00000000 | rows=[315] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F316 | value='17' | fill=00000000 | rows=[315] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H316 | value='841' | fill=00000000 | rows=[315] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I316 | value='35' | fill=00000000 | rows=[315] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K316 | value='856' | fill=00000000 | rows=[315] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L316 | value='14' | fill=00000000 | rows=[315] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N316 | value='1094' | fill=00000000 | rows=[315] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O316 | value='21' | fill=00000000 | rows=[315] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q316 | value='894' | fill=00000000 | rows=[315] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R316 | value='23' | fill=00000000 | rows=[315] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B317 | value='·  ·  ·  Interest before FISIM allocation' | fill=FFE2F2FB | rows=[316] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E317 | value='1033' | fill=00000000 | rows=[316] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F317 | value='19' | fill=00000000 | rows=[316] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H317 | value='835' | fill=00000000 | rows=[316] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I317 | value='37' | fill=00000000 | rows=[316] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K317 | value='847' | fill=00000000 | rows=[316] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L317 | value='15' | fill=00000000 | rows=[316] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N317 | value='1071' | fill=00000000 | rows=[316] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O317 | value='22' | fill=00000000 | rows=[316] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q317 | value='873' | fill=00000000 | rows=[316] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R317 | value='24' | fill=00000000 | rows=[316] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B318 | value='·  ·  Distributed income of corporations' | fill=FFE2F2FB | rows=[317] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E318 | value='128' | fill=00000000 | rows=[317] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H318 | value='110' | fill=00000000 | rows=[317] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K318 | value='129' | fill=00000000 | rows=[317] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N318 | value='169' | fill=00000000 | rows=[317] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q318 | value='182' | fill=00000000 | rows=[317] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B319 | value='·  ·  Reinvested earnings on FDI (excluding IF)' | fill=FFE2F2FB | rows=[318] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E319 | value='0' | fill=00000000 | rows=[318] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H319 | value='0' | fill=00000000 | rows=[318] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K319 | value='0' | fill=00000000 | rows=[318] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N319 | value='0' | fill=00000000 | rows=[318] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q319 | value='0' | fill=00000000 | rows=[318] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B320 | value='·  ·  Other investment income' | fill=FFE2F2FB | rows=[319] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E320 | value='610' | fill=00000000 | rows=[319] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H320 | value='543' | fill=00000000 | rows=[319] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K320 | value='700' | fill=00000000 | rows=[319] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N320 | value='876' | fill=00000000 | rows=[319] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q320 | value='945' | fill=00000000 | rows=[319] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B321 | value='·  ·  Rent' | fill=FFE2F2FB | rows=[320] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E321 | value='0' | fill=00000000 | rows=[320] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F321 | value='0' | fill=00000000 | rows=[320] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H321 | value='0' | fill=00000000 | rows=[320] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I321 | value='0' | fill=00000000 | rows=[320] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K321 | value='0' | fill=00000000 | rows=[320] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L321 | value='0' | fill=00000000 | rows=[320] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N321 | value='0' | fill=00000000 | rows=[320] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O321 | value='0' | fill=00000000 | rows=[320] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q321 | value='0' | fill=00000000 | rows=[320] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R321 | value='0' | fill=00000000 | rows=[320] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B322 | value='·  ·  Property income other than interest' | fill=FFE2F2FB | rows=[321] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E322 | value='738' | fill=00000000 | rows=[321] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F322 | value='0' | fill=00000000 | rows=[321] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H322 | value='653' | fill=00000000 | rows=[321] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I322 | value='0' | fill=00000000 | rows=[321] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K322 | value='829' | fill=00000000 | rows=[321] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L322 | value='0' | fill=00000000 | rows=[321] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N322 | value='1045' | fill=00000000 | rows=[321] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O322 | value='0' | fill=00000000 | rows=[321] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q322 | value='1127' | fill=00000000 | rows=[321] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R322 | value='0' | fill=00000000 | rows=[321] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B323 | value='·  Balance of primary incomes, net / National income, net' | fill=FFE2F2FB | rows=[322] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D323 | value='456' | fill=00000000 | rows=[322] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G323 | value='-18' | fill=00000000 | rows=[322] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell J323 | value='-1007' | fill=00000000 | rows=[322] | cols=[9] | col_header=False | row_header=False | metadata=False
