=== economy-table28.xlsx ===
Cell B1 | value='Fossil Fuel Support - Netherlands' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C177 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[176] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B178 | value='Remittance reduction with respect to investments for exploration and production of natural gas small fields in the North Sea (Small Fields Policy)' | fill=FFE2F2FB | rows=[177] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C178 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[177] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D178 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[177] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E178 | value='Petroleum' | fill=FFE2F2FB | rows=[177] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B179 | value='Remittance reduction with respect to investments for exploration and production of natural gas small fields in the North Sea (Small Fields Policy)' | fill=FFE2F2FB | rows=[178] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C179 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[178] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D179 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[178] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E179 | value='·  Natural Gas Liquids' | fill=FFE2F2FB | rows=[178] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F179 | value='Total economy' | fill=FFE2F2FB | rows=[178] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B180 | value='Remittance reduction with respect to investments for exploration and production of natural gas small fields in the North Sea (Small Fields Policy)' | fill=FFE2F2FB | rows=[179] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C180 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[179] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D180 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[179] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E180 | value='·  Natural Gas Liquids' | fill=FFE2F2FB | rows=[179] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F180 | value='·  General government' | fill=FFE2F2FB | rows=[179] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B181 | value='Remittance reduction with respect to investments for exploration and production of natural gas small fields in the North Sea (Small Fields Policy)' | fill=FFE2F2FB | rows=[180] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C181 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[180] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D181 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[180] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E181 | value='·  Natural Gas Liquids' | fill=FFE2F2FB | rows=[180] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F181 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[180] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H181 | value='..' | fill=00000000 | rows=[180] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I181 | value='..' | fill=00000000 | rows=[180] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J181 | value='..' | fill=00000000 | rows=[180] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K181 | value='..' | fill=00000000 | rows=[180] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L181 | value='..' | fill=00000000 | rows=[180] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M181 | value='..' | fill=00000000 | rows=[180] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N181 | value='446769' | fill=00000000 | rows=[180] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O181 | value='146044' | fill=00000000 | rows=[180] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P181 | value='212916' | fill=00000000 | rows=[180] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q181 | value='..' | fill=00000000 | rows=[180] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R181 | value='..' | fill=00000000 | rows=[180] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S181 | value='..' | fill=00000000 | rows=[180] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T181 | value='..' | fill=00000000 | rows=[180] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U181 | value='..' | fill=00000000 | rows=[180] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B182 | value='Remittance reduction with respect to investments for exploration and production of natural gas small fields in the North Sea (Small Fields Policy)' | fill=FFE2F2FB | rows=[181] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C182 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[181] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D182 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[181] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E182 | value='Natural Gas' | fill=FFE2F2FB | rows=[181] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F182 | value='Total economy' | fill=FFE2F2FB | rows=[181] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B183 | value='Remittance reduction with respect to investments for exploration and production of natural gas small fields in the North Sea (Small Fields Policy)' | fill=FFE2F2FB | rows=[182] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C183 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[182] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D183 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[182] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E183 | value='Natural Gas' | fill=FFE2F2FB | rows=[182] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F183 | value='·  General government' | fill=FFE2F2FB | rows=[182] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B184 | value='Remittance reduction with respect to investments for exploration and production of natural gas small fields in the North Sea (Small Fields Policy)' | fill=FFE2F2FB | rows=[183] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C184 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[183] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D184 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[183] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E184 | value='Natural Gas' | fill=FFE2F2FB | rows=[183] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F184 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[183] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H184 | value='..' | fill=00000000 | rows=[183] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I184 | value='..' | fill=00000000 | rows=[183] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J184 | value='..' | fill=00000000 | rows=[183] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K184 | value='..' | fill=00000000 | rows=[183] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L184 | value='..' | fill=00000000 | rows=[183] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M184 | value='..' | fill=00000000 | rows=[183] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N184 | value='55553231' | fill=00000000 | rows=[183] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O184 | value='18853956' | fill=00000000 | rows=[183] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P184 | value='27787084' | fill=00000000 | rows=[183] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q184 | value='..' | fill=00000000 | rows=[183] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R184 | value='..' | fill=00000000 | rows=[183] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S184 | value='..' | fill=00000000 | rows=[183] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T184 | value='..' | fill=00000000 | rows=[183] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U184 | value='..' | fill=00000000 | rows=[183] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B185 | value='Allowance (energietoeslag) for low-income households (ID 712)' | fill=FFE2F2FB | rows=[184] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C185 | value='Total' | fill=FFE2F2FB | rows=[184] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B186 | value='Allowance (energietoeslag) for low-income households (ID 712)' | fill=FFE2F2FB | rows=[185] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C186 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[185] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B187 | value='Allowance (energietoeslag) for low-income households (ID 712)' | fill=FFE2F2FB | rows=[186] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C187 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[186] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D187 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[186] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E187 | value='Petroleum' | fill=FFE2F2FB | rows=[186] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B188 | value='Allowance (energietoeslag) for low-income households (ID 712)' | fill=FFE2F2FB | rows=[187] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C188 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[187] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D188 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[187] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E188 | value='·  Gas/diesel oil excl. biofuels' | fill=FFE2F2FB | rows=[187] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F188 | value='Total economy' | fill=FFE2F2FB | rows=[187] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B189 | value='Allowance (energietoeslag) for low-income households (ID 712)' | fill=FFE2F2FB | rows=[188] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C189 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[188] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D189 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[188] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E189 | value='·  Gas/diesel oil excl. biofuels' | fill=FFE2F2FB | rows=[188] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F189 | value='·  General government' | fill=FFE2F2FB | rows=[188] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B190 | value='Allowance (energietoeslag) for low-income households (ID 712)' | fill=FFE2F2FB | rows=[189] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C190 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[189] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D190 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[189] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E190 | value='·  Gas/diesel oil excl. biofuels' | fill=FFE2F2FB | rows=[189] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F190 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[189] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H190 | value='..' | fill=00000000 | rows=[189] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I190 | value='..' | fill=00000000 | rows=[189] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J190 | value='..' | fill=00000000 | rows=[189] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K190 | value='..' | fill=00000000 | rows=[189] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L190 | value='..' | fill=00000000 | rows=[189] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M190 | value='..' | fill=00000000 | rows=[189] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N190 | value='..' | fill=00000000 | rows=[189] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O190 | value='..' | fill=00000000 | rows=[189] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P190 | value='..' | fill=00000000 | rows=[189] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q190 | value='..' | fill=00000000 | rows=[189] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R190 | value='..' | fill=00000000 | rows=[189] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S190 | value='..' | fill=00000000 | rows=[189] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T190 | value='2485586' | fill=00000000 | rows=[189] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U190 | value='2330237' | fill=00000000 | rows=[189] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B191 | value='Allowance (energietoeslag) for low-income households (ID 712)' | fill=FFE2F2FB | rows=[190] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C191 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[190] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D191 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[190] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E191 | value='Natural Gas' | fill=FFE2F2FB | rows=[190] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F191 | value='Total economy' | fill=FFE2F2FB | rows=[190] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B192 | value='Allowance (energietoeslag) for low-income households (ID 712)' | fill=FFE2F2FB | rows=[191] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C192 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[191] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D192 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[191] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E192 | value='Natural Gas' | fill=FFE2F2FB | rows=[191] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F192 | value='·  General government' | fill=FFE2F2FB | rows=[191] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B193 | value='Allowance (energietoeslag) for low-income households (ID 712)' | fill=FFE2F2FB | rows=[192] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C193 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[192] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D193 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[192] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E193 | value='Natural Gas' | fill=FFE2F2FB | rows=[192] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F193 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[192] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H193 | value='..' | fill=00000000 | rows=[192] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I193 | value='..' | fill=00000000 | rows=[192] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J193 | value='..' | fill=00000000 | rows=[192] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K193 | value='..' | fill=00000000 | rows=[192] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L193 | value='..' | fill=00000000 | rows=[192] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M193 | value='..' | fill=00000000 | rows=[192] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N193 | value='..' | fill=00000000 | rows=[192] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O193 | value='..' | fill=00000000 | rows=[192] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P193 | value='..' | fill=00000000 | rows=[192] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q193 | value='..' | fill=00000000 | rows=[192] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R193 | value='..' | fill=00000000 | rows=[192] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S193 | value='..' | fill=00000000 | rows=[192] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T193 | value='2514714047' | fill=00000000 | rows=[192] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U193 | value='2357544419' | fill=00000000 | rows=[192] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B194 | value='Allowance (energietoeslag) for low-income households (ID 712)' | fill=FFE2F2FB | rows=[193] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C194 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[193] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D194 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[193] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E194 | value='End-use electricity' | fill=FFE2F2FB | rows=[193] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F194 | value='Total economy' | fill=FFE2F2FB | rows=[193] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B195 | value='Allowance (energietoeslag) for low-income households (ID 712)' | fill=FFE2F2FB | rows=[194] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C195 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[194] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D195 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[194] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E195 | value='End-use electricity' | fill=FFE2F2FB | rows=[194] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F195 | value='·  General government' | fill=FFE2F2FB | rows=[194] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B196 | value='Allowance (energietoeslag) for low-income households (ID 712)' | fill=FFE2F2FB | rows=[195] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C196 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[195] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D196 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[195] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E196 | value='End-use electricity' | fill=FFE2F2FB | rows=[195] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F196 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[195] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H196 | value='..' | fill=00000000 | rows=[195] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I196 | value='..' | fill=00000000 | rows=[195] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J196 | value='..' | fill=00000000 | rows=[195] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K196 | value='..' | fill=00000000 | rows=[195] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L196 | value='..' | fill=00000000 | rows=[195] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M196 | value='..' | fill=00000000 | rows=[195] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N196 | value='..' | fill=00000000 | rows=[195] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O196 | value='..' | fill=00000000 | rows=[195] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P196 | value='..' | fill=00000000 | rows=[195] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q196 | value='..' | fill=00000000 | rows=[195] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R196 | value='..' | fill=00000000 | rows=[195] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S196 | value='..' | fill=00000000 | rows=[195] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T196 | value='389044665' | fill=00000000 | rows=[195] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U196 | value='364729374' | fill=00000000 | rows=[195] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B197 | value='Energy support to households (ID 719)' | fill=FFE2F2FB | rows=[196] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C197 | value='Total' | fill=FFE2F2FB | rows=[196] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B198 | value='Energy support to households (ID 719)' | fill=FFE2F2FB | rows=[197] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C198 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[197] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B199 | value='Energy support to households (ID 719)' | fill=FFE2F2FB | rows=[198] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C199 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[198] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D199 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[198] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E199 | value='Natural Gas' | fill=FFE2F2FB | rows=[198] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F199 | value='Total economy' | fill=FFE2F2FB | rows=[198] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B200 | value='Energy support to households (ID 719)' | fill=FFE2F2FB | rows=[199] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C200 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[199] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D200 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[199] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E200 | value='Natural Gas' | fill=FFE2F2FB | rows=[199] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F200 | value='·  General government' | fill=FFE2F2FB | rows=[199] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B201 | value='Energy support to households (ID 719)' | fill=FFE2F2FB | rows=[200] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C201 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[200] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D201 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[200] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E201 | value='Natural Gas' | fill=FFE2F2FB | rows=[200] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F201 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[200] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H201 | value='..' | fill=00000000 | rows=[200] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I201 | value='..' | fill=00000000 | rows=[200] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J201 | value='..' | fill=00000000 | rows=[200] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K201 | value='..' | fill=00000000 | rows=[200] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L201 | value='..' | fill=00000000 | rows=[200] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M201 | value='..' | fill=00000000 | rows=[200] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N201 | value='..' | fill=00000000 | rows=[200] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O201 | value='..' | fill=00000000 | rows=[200] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P201 | value='..' | fill=00000000 | rows=[200] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q201 | value='..' | fill=00000000 | rows=[200] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R201 | value='..' | fill=00000000 | rows=[200] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S201 | value='..' | fill=00000000 | rows=[200] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T201 | value='2600000000' | fill=00000000 | rows=[200] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U201 | value='..' | fill=00000000 | rows=[200] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B202 | value='Energy support to households (ID 719)' | fill=FFE2F2FB | rows=[201] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C202 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[201] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D202 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[201] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E202 | value='End-use electricity' | fill=FFE2F2FB | rows=[201] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F202 | value='Total economy' | fill=FFE2F2FB | rows=[201] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B203 | value='Energy support to households (ID 719)' | fill=FFE2F2FB | rows=[202] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C203 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[202] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D203 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[202] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E203 | value='End-use electricity' | fill=FFE2F2FB | rows=[202] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F203 | value='·  General government' | fill=FFE2F2FB | rows=[202] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B204 | value='Energy support to households (ID 719)' | fill=FFE2F2FB | rows=[203] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C204 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[203] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D204 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[203] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E204 | value='End-use electricity' | fill=FFE2F2FB | rows=[203] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F204 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[203] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H204 | value='..' | fill=00000000 | rows=[203] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I204 | value='..' | fill=00000000 | rows=[203] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J204 | value='..' | fill=00000000 | rows=[203] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K204 | value='..' | fill=00000000 | rows=[203] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L204 | value='..' | fill=00000000 | rows=[203] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M204 | value='..' | fill=00000000 | rows=[203] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N204 | value='..' | fill=00000000 | rows=[203] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O204 | value='..' | fill=00000000 | rows=[203] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P204 | value='..' | fill=00000000 | rows=[203] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q204 | value='..' | fill=00000000 | rows=[203] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R204 | value='..' | fill=00000000 | rows=[203] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S204 | value='..' | fill=00000000 | rows=[203] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T204 | value='2600000000' | fill=00000000 | rows=[203] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U204 | value='..' | fill=00000000 | rows=[203] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B205 | value='Reimburse costs of energy-intensive SMEs (ID 721)' | fill=FFE2F2FB | rows=[204] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C205 | value='Total' | fill=FFE2F2FB | rows=[204] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B206 | value='Reimburse costs of energy-intensive SMEs (ID 721)' | fill=FFE2F2FB | rows=[205] | cols=[1] | col_header=False | row_header=False | metadata=False
