=== education-table18.xlsx ===
Cell A2 | value='Number and percentage of public school students retained, by race/ethnicity, disability status, and English proficiency, by gender and grade: School Year 2011-12' | fill=FF00B0F0 | rows=[1] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25] | col_header=False | row_header=False | metadata=True
Cell Y35 | value='434' | fill=None | rows=[34] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z35 | value='100' | fill=None | rows=[34] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B36 | value='Total' | fill=00000000 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='5125' | fill=00000000 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='100' | fill=00000000 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='18' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='0.351219512195122' | fill=00000000 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='28' | fill=00000000 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='0.546341463414634' | fill=00000000 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='180' | fill=00000000 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='3.51219512195122' | fill=00000000 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='3187' | fill=00000000 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='62.1853658536585' | fill=00000000 | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='1674' | fill=00000000 | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='32.6634146341463' | fill=00000000 | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='0' | fill=00000000 | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='0' | fill=00000000 | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='38' | fill=00000000 | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='0.741463414634146' | fill=00000000 | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S36 | value='625' | fill=00000000 | rows=[35] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T36 | value='12.1951219512195' | fill=00000000 | rows=[35] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U36 | value='38' | fill=00000000 | rows=[35] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V36 | value='0.741463414634146' | fill=00000000 | rows=[35] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W36 | value='88' | fill=00000000 | rows=[35] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X36 | value='1.71707317073171' | fill=00000000 | rows=[35] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y36 | value='434' | fill=00000000 | rows=[35] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z36 | value='100' | fill=00000000 | rows=[35] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B37 | value='Male' | fill=None | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='2562' | fill=None | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='62.2600243013366' | fill=None | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='12' | fill=None | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='0.291616038882139' | fill=None | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='13' | fill=None | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='0.31591737545565' | fill=None | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='78' | fill=None | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='1.8955042527339' | fill=None | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='1483' | fill=None | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='36.0388821385176' | fill=None | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='964' | fill=None | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='23.4264884568651' | fill=None | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='1-3' | fill=None | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='0.0486026731470231' | fill=None | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='10' | fill=None | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='0.243013365735115' | fill=None | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='345' | fill=None | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='8.38396111786148' | fill=None | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='12' | fill=None | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V37 | value='0.291616038882139' | fill=None | rows=[36] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W37 | value='45' | fill=None | rows=[36] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X37 | value='1.09356014580802' | fill=None | rows=[36] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y37 | value='433' | fill=None | rows=[36] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z37 | value='100' | fill=None | rows=[36] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A38 | value='10' | fill=00000000 | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B38 | value='Female' | fill=00000000 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='1553' | fill=00000000 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='37.7399756986634' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='5' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='0.121506682867558' | fill=00000000 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='7' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='0.170109356014581' | fill=00000000 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='41' | fill=00000000 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='0.996354799513973' | fill=00000000 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='986' | fill=00000000 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='23.9611178614824' | fill=00000000 | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='507' | fill=00000000 | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='12.3207776427704' | fill=00000000 | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='1-3' | fill=00000000 | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='0.0486026731470231' | fill=00000000 | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='5' | fill=00000000 | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='0.121506682867558' | fill=00000000 | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S38 | value='146' | fill=00000000 | rows=[37] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T38 | value='3.54799513973269' | fill=00000000 | rows=[37] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U38 | value='11' | fill=00000000 | rows=[37] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V38 | value='0.267314702308627' | fill=00000000 | rows=[37] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W38 | value='26' | fill=00000000 | rows=[37] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X38 | value='0.6318347509113' | fill=00000000 | rows=[37] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y38 | value='433' | fill=00000000 | rows=[37] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z38 | value='100' | fill=00000000 | rows=[37] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B39 | value='Total' | fill=None | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='4115' | fill=None | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='100' | fill=None | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='17' | fill=None | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='0.413122721749696' | fill=None | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='20' | fill=None | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='0.486026731470231' | fill=None | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='119' | fill=None | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='2.89185905224787' | fill=None | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='2469' | fill=None | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L39 | value='60' | fill=None | rows=[38] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M39 | value='1471' | fill=None | rows=[38] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N39 | value='35.7472660996355' | fill=None | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O39 | value='4' | fill=None | rows=[38] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P39 | value='0.0972053462940462' | fill=None | rows=[38] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q39 | value='15' | fill=None | rows=[38] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R39 | value='0.364520048602673' | fill=None | rows=[38] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S39 | value='491' | fill=None | rows=[38] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T39 | value='11.9319562575942' | fill=None | rows=[38] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U39 | value='23' | fill=None | rows=[38] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V39 | value='0.558930741190765' | fill=None | rows=[38] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W39 | value='71' | fill=None | rows=[38] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X39 | value='1.72539489671932' | fill=None | rows=[38] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y39 | value='433' | fill=None | rows=[38] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z39 | value='100' | fill=None | rows=[38] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B40 | value='Male' | fill=00000000 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='1209' | fill=00000000 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='62.6749611197512' | fill=00000000 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='6' | fill=00000000 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='0.31104199066874' | fill=00000000 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='6' | fill=00000000 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='0.31104199066874' | fill=00000000 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='41' | fill=00000000 | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J40 | value='2.12545360290306' | fill=00000000 | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K40 | value='744' | fill=00000000 | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L40 | value='38.5692068429238' | fill=00000000 | rows=[39] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M40 | value='401' | fill=00000000 | rows=[39] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N40 | value='20.7879730430275' | fill=00000000 | rows=[39] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O40 | value='0' | fill=00000000 | rows=[39] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P40 | value='0' | fill=00000000 | rows=[39] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q40 | value='11' | fill=00000000 | rows=[39] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R40 | value='0.570243649559357' | fill=00000000 | rows=[39] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S40 | value='143' | fill=00000000 | rows=[39] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T40 | value='7.41316744427164' | fill=00000000 | rows=[39] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U40 | value='9' | fill=00000000 | rows=[39] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V40 | value='0.46656298600311' | fill=00000000 | rows=[39] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W40 | value='20' | fill=00000000 | rows=[39] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X40 | value='1.03680663556247' | fill=00000000 | rows=[39] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y40 | value='433' | fill=00000000 | rows=[39] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z40 | value='100' | fill=00000000 | rows=[39] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A41 | value='11' | fill=None | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B41 | value='Female' | fill=None | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='720' | fill=None | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='37.3250388802488' | fill=None | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='5' | fill=None | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='0.259201658890617' | fill=None | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='1-3' | fill=None | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='0.103680663556247' | fill=None | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='29' | fill=None | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='1.50336962156558' | fill=None | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='476' | fill=None | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L41 | value='24.6759979263867' | fill=None | rows=[40] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M41 | value='201' | fill=None | rows=[40] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N41 | value='10.4199066874028' | fill=None | rows=[40] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O41 | value='1-3' | fill=None | rows=[40] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P41 | value='0.103680663556247' | fill=None | rows=[40] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q41 | value='5' | fill=None | rows=[40] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R41 | value='0.259201658890617' | fill=None | rows=[40] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S41 | value='61' | fill=None | rows=[40] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T41 | value='3.16226023846553' | fill=None | rows=[40] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U41 | value='4' | fill=None | rows=[40] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V41 | value='0.207361327112494' | fill=None | rows=[40] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W41 | value='16' | fill=None | rows=[40] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X41 | value='0.829445308449974' | fill=None | rows=[40] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y41 | value='433' | fill=None | rows=[40] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z41 | value='100' | fill=None | rows=[40] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B42 | value='Total' | fill=00000000 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='1929' | fill=00000000 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='100' | fill=00000000 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='11' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='0.570243649559357' | fill=00000000 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='8' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='0.414722654224987' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='70' | fill=00000000 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='3.62882322446864' | fill=00000000 | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='1220' | fill=00000000 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='63.2452047693105' | fill=00000000 | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M42 | value='602' | fill=00000000 | rows=[41] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N42 | value='31.2078797304303' | fill=00000000 | rows=[41] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O42 | value='1-3' | fill=00000000 | rows=[41] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P42 | value='0.103680663556247' | fill=00000000 | rows=[41] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q42 | value='16' | fill=00000000 | rows=[41] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R42 | value='0.829445308449974' | fill=00000000 | rows=[41] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S42 | value='204' | fill=00000000 | rows=[41] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T42 | value='10.5754276827372' | fill=00000000 | rows=[41] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U42 | value='13' | fill=00000000 | rows=[41] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V42 | value='0.673924313115604' | fill=00000000 | rows=[41] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W42 | value='36' | fill=00000000 | rows=[41] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X42 | value='1.86625194401244' | fill=00000000 | rows=[41] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y42 | value='433' | fill=00000000 | rows=[41] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z42 | value='100' | fill=00000000 | rows=[41] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B43 | value='Male' | fill=None | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='1029' | fill=None | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='59.1039632395175' | fill=None | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='6' | fill=None | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='0.344629523262493' | fill=None | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='6' | fill=None | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='0.344629523262493' | fill=None | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='41' | fill=None | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='2.35496840896037' | fill=None | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='632' | fill=None | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='36.3009764503159' | fill=None | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M43 | value='340' | fill=None | rows=[42] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N43 | value='19.5290063182079' | fill=None | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='1-3' | fill=None | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P43 | value='0.114876507754164' | fill=None | rows=[42] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q43 | value='1-3' | fill=None | rows=[42] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R43 | value='0.114876507754164' | fill=None | rows=[42] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S43 | value='172' | fill=None | rows=[42] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T43 | value='9.87937966685813' | fill=None | rows=[42] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U43 | value='1-3' | fill=None | rows=[42] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V43 | value='0.114876507754164' | fill=None | rows=[42] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W43 | value='24' | fill=None | rows=[42] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X43 | value='1.37851809304997' | fill=None | rows=[42] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y43 | value='431' | fill=None | rows=[42] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z43 | value='100' | fill=None | rows=[42] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A44 | value='12' | fill=00000000 | rows=[43] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B44 | value='Female' | fill=00000000 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='712' | fill=00000000 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='40.8960367604825' | fill=00000000 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='1-3' | fill=00000000 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='0.114876507754164' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='1-3' | fill=00000000 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='0.114876507754164' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='28' | fill=00000000 | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='1.6082711085583' | fill=00000000 | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='451' | fill=00000000 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L44 | value='25.904652498564' | fill=00000000 | rows=[43] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M44 | value='223' | fill=00000000 | rows=[43] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N44 | value='12.8087306145893' | fill=00000000 | rows=[43] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O44 | value='0' | fill=00000000 | rows=[43] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P44 | value='0' | fill=00000000 | rows=[43] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q44 | value='6' | fill=00000000 | rows=[43] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R44 | value='0.344629523262493' | fill=00000000 | rows=[43] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S44 | value='109' | fill=00000000 | rows=[43] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T44 | value='6.26076967260195' | fill=00000000 | rows=[43] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U44 | value='1-3' | fill=00000000 | rows=[43] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V44 | value='0.114876507754164' | fill=00000000 | rows=[43] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W44 | value='16' | fill=00000000 | rows=[43] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X44 | value='0.919012062033314' | fill=00000000 | rows=[43] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y44 | value='431' | fill=00000000 | rows=[43] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z44 | value='100' | fill=00000000 | rows=[43] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B45 | value='Total' | fill=None | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='1741' | fill=None | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='100' | fill=None | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='8' | fill=None | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='0.459506031016657' | fill=None | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='8' | fill=None | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='0.459506031016657' | fill=None | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='69' | fill=None | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='3.96323951751867' | fill=None | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='1083' | fill=None | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L45 | value='62.20562894888' | fill=None | rows=[44] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M45 | value='563' | fill=None | rows=[44] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N45 | value='32.3377369327972' | fill=None | rows=[44] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O45 | value='1-3' | fill=None | rows=[44] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P45 | value='0.114876507754164' | fill=None | rows=[44] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q45 | value='8' | fill=None | rows=[44] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R45 | value='0.459506031016657' | fill=None | rows=[44] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S45 | value='281' | fill=None | rows=[44] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T45 | value='16.1401493394601' | fill=None | rows=[44] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U45 | value='4' | fill=None | rows=[44] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V45 | value='0.229753015508329' | fill=None | rows=[44] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W45 | value='40' | fill=None | rows=[44] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X45 | value='2.29753015508329' | fill=None | rows=[44] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y45 | value='431' | fill=None | rows=[44] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z45 | value='100' | fill=None | rows=[44] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A47 | value='NOTE: Table reads:  Of all 2,560 public school students retained in kindergarten, 10 (0.4%) were American Indian or Alaska Native, 413 (16.1%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 8 (0.3%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.' | fill=FF00B0F0 | rows=[46] | cols=[0] | col_header=False | row_header=False | metadata=True
