=== economy-table24.xlsx ===
Cell B1 | value='Africa's Development Dynamics (AfDD) - all tables, all indicators' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell E85 | value='64118257.246' | fill=00000000 | rows=[84] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F85 | value='79688709.625' | fill=00000000 | rows=[84] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G85 | value='57604.910584' | fill=00000000 | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H85 | value='1.6850938522' | fill=00000000 | rows=[84] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I85 | value='7.9916902202' | fill=00000000 | rows=[84] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J85 | value='33.166666667' | fill=00000000 | rows=[84] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K85 | value='0.45' | fill=00000000 | rows=[84] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L85 | value='0.9011578947' | fill=00000000 | rows=[84] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M85 | value='0.8217368421' | fill=00000000 | rows=[84] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N85 | value='98.901064132' | fill=00000000 | rows=[84] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O85 | value='1384817.868' | fill=00000000 | rows=[84] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P85 | value='1130096.1384' | fill=00000000 | rows=[84] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q85 | value='254721.72956' | fill=00000000 | rows=[84] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R85 | value='188056.44166' | fill=00000000 | rows=[84] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S85 | value='349' | fill=00000000 | rows=[84] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T85 | value='527637.02761' | fill=00000000 | rows=[84] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U85 | value='155' | fill=00000000 | rows=[84] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V85 | value='29.172242003' | fill=00000000 | rows=[84] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W85 | value='25.572187681' | fill=00000000 | rows=[84] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X85 | value='54.744429685' | fill=00000000 | rows=[84] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y85 | value='98.901064132' | fill=00000000 | rows=[84] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z85 | value='98.216104452' | fill=00000000 | rows=[84] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA85 | value='101.9399501' | fill=00000000 | rows=[84] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB85 | value='99.507579167' | fill=00000000 | rows=[84] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC85 | value='99.382738333' | fill=00000000 | rows=[84] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD85 | value='99.436281667' | fill=00000000 | rows=[84] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE85 | value='1.0012558333' | fill=00000000 | rows=[84] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF85 | value='97.273721667' | fill=00000000 | rows=[84] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG85 | value='98.146425833' | fill=00000000 | rows=[84] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH85 | value='97.700460833' | fill=00000000 | rows=[84] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI85 | value='0.9911233333' | fill=00000000 | rows=[84] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ85 | value='53.343269654' | fill=00000000 | rows=[84] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK85 | value='68.666093042' | fill=00000000 | rows=[84] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL85 | value='60.802762868' | fill=00000000 | rows=[84] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM85 | value='75.211650796' | fill=00000000 | rows=[84] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN85 | value='82653.933' | fill=00000000 | rows=[84] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO85 | value='12.422230375' | fill=00000000 | rows=[84] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP85 | value='551308.051' | fill=00000000 | rows=[84] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ85 | value='82.857226128' | fill=00000000 | rows=[84] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR85 | value='22547.853' | fill=00000000 | rows=[84] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS85 | value='3.388763417' | fill=00000000 | rows=[84] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT85 | value='73099.409' | fill=00000000 | rows=[84] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU85 | value='10.986261221' | fill=00000000 | rows=[84] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV85 | value='9554.524' | fill=00000000 | rows=[84] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW85 | value='1.435969154' | fill=00000000 | rows=[84] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX85 | value='14.206060606' | fill=00000000 | rows=[84] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY85 | value='13.927272727' | fill=00000000 | rows=[84] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ85 | value='13.984848485' | fill=00000000 | rows=[84] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA85 | value='4.9551264201' | fill=00000000 | rows=[84] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB85 | value='19.83322252' | fill=00000000 | rows=[84] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B86 | value='Africa, resource-rich countries' | fill=FFE2F2FB | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D86 | value='134266.211' | fill=00000000 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E86 | value='467220.23307' | fill=00000000 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F86 | value='1334533.5683' | fill=00000000 | rows=[85] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G86 | value='9972.7161322' | fill=00000000 | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H86 | value='3.9317088307' | fill=00000000 | rows=[85] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I86 | value='9.2673555909' | fill=00000000 | rows=[85] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J86 | value='40.866666667' | fill=00000000 | rows=[85] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K86 | value='23.616666667' | fill=00000000 | rows=[85] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L86 | value='0.5919' | fill=00000000 | rows=[85] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M86 | value='0.4108571429' | fill=00000000 | rows=[85] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N86 | value='57.139342912' | fill=00000000 | rows=[85] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O86 | value='134266.211' | fill=00000000 | rows=[85] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P86 | value='82882.726613' | fill=00000000 | rows=[85] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q86 | value='51383.484387' | fill=00000000 | rows=[85] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R86 | value='15140.072449' | fill=00000000 | rows=[85] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S86 | value='22' | fill=00000000 | rows=[85] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T86 | value='20551.492409' | fill=00000000 | rows=[85] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U86 | value='7' | fill=00000000 | rows=[85] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V86 | value='6.3109603212' | fill=00000000 | rows=[85] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W86 | value='65.597278094' | fill=00000000 | rows=[85] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X86 | value='71.908238415' | fill=00000000 | rows=[85] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y86 | value='57.139342912' | fill=00000000 | rows=[85] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z86 | value='76.145216703' | fill=00000000 | rows=[85] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA86 | value='26.482437092' | fill=00000000 | rows=[85] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB86 | value='70.40952875' | fill=00000000 | rows=[85] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC86 | value='76.6974275' | fill=00000000 | rows=[85] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD86 | value='73.43097375' | fill=00000000 | rows=[85] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE86 | value='0.8909' | fill=00000000 | rows=[85] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF86 | value='56.87362625' | fill=00000000 | rows=[85] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG86 | value='70.794945' | fill=00000000 | rows=[85] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH86 | value='63.6907575' | fill=00000000 | rows=[85] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI86 | value='0.7631425' | fill=00000000 | rows=[85] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ86 | value='44.443417997' | fill=00000000 | rows=[85] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK86 | value='69.573347272' | fill=00000000 | rows=[85] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL86 | value='56.445730312' | fill=00000000 | rows=[85] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM86 | value='56.349634949' | fill=00000000 | rows=[85] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN86 | value='21966.534' | fill=00000000 | rows=[85] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO86 | value='53.740366798' | fill=00000000 | rows=[85] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP86 | value='16151.246' | fill=00000000 | rows=[85] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ86 | value='39.513465542' | fill=00000000 | rows=[85] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR86 | value='1329.061' | fill=00000000 | rows=[85] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS86 | value='3.2515018362' | fill=00000000 | rows=[85] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT86 | value='18365.362' | fill=00000000 | rows=[85] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU86 | value='44.930223869' | fill=00000000 | rows=[85] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV86 | value='3601.172' | fill=00000000 | rows=[85] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW86 | value='8.8101429284' | fill=00000000 | rows=[85] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX86 | value='87.525' | fill=00000000 | rows=[85] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY86 | value='82.975' | fill=00000000 | rows=[85] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ86 | value='85.1' | fill=00000000 | rows=[85] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA86 | value='3.4329839302' | fill=00000000 | rows=[85] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB86 | value='40.217381121' | fill=00000000 | rows=[85] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B87 | value='World outside Africa, resource-rich countries' | fill=FFE2F2FB | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D87 | value='509668.491' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E87 | value='5617609.1774' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F87 | value='13534931.121' | fill=00000000 | rows=[86] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G87 | value='26936.096878' | fill=00000000 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H87 | value='2.6227090321' | fill=00000000 | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I87 | value='13.749991162' | fill=00000000 | rows=[86] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J87 | value='33.87' | fill=00000000 | rows=[86] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K87 | value='5.15' | fill=00000000 | rows=[86] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L87 | value='0.756' | fill=00000000 | rows=[86] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M87 | value='0.591' | fill=00000000 | rows=[86] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N87 | value='95.267193772' | fill=00000000 | rows=[86] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O87 | value='509668.491' | fill=00000000 | rows=[86] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P87 | value='358009.45242' | fill=00000000 | rows=[86] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q87 | value='151659.03858' | fill=00000000 | rows=[86] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R87 | value='68265.269829' | fill=00000000 | rows=[86] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S87 | value='131' | fill=00000000 | rows=[86] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T87 | value='131414.26155' | fill=00000000 | rows=[86] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U87 | value='55' | fill=00000000 | rows=[86] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V87 | value='8.9669243613' | fill=00000000 | rows=[86] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W87 | value='39.498838956' | fill=00000000 | rows=[86] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X87 | value='48.465763317' | fill=00000000 | rows=[86] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y87 | value='95.267193772' | fill=00000000 | rows=[86] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z87 | value='96.659086193' | fill=00000000 | rows=[86] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA87 | value='91.981463832' | fill=00000000 | rows=[86] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB87 | value='97.938018889' | fill=00000000 | rows=[86] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC87 | value='97.660330556' | fill=00000000 | rows=[86] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD87 | value='97.75846' | fill=00000000 | rows=[86] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE87 | value='1.0029744444' | fill=00000000 | rows=[86] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF87 | value='93.184627778' | fill=00000000 | rows=[86] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG87 | value='95.640533889' | fill=00000000 | rows=[86] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH87 | value='94.470420556' | fill=00000000 | rows=[86] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI87 | value='0.9723533333' | fill=00000000 | rows=[86] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ87 | value='40.234617122' | fill=00000000 | rows=[86] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK87 | value='71.892962817' | fill=00000000 | rows=[86] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL87 | value='55.54223053' | fill=00000000 | rows=[86] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM87 | value='70.452191137' | fill=00000000 | rows=[86] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN87 | value='41444.973' | fill=00000000 | rows=[86] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO87 | value='20.932399004' | fill=00000000 | rows=[86] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP87 | value='148011.304' | fill=00000000 | rows=[86] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ87 | value='74.755306814' | fill=00000000 | rows=[86] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR87 | value='6482.987' | fill=00000000 | rows=[86] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS87 | value='3.2743288462' | fill=00000000 | rows=[86] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT87 | value='35139.006' | fill=00000000 | rows=[86] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU87 | value='17.747476738' | fill=00000000 | rows=[86] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV87 | value='6305.967' | fill=00000000 | rows=[86] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW87 | value='3.1849222668' | fill=00000000 | rows=[86] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX87 | value='55.9125' | fill=00000000 | rows=[86] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY87 | value='61.65' | fill=00000000 | rows=[86] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ87 | value='59.975' | fill=00000000 | rows=[86] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA87 | value='4.011894004' | fill=00000000 | rows=[86] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB87 | value='25.535914238' | fill=00000000 | rows=[86] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B88 | value='Africa, non-resource-rich countries' | fill=FFE2F2FB | rows=[87] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D88 | value='1324305.197' | fill=00000000 | rows=[87] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E88 | value='2400814.9158' | fill=00000000 | rows=[87] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F88 | value='7651921.1731' | fill=00000000 | rows=[87] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G88 | value='5970.1126296' | fill=00000000 | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H88 | value='3.0385743018' | fill=00000000 | rows=[87] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I88 | value='8.5002678196' | fill=00000000 | rows=[87] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J88 | value='40.78' | fill=00000000 | rows=[87] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K88 | value='29.85' | fill=00000000 | rows=[87] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L88 | value='0.5513255814' | fill=00000000 | rows=[87] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M88 | value='0.3917560976' | fill=00000000 | rows=[87] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N88 | value='51.757912633' | fill=00000000 | rows=[87] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O88 | value='1324305.197' | fill=00000000 | rows=[87] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P88 | value='572879.92223' | fill=00000000 | rows=[87] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q88 | value='751425.27477' | fill=00000000 | rows=[87] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R88 | value='76059.045872' | fill=00000000 | rows=[87] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S88 | value='129' | fill=00000000 | rows=[87] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T88 | value='229698.84039' | fill=00000000 | rows=[87] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U88 | value='69' | fill=00000000 | rows=[87] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V88 | value='6.4204058298' | fill=00000000 | rows=[87] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W88 | value='68.28860328' | fill=00000000 | rows=[87] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X88 | value='74.70900911' | fill=00000000 | rows=[87] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y88 | value='51.757912633' | fill=00000000 | rows=[87] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z88 | value='73.876763508' | fill=00000000 | rows=[87] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA88 | value='34.89469816' | fill=00000000 | rows=[87] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB88 | value='76.59261561' | fill=00000000 | rows=[87] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC88 | value='81.973209756' | fill=00000000 | rows=[87] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD88 | value='79.140485366' | fill=00000000 | rows=[87] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE88 | value='0.9187956098' | fill=00000000 | rows=[87] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF88 | value='61.377001463' | fill=00000000 | rows=[87] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG88 | value='74.29716561' | fill=00000000 | rows=[87] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH88 | value='67.604538293' | fill=00000000 | rows=[87] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI88 | value='0.7992129268' | fill=00000000 | rows=[87] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ88 | value='55.554243958' | fill=00000000 | rows=[87] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK88 | value='72.728188366' | fill=00000000 | rows=[87] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL88 | value='63.824817842' | fill=00000000 | rows=[87] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM88 | value='73.011722104' | fill=00000000 | rows=[87] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN88 | value='326193.323' | fill=00000000 | rows=[87] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO88 | value='68.977906561' | fill=00000000 | rows=[87] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP88 | value='121581.387' | fill=00000000 | rows=[87] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ88 | value='25.709997602' | fill=00000000 | rows=[87] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR88 | value='10724.837' | fill=00000000 | rows=[87] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS88 | value='2.2679090966' | fill=00000000 | rows=[87] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT88 | value='249421.779' | fill=00000000 | rows=[87] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU88 | value='52.743544864' | fill=00000000 | rows=[87] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV88 | value='76771.544' | fill=00000000 | rows=[87] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW88 | value='16.234361696' | fill=00000000 | rows=[87] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX88 | value='83.532432432' | fill=00000000 | rows=[87] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY88 | value='79.583783784' | fill=00000000 | rows=[87] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ88 | value='81.551351351' | fill=00000000 | rows=[87] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA88 | value='4.1460712424' | fill=00000000 | rows=[87] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB88 | value='22.842208371' | fill=00000000 | rows=[87] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B89 | value='World outside Africa, non-resource-rich countries' | fill=FFE2F2FB | rows=[88] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D89 | value='6029615.517' | fill=00000000 | rows=[88] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E89 | value='94981694.175' | fill=00000000 | rows=[88] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F89 | value='150810068.42' | fill=00000000 | rows=[88] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G89 | value='25433.924226' | fill=00000000 | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H89 | value='3.270764008' | fill=00000000 | rows=[88] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I89 | value='6.653102748' | fill=00000000 | rows=[88] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J89 | value='34.628735632' | fill=00000000 | rows=[88] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K89 | value='1.8218390805' | fill=00000000 | rows=[88] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L89 | value='0.7868859649' | fill=00000000 | rows=[88] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M89 | value='0.6957789474' | fill=00000000 | rows=[88] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N89 | value='96.235319049' | fill=00000000 | rows=[88] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O89 | value='6029615.517' | fill=00000000 | rows=[88] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P89 | value='3560559.3788' | fill=00000000 | rows=[88] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q89 | value='2469056.1382' | fill=00000000 | rows=[88] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R89 | value='532858.96021' | fill=00000000 | rows=[88] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S89 | value='958' | fill=00000000 | rows=[88] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T89 | value='1627536.4998' | fill=00000000 | rows=[88] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U89 | value='479' | fill=00000000 | rows=[88] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V89 | value='20.265895617' | fill=00000000 | rows=[88] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W89 | value='33.244440703' | fill=00000000 | rows=[88] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X89 | value='53.510336319' | fill=00000000 | rows=[88] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y89 | value='96.235319049' | fill=00000000 | rows=[88] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z89 | value='95.625957089' | fill=00000000 | rows=[88] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA89 | value='97.106460385' | fill=00000000 | rows=[88] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB89 | value='96.691076462' | fill=00000000 | rows=[88] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC89 | value='97.144024154' | fill=00000000 | rows=[88] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD89 | value='96.909389385' | fill=00000000 | rows=[88] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE89 | value='0.9930347692' | fill=00000000 | rows=[88] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF89 | value='90.409172273' | fill=00000000 | rows=[88] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG89 | value='93.413104242' | fill=00000000 | rows=[88] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH89 | value='91.886045152' | fill=00000000 | rows=[88] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI89 | value='0.9603569697' | fill=00000000 | rows=[88] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ89 | value='48.782520469' | fill=00000000 | rows=[88] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK89 | value='73.400420228' | fill=00000000 | rows=[88] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL89 | value='61.03300939' | fill=00000000 | rows=[88] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM89 | value='69.489972141' | fill=00000000 | rows=[88] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN89 | value='1125543.285' | fill=00000000 | rows=[88] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO89 | value='40.891762464' | fill=00000000 | rows=[88] | cols=[40] | col_header=False | row_header=False | metadata=False
