=== economy-table63.xlsx ===
Cell A1 | value='Weekly Café Target - w/e 21st September  to w/e 26th October 2014 - 6 weeks' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell B117 | value='6200' | fill=00000000 | rows=[116] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C117 | value='7100' | fill=00000000 | rows=[116] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D117 | value='1200' | fill=00000000 | rows=[116] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E117 | value='2100' | fill=00000000 | rows=[116] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F117 | value='5100' | fill=00000000 | rows=[116] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G117 | value='6300' | fill=00000000 | rows=[116] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A118 | value='Glasgow Station' | fill=00000000 | rows=[117] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B118 | value='8000' | fill=00000000 | rows=[117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C118 | value='8000' | fill=00000000 | rows=[117] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D118 | value='6000' | fill=00000000 | rows=[117] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E118 | value='5400' | fill=00000000 | rows=[117] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F118 | value='5100' | fill=00000000 | rows=[117] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G118 | value='5900' | fill=00000000 | rows=[117] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A119 | value='Glasgow West Nile St' | fill=00000000 | rows=[118] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B119 | value='19000' | fill=00000000 | rows=[118] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C119 | value='19000' | fill=00000000 | rows=[118] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D119 | value='14500' | fill=00000000 | rows=[118] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E119 | value='13700' | fill=00000000 | rows=[118] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F119 | value='10800' | fill=00000000 | rows=[118] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G119 | value='13700' | fill=00000000 | rows=[118] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A120 | value='Woking' | fill=00000000 | rows=[119] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B120 | value='13000' | fill=00000000 | rows=[119] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C120 | value='13000' | fill=00000000 | rows=[119] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D120 | value='11200' | fill=00000000 | rows=[119] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E120 | value='11900' | fill=00000000 | rows=[119] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F120 | value='10400' | fill=00000000 | rows=[119] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G120 | value='10400' | fill=00000000 | rows=[119] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A121 | value='Aberdeen' | fill=00000000 | rows=[120] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B121 | value='36000' | fill=00000000 | rows=[120] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C121 | value='36000' | fill=00000000 | rows=[120] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D121 | value='26500' | fill=00000000 | rows=[120] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E121 | value='29000' | fill=00000000 | rows=[120] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F121 | value='31000' | fill=00000000 | rows=[120] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G121 | value='31500' | fill=00000000 | rows=[120] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A122 | value='Selfridges Bull Ring' | fill=00000000 | rows=[121] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B122 | value='12500' | fill=00000000 | rows=[121] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C122 | value='12500' | fill=00000000 | rows=[121] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D122 | value='9000' | fill=00000000 | rows=[121] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E122 | value='12000' | fill=00000000 | rows=[121] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F122 | value='10000' | fill=00000000 | rows=[121] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G122 | value='10000' | fill=00000000 | rows=[121] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A123 | value='Cheltenham' | fill=00000000 | rows=[122] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B123 | value='11000' | fill=00000000 | rows=[122] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C123 | value='11000' | fill=00000000 | rows=[122] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D123 | value='9000' | fill=00000000 | rows=[122] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E123 | value='10000' | fill=00000000 | rows=[122] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F123 | value='10000' | fill=00000000 | rows=[122] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G123 | value='10000' | fill=00000000 | rows=[122] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A124 | value='Edinburgh Fort' | fill=00000000 | rows=[123] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B124 | value='11000' | fill=00000000 | rows=[123] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C124 | value='11000' | fill=00000000 | rows=[123] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D124 | value='8000' | fill=00000000 | rows=[123] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E124 | value='9500' | fill=00000000 | rows=[123] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F124 | value='11000' | fill=00000000 | rows=[123] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G124 | value='11000' | fill=00000000 | rows=[123] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A125 | value='Exeter' | fill=00000000 | rows=[124] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B125 | value='19000' | fill=00000000 | rows=[124] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C125 | value='19000' | fill=00000000 | rows=[124] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D125 | value='13500' | fill=00000000 | rows=[124] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E125 | value='18000' | fill=00000000 | rows=[124] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F125 | value='15000' | fill=00000000 | rows=[124] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G125 | value='15000' | fill=00000000 | rows=[124] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A126 | value='Shrewsbury' | fill=00000000 | rows=[125] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B126 | value='9300' | fill=00000000 | rows=[125] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C126 | value='9800' | fill=00000000 | rows=[125] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D126 | value='8600' | fill=00000000 | rows=[125] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E126 | value='7700' | fill=00000000 | rows=[125] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F126 | value='6200' | fill=00000000 | rows=[125] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G126 | value='6500' | fill=00000000 | rows=[125] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A127 | value='Manchester Fort' | fill=00000000 | rows=[126] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B127 | value='4500' | fill=00000000 | rows=[126] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C127 | value='4500' | fill=00000000 | rows=[126] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D127 | value='4000' | fill=00000000 | rows=[126] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E127 | value='4000' | fill=00000000 | rows=[126] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F127 | value='4000' | fill=00000000 | rows=[126] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G127 | value='4000' | fill=00000000 | rows=[126] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A128 | value='Cheltenham Next' | fill=00000000 | rows=[127] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B128 | value='4500' | fill=00000000 | rows=[127] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C128 | value='4500' | fill=00000000 | rows=[127] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D128 | value='4000' | fill=00000000 | rows=[127] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E128 | value='4000' | fill=00000000 | rows=[127] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F128 | value='4000' | fill=00000000 | rows=[127] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G128 | value='4000' | fill=00000000 | rows=[127] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A129 | value='Barton Square' | fill=00000000 | rows=[128] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B129 | value='6000' | fill=00000000 | rows=[128] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C129 | value='6000' | fill=00000000 | rows=[128] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D129 | value='4000' | fill=00000000 | rows=[128] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E129 | value='5000' | fill=00000000 | rows=[128] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F129 | value='5500' | fill=00000000 | rows=[128] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G129 | value='5500' | fill=00000000 | rows=[128] | cols=[6] | col_header=False | row_header=False | metadata=False

