=== education-table17.xlsx ===
Cell A1 | value='State' | fill=FFFFFF00 | rows=[0, 1] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell N35 | value='0.1294' | fill=00000000 | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O35 | value='2483' | fill=00000000 | rows=[34] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P35 | value='1.56675' | fill=00000000 | rows=[34] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q35 | value='32121' | fill=00000000 | rows=[34] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R35 | value='20.268' | fill=00000000 | rows=[34] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S35 | value='3632' | fill=00000000 | rows=[34] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T35 | value='2.29176' | fill=00000000 | rows=[34] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U35 | value='5858' | fill=00000000 | rows=[34] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V35 | value='3.6963' | fill=00000000 | rows=[34] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W35 | value='2469' | fill=00000000 | rows=[34] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X35 | value='99.959' | fill=00000000 | rows=[34] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A36 | value='New Mexico' | fill=None | rows=[35] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B36 | value='36597' | fill=None | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='3070' | fill=None | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='8.3887' | fill=None | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='161' | fill=None | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='0.4399' | fill=None | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='23038' | fill=None | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='62.9505' | fill=None | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='861' | fill=None | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='2.3527' | fill=None | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='8891' | fill=None | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='24.2943' | fill=None | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='53' | fill=None | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='0.1448' | fill=None | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='523' | fill=None | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='1.42908' | fill=None | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='5691' | fill=None | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='15.5505' | fill=None | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S36 | value='431' | fill=None | rows=[35] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T36 | value='1.17769' | fill=None | rows=[35] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U36 | value='5746' | fill=None | rows=[35] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V36 | value='15.7007' | fill=None | rows=[35] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W36 | value='872' | fill=None | rows=[35] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X36 | value='100' | fill=None | rows=[35] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A37 | value='New York' | fill=00000000 | rows=[36] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B37 | value='299420' | fill=00000000 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='2697' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='0.9007' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='9143' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='3.0536' | fill=00000000 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='67460' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='22.5302' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='66196' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='22.1081' | fill=00000000 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='147245' | fill=00000000 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='49.1767' | fill=00000000 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='304' | fill=00000000 | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='0.1015' | fill=00000000 | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='6375' | fill=00000000 | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='2.12912' | fill=00000000 | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='58552' | fill=00000000 | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='19.5551' | fill=00000000 | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='7805' | fill=00000000 | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='2.60671' | fill=00000000 | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='19477' | fill=00000000 | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V37 | value='6.5049' | fill=00000000 | rows=[36] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W37 | value='4894' | fill=00000000 | rows=[36] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X37 | value='100' | fill=00000000 | rows=[36] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A38 | value='North Carolina' | fill=None | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B38 | value='207837' | fill=None | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='3760' | fill=None | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='1.8091' | fill=None | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='2762' | fill=None | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='1.3289' | fill=None | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='28972' | fill=None | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='13.9398' | fill=None | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='60432' | fill=None | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='29.0766' | fill=None | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='103035' | fill=None | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='49.5749' | fill=None | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='219' | fill=None | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='0.1054' | fill=None | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='8657' | fill=None | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='4.16528' | fill=None | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='36651' | fill=None | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='17.6345' | fill=None | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S38 | value='3878' | fill=None | rows=[37] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T38 | value='1.86589' | fill=None | rows=[37] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U38 | value='10915' | fill=None | rows=[37] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V38 | value='5.2517' | fill=None | rows=[37] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W38 | value='2587' | fill=None | rows=[37] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X38 | value='100' | fill=None | rows=[37] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A39 | value='North Dakota' | fill=00000000 | rows=[38] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B39 | value='9892' | fill=00000000 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='2368' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='23.9385' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='109' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='1.1019' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='484' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='4.8928' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='444' | fill=00000000 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='4.4885' | fill=00000000 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='6408' | fill=00000000 | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L39 | value='64.7796' | fill=00000000 | rows=[38] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M39 | value='22' | fill=00000000 | rows=[38] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N39 | value='0.2224' | fill=00000000 | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O39 | value='57' | fill=00000000 | rows=[38] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P39 | value='0.57622' | fill=00000000 | rows=[38] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q39 | value='1390' | fill=00000000 | rows=[38] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R39 | value='14.0518' | fill=00000000 | rows=[38] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S39 | value='233' | fill=00000000 | rows=[38] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T39 | value='2.35544' | fill=00000000 | rows=[38] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U39 | value='380' | fill=00000000 | rows=[38] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V39 | value='3.8415' | fill=00000000 | rows=[38] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W39 | value='451' | fill=00000000 | rows=[38] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X39 | value='100' | fill=00000000 | rows=[38] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A40 | value='Ohio' | fill=None | rows=[39] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B40 | value='261396' | fill=None | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='470' | fill=None | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='0.1798' | fill=None | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='2311' | fill=None | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='0.8841' | fill=None | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='14336' | fill=None | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='5.4844' | fill=None | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='69439' | fill=None | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J40 | value='26.5647' | fill=None | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K40 | value='161030' | fill=None | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L40 | value='61.6039' | fill=None | rows=[39] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M40 | value='132' | fill=None | rows=[39] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N40 | value='0.0505' | fill=None | rows=[39] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O40 | value='13678' | fill=None | rows=[39] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P40 | value='5.23267' | fill=None | rows=[39] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q40 | value='54297' | fill=None | rows=[39] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R40 | value='20.7719' | fill=None | rows=[39] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S40 | value='3867' | fill=None | rows=[39] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T40 | value='1.47936' | fill=None | rows=[39] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U40 | value='5912' | fill=None | rows=[39] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V40 | value='2.2617' | fill=None | rows=[39] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W40 | value='3609' | fill=None | rows=[39] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X40 | value='99.972' | fill=None | rows=[39] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A41 | value='Oklahoma' | fill=00000000 | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B41 | value='77356' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='13105' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='16.9412' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='596' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='0.7705' | fill=00000000 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='11592' | fill=00000000 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='14.9853' | fill=00000000 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='9363' | fill=00000000 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='12.1038' | fill=00000000 | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='37816' | fill=00000000 | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L41 | value='48.8857' | fill=00000000 | rows=[40] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M41 | value='246' | fill=00000000 | rows=[40] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N41 | value='0.318' | fill=00000000 | rows=[40] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O41 | value='4638' | fill=00000000 | rows=[40] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P41 | value='5.99566' | fill=00000000 | rows=[40] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q41 | value='11175' | fill=00000000 | rows=[40] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R41 | value='14.4462' | fill=00000000 | rows=[40] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S41 | value='854' | fill=00000000 | rows=[40] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T41 | value='1.10399' | fill=00000000 | rows=[40] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U41 | value='4192' | fill=00000000 | rows=[40] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V41 | value='5.4191' | fill=00000000 | rows=[40] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W41 | value='1811' | fill=00000000 | rows=[40] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X41 | value='100' | fill=00000000 | rows=[40] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A42 | value='Oregon' | fill=None | rows=[41] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B42 | value='126621' | fill=None | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='3058' | fill=None | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='2.4151' | fill=None | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='2022' | fill=None | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='1.5969' | fill=None | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='29811' | fill=None | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='23.5435' | fill=None | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='3808' | fill=None | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='3.0074' | fill=None | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='79189' | fill=None | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='62.5402' | fill=None | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M42 | value='1192' | fill=None | rows=[41] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N42 | value='0.9414' | fill=None | rows=[41] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O42 | value='7541' | fill=None | rows=[41] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P42 | value='5.95557' | fill=None | rows=[41] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q42 | value='19913' | fill=None | rows=[41] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R42 | value='15.7265' | fill=None | rows=[41] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S42 | value='2190' | fill=None | rows=[41] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T42 | value='1.72957' | fill=None | rows=[41] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U42 | value='9921' | fill=None | rows=[41] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V42 | value='7.8352' | fill=None | rows=[41] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W42 | value='1309' | fill=None | rows=[41] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X42 | value='100' | fill=None | rows=[41] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A43 | value='Pennsylvania' | fill=00000000 | rows=[42] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B43 | value='262158' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='476' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='0.1816' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='4675' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='1.7833' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='33352' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='12.7221' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='70022' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='26.7098' | fill=00000000 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='144697' | fill=00000000 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='55.1946' | fill=00000000 | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M43 | value='107' | fill=00000000 | rows=[42] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N43 | value='0.0408' | fill=00000000 | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='8829' | fill=00000000 | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P43 | value='3.36782' | fill=00000000 | rows=[42] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q43 | value='45029' | fill=00000000 | rows=[42] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R43 | value='17.1763' | fill=00000000 | rows=[42] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S43 | value='4086' | fill=00000000 | rows=[42] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T43 | value='1.5586' | fill=00000000 | rows=[42] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U43 | value='9002' | fill=00000000 | rows=[42] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V43 | value='3.4338' | fill=00000000 | rows=[42] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W43 | value='3056' | fill=00000000 | rows=[42] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X43 | value='100' | fill=00000000 | rows=[42] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A44 | value='Rhode Island' | fill=None | rows=[43] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B44 | value='26845' | fill=None | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='311' | fill=None | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='1.1585' | fill=None | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='648' | fill=None | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='2.4139' | fill=None | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='10340' | fill=None | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='38.5174' | fill=None | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='2691' | fill=None | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='10.0242' | fill=None | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='11770' | fill=None | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L44 | value='43.8443' | fill=None | rows=[43] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M44 | value='37' | fill=None | rows=[43] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N44 | value='0.1378' | fill=None | rows=[43] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O44 | value='1048' | fill=None | rows=[43] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P44 | value='3.90389' | fill=None | rows=[43] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q44 | value='5644' | fill=None | rows=[43] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R44 | value='21.0244' | fill=None | rows=[43] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S44 | value='609' | fill=None | rows=[43] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T44 | value='2.26858' | fill=None | rows=[43] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U44 | value='2297' | fill=None | rows=[43] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V44 | value='8.5565' | fill=None | rows=[43] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W44 | value='293' | fill=None | rows=[43] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X44 | value='100' | fill=None | rows=[43] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A45 | value='South Carolina' | fill=00000000 | rows=[44] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B45 | value='61634' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='247' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='0.4008' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='302' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='0.49' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='3754' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='6.0908' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='21969' | fill=00000000 | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='35.6443' | fill=00000000 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='33261' | fill=00000000 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L45 | value='53.9653' | fill=00000000 | rows=[44] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M45 | value='71' | fill=00000000 | rows=[44] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N45 | value='0.1152' | fill=00000000 | rows=[44] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O45 | value='2030' | fill=00000000 | rows=[44] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P45 | value='3.29364' | fill=00000000 | rows=[44] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q45 | value='10328' | fill=00000000 | rows=[44] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R45 | value='16.757' | fill=00000000 | rows=[44] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S45 | value='879' | fill=00000000 | rows=[44] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T45 | value='1.42616' | fill=00000000 | rows=[44] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U45 | value='2224' | fill=00000000 | rows=[44] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V45 | value='3.6084' | fill=00000000 | rows=[44] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W45 | value='1226' | fill=00000000 | rows=[44] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X45 | value='100' | fill=00000000 | rows=[44] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A46 | value='South Dakota' | fill=None | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B46 | value='15408' | fill=None | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='5320' | fill=None | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='34.5275' | fill=None | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='181' | fill=None | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='1.1747' | fill=None | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='979' | fill=None | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='6.3538' | fill=None | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I46 | value='476' | fill=None | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J46 | value='3.0893' | fill=None | rows=[45] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K46 | value='7872' | fill=None | rows=[45] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L46 | value='51.0903' | fill=None | rows=[45] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M46 | value='13' | fill=None | rows=[45] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N46 | value='0.0844' | fill=None | rows=[45] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O46 | value='567' | fill=None | rows=[45] | cols=[14] | col_header=False | row_header=False | metadata=False
